LOTE;FECHA;TURBIDEZ;VIABILIDAD
24021;02/02/2024 08:00;15,5;6040000,00
24021;03/02/2024 06:00;26,5;101333333,33
24014;09/02/2024 08:00;12,2;7970666,67
24014;10/02/2024 07:00;17,7;37066666,67
24027;09/02/2024 08:00;12,2;7970666,67
24027;10/02/2024 07:00;17,7;37066666,67
24031;16/02/2024 07:45;15;7456000,00
24031;17/02/2024 06:45;26,2;57253333,33
24031;17/02/2024 07:45;29;66640000,00
24035;01/03/2024 07:20;14,1;9093333,33
24035;02/03/2024 06:45;20,9;88266666,67
24036;01/03/2024 07:20;14,1;9093333,33
24036;02/03/2024 06:45;20,9;88266666,67
24041;08/03/2024 07:30;13,3;6408000,00
24041;09/03/2024 07:20;23,7;141333333,33
24041;09/03/2024 07:55;24,6;134666666,67
24042;08/03/2024 07:30;13,3;6408000,00
24042;09/03/2024 07:20;23,7;141333333,33
24042;09/03/2024 07:55;24,6;134666666,67
24043;11/03/2024 07:35;13,8;6102284,80
24043;11/03/2024 20:00;16,2;26160000,00
24043;12/03/2024 07:00;23,2;109600000,00
24045;11/03/2024 07:35;13,8;6102284,80
24045;11/03/2024 20:00;16,2;26160000,00
24045;12/03/2024 07:00;23,2;109600000,00
24044;15/03/2024 07:25;14,8;6690666,67
24044;16/03/2024 07:17;25,2;101066666,67
24044;16/03/2024 08:15;25,3;104800000,00
24049;15/03/2024 07:25;14,8;6690666,67
24049;16/03/2024 07:17;25,2;101066666,67
24049;16/03/2024 08:15;25,3;104800000,00
24050;22/03/2024 07:15;14,7;5597333,33
24050;23/03/2024 07:00;25,3;98666666,67
24050;23/03/2024 08:00;25,9;102666666,67
24051;22/03/2024 07:15;14,7;5597333,33
24051;23/03/2024 07:00;25,3;98666666,67
24051;23/03/2024 08:00;25,9;102666666,67
24054;15/04/2024 07:30;13,3;6202666,67
24054;16/04/2024 06:45;23,2;115200000,00
24054;16/04/2024 07:30;24,2;121866666,67
24055;12/04/2024 07:10;13,5;6538666,67
24055;13/04/2024 06:45;23,8;138933333,33
24055;13/04/2024 07:30;25,6;159200000,00
24056;12/04/2024 07:10;13,5;6538666,67
24056;13/04/2024 06:45;23,8;138933333,33
24056;13/04/2024 07:30;25,6;159200000,00
24057;15/04/2024 07:30;13,3;6202666,67
24057;16/04/2024 06:45;23,2;115200000,00
24057;16/04/2024 07:30;24,2;121866666,67
24060;19/04/2024 07:30;14,9;7218666,67
24060;20/04/2024 07:30;24,2;109600000,00
24060;20/04/2024 08:00;26,6;125600000,00
24061;19/04/2024 07:30;14,9;7218666,67
24061;20/04/2024 07:30;24,2;109600000,00
24061;20/04/2024 08:00;26,6;125600000,00
24063;22/04/2024 07:30;14,2;5269333,33
24063;23/04/2024 06:30;19,6;57866666,67
24063;23/04/2024 08:00;20,8;66560000,00
24063;23/04/2024 09:00;21;77253333,33
24063;23/04/2024 09:45;20,8;72613333,33
24064;22/04/2024 07:30;14,2;5269333,33
24064;23/04/2024 06:30;19,6;57866666,67
24064;23/04/2024 08:00;20,8;66560000,00
24064;23/04/2024 09:00;21;77253333,33
24064;23/04/2024 09:45;20,8;72613333,33
24067;26/04/2024 07:45;17;598133,33
24067;27/04/2024 07:00;24,2;122933333,33
24067;27/04/2024 08:30;25,1;69466666,67
24067;27/04/2024 09:00;26,4;60053333,33
24067;27/04/2024 09:15;NA;84800000,00
24067;27/04/2024 10:00;26,4;122933333,33
24070;26/04/2024 07:45;17;598133,33
24070;27/04/2024 07:00;24,2;48240000,00
24070;27/04/2024 08:30;25,1;69466666,67
24070;27/04/2024 09:00;26,4;60053333,33
24070;27/04/2024 09:15;NA;84800000,00
24070;27/04/2024 10:00;26,4;122933333,33
24071;29/04/2024 07:50;17,8;837333,33
24071;30/04/2024 06:45;26;52186666,67
24071;30/04/2024 08:00;26,8;65600000,00
24071;30/04/2024 09:00;27,4;84213333,33
24072;13/05/2024 08:20;13;3898666,67
24072;14/05/2024 07:00;23,8;132800000,00
24072;14/05/2024 08:00;24,3;144533333,33
24073;13/05/2024 08:00;13,8;5808000,00
24073;14/05/2024 07:00;23,8;126400000,00
24073;14/05/2024 08:00;24,3;143466666,67
24075;13/05/2024 08:00;13,8;5808000,00
24075;14/05/2024 07:00;23,8;126400000,00
24075;14/05/2024 08:00;24,3;142666666,67
24074;17/05/2024 07:20;14,1;6144000,00
24074;18/05/2024 06:45;22,5;128533333,33
24074;18/05/2024 07:30;23,7;129866666,67
24076;17/05/2024 07:20;14,1;6144000,00
24076;18/05/2024 06:45;22,5;128533333,33
24076;18/05/2024 07:30;23,7;129866666,67
24077;20/05/2024 07:20;16,2;5184000,00
24077;21/05/2024 06:30;26,5;122666666,67
24078;20/05/2024 07:20;16,2;5184000,00
24078;21/05/2024 06:30;26,5;122666666,67
24083;24/05/2024 07:40;14,1;1672000,00
24083;25/05/2024 06:10;21,4;74960000,00
24083;25/05/2024 07:45;24,8;137066666,67
24083;25/05/2024 08:45;26,3;124533333,33
24084;24/05/2024 07:40;14,1;1672000,00
24084;25/05/2024 06:10;21,4;74960000,00
24084;25/05/2024 07:45;24,8;137066666,67
24084;25/05/2024 08:45;26,3;124533333,33
24085;27/05/2024 08:10;16,2;6637333,33
24085;28/05/2024 06:30;25,7;98666666,67
24085;28/05/2024 07:30;25,5;122133333,33
24081;27/05/2024 08:10;16,2;6637333,33
24081;28/05/2024 06:30;25,7;98666666,67
24081;28/05/2024 07:30;25,5;122133333,33
24088;31/05/2024 07:45;16;5090666,67
24088;01/06/2024 06:40;23,8;128800000,00
24088;01/06/2024 07:25;25,5;129600000,00
24089;31/05/2024 07:45;16;5090666,67
24089;01/06/2024 06:40;23,8;128800000,00
24089;01/06/2024 07:25;25,5;129600000,00
24091;03/06/2024 07:05;17,2;5626666,67
24091;04/06/2024 06:20;25,6;103733333,33
24092;03/06/2024 07:05;17,2;5626666,67
24092;04/06/2024 06:20;25,6;103733333,33
24095;10/06/2024 07:30;12,1;3525333,33
24095;11/06/2024 06:15;21,4;66373333,33
24095;11/06/2024 07:15;21,4;83200000,00
24097;10/06/2024 07:30;12,1;3525333,33
24097;11/06/2024 06:15;21,4;66373333,33
24097;11/06/2024 07:15;21,4;83200000,00
24098;14/06/2024 08:15;17,4;6914666,67
24098;15/06/2024 08:00;27,6;42666666,67
24098;15/06/2024 09:20;28,2;48800000,00
24098;15/06/2024 10:20;28,7;48666666,67
24098;15/06/2024 10:45;29,6;54213333,33
24101;28/06/2024 07:20;16,2;5608000,00
24101;29/06/2024 06:30;28,1;90933333,33
24103;28/06/2024 07:20;16,2;5608000,00
24103;29/06/2024 06:30;28,1;90933333,33
24105;01/07/2024 07:10;14,4;5808000,00
24105;02/07/2024 06:30;25;73573333,33
24105;02/07/2024 07:30;26,3;82133333,33
24104;01/07/2024 07:10;14,4;5808000,00
24104;02/07/2024 06:30;25;73573333,33
24104;02/07/2024 07:30;26,3;82133333,33
24111;05/07/2024 07:15;17,5;2173333,33
24111;06/07/2024 06:15;27,6;80400000,00
24111;06/07/2024 07:00;28,1;92800000,00
24108;05/07/2024 07:15;17,5;2173333,33
24108;06/07/2024 06:15;27,6;80400000,00
24108;06/07/2024 07:00;28,1;92800000,00
