OF_ORDEN,OF_LOTE,OF_CANTIDAD_ENTREGADA,CF_ORDEN_EN_EL_ENCADENADO,CF_LOTE_PARENTAL,CF_ID_BIOREACTOR,CF_FECHA/HORA_INICIO,CF_FECHA/HORA_FIN,CF_VOLUMEN_DE_INOCULO_UTILIZADO,CF_TURBIDEZ_INICIO_CULTIVO,CF_TURBIDEZ_FIN_CULTIVO,CF_VIABILIDAD_FINAL_CULTIVO,CF_ID_CENTRIFUGA,CF_CENTRIFUGACION_1_TURBIDEZ,CF_CENTRIFUGACION_2_TURBIDEZ,P_FECHA/HORA_INICIO,P_FECHA/HORA_FIN,P_PH_MAS_BAJO_1,P_PH_MAS_BAJO_2,P_TURBIDEZ_PH_BAJO_1,P_TURBIDEZ_PH_BAJO_2,I_ID_BIOREACTOR_y,I_FECHA/HORA_INICIO,I_FECHA/HORA_FIN,I_VOLUMEN_DE_CULTIVO,I_TURBIDEZ_INICIO_CULTIVO,I_TURBIDEZ_FINAL_CULTIVO,I_VIABILIDAD_FINAL_CULTIVO,BR_CF_LOTE,BR_CF_ID_BIOREACTOR,BR_CF_FECHA_INICIO,BR_CF_FECHA_FIN,BR_CF_DIAS_FASE,BR_CF_FERM0101.AGITATION_PV,BR_CF_FERM0101.AIR_SPARGE_PV,BR_CF_FERM0101.BIOCONTAINER_PRESSURE_PV,BR_CF_FERM0101.DO_1_PV,BR_CF_FERM0101.DO_2_PV,BR_CF_FERM0101.GAS_OVERLAY_PV,BR_CF_FERM0101.LOAD_CELL_NET_PV,BR_CF_FERM0101.PH_1_PV,BR_CF_FERM0101.PH_2_PV,BR_CF_FERM0101.PUMP_1_PV,BR_CF_FERM0101.PUMP_1_TOTAL,BR_CF_FERM0101.PUMP_2_PV,BR_CF_FERM0101.PUMP_2_TOTAL,BR_CF_FERM0101.SINGLE_USE_DO_PV,BR_CF_FERM0101.SINGLE_USE_PH_PV,BR_CF_FERM0101.TEMPERATURA_PV,BR_CF_TH_06299_TI1302.PV,BR_CF_TH_06299_MI1302.PV,BR_I_LOTE,BR_I_ID_BIOREACTOR,BR_I_FECHA_FIN,BR_I_FECHA_INICIO,BR_I_DIAS_FASE,BR_I_FERM0101.AGITATION_PV,BR_I_FERM0101.AIR_SPARGE_PV,BR_I_FERM0101.BIOCONTAINER_PRESSURE_PV,BR_I_FERM0101.DO_1_PV,BR_I_FERM0101.DO_2_PV,BR_I_FERM0101.GAS_OVERLAY_PV,BR_I_FERM0101.LOAD_CELL_NET_PV,BR_I_FERM0101.PH_1_PV,BR_I_FERM0101.PH_2_PV,BR_I_FERM0101.PUMP_1_PV,BR_I_FERM0101.PUMP_1_TOTAL,BR_I_FERM0101.PUMP_2_PV,BR_I_FERM0101.PUMP_2_TOTAL,BR_I_FERM0101.SINGLE_USE_DO_PV,BR_I_FERM0101.SINGLE_USE_PH_PV,BR_I_FERM0101.TEMPERATURA_PV,BR_I_TH_06299_TI1302.PV,BR_I_TH_06299_MI1302.PV,C_LOTE,C_ID_CENTRIFUGA,C_TOTAL_CENTRIFUGACION,C_FECHA_FIN,C_FECHA_INICIO,C_DIAS_FASE,C_CTF0101.EN_PARCIAL,C_CTF0101.EN_TOTAL,C_D01780551.PV,C_D01906041.PV,C_D01916047.PV,C_D01916503.PV,C_D01919022.PV,C_TH_06299_TI1402.PV,C_TH_06299_MI1402.PV,IPC_C_LOTE,IPC_C_CENTRIFUGA,C1_100L,C1_200L,C1_400L,C1_600L,C1_800L,C1_1000L,C1_1200L,C1_1400L,C1_1600L,C1_1800L,C1_2000L,C2_100L,C2_200L,C2_300L,C2_400L,IPC_CF_LOTE,IPC_CF_FECHA_INICIO,IPC_CF_FECHA_FIN,IPC_CF_DIAS_FASE,IPC_CF_TURBIDEZ,IPC_CF_VIABILIDAD,IPC_CF_GLUCOSA_G/L,IPC_CF_TH_07781_TI1501.PV,IPC_CF_TH_07781_MI1501.PV,IPC_I_LOTE,IPC_I_FECHA_FIN,IPC_I_FECHA_INICIO,IPC_I_DIAS_FASE,IPC_I_TURBIDEZ,IPC_I_VIABILIDAD,IPC_I_TH_07781_TI1501.PV,IPC_I_TH_07781_TI1501.PV.1,MP_LOTE,100001_CALIDAD,100002_CALIDAD,100003_CALIDAD,100004_CALIDAD,100005_CALIDAD,100006_CALIDAD,100007_CALIDAD,100008_CALIDAD,100009_CALIDAD,100010_CALIDAD,100011_CALIDAD,100012_CALIDAD,100013_CALIDAD,CF_PRODUCTO_1,CF_PRODUCTO_2
200196875,23129,13.7,2,23119,13170,2023-11-22 11:45:00,2023-11-24 8:30:00,80,30.32,75.36,232000000,12912,30.4,20.88,,,,,,,,,,,,,,23129,13170,2023-11-22 11:45:00,2023-11-24 8:30:00,1.864583333,78.8559371,8.795372983,1.333650369,21.13888889,0,4,1565.261201,6,-38,0,27.90666667,3.028318166,225.2121557,22.92222222,5.950301607,29.60244573,16.80043354,37.03023241,,,,,,,,,,,,,,,,,,,,,,,,23129,12912,2,2023-11-24 14:30:00,2023-11-24 8:45:00,0.2395833333,0,11,33.67789633,350.5540739,3.008582409,1.606040302,6429.155187,19.76800339,34.75921572,23129,12912,0,30.9,30.1,29.9,30.2,30.6,30.3,30.6,30.6,30.4,28.7,22.9,20.1,21,20.7,23129,2023-11-24 10:00:00,2023-11-23 7:00:00,1.125,56.33142857,135756190.5,0.7211428571,19.95994026,36.89182342,,,,,,,,,23129,82.25055251,112,644,300.4597701,119,95,89.6934941,173,70,177,70.83199821,99.91952562,0,1902.96,6.24
200196873,23134,13.4,2,23124,14615,2023-11-29 12:35:00,2023-12-01 9:45:00,80,19.04,78.08,174400000,14246,28.08,37.84,,,,,,,,,,,,,,23134,14615,2023-11-29 12:30:00,2023-12-01 9:45:00,1.885416667,79.54820599,15.3247518,0.7290491868,18.48767334,0,3.999893801,1691.532616,4.064227399,5.874322173,0,11.40324585,2.580560664,2542.460926,19.20711118,5.808563846,29.45772879,17.70171888,64.23797067,,,,,,,,,,,,,,,,,,,,,,,,23134,14246,2,2023-12-01 15:45:00,2023-12-01 9:45:00,0.25,0,2,30.31456646,366.1191714,2.802924261,1.544478871,6227.396541,19.33139552,62.44591156,23134,14246,0,28.9,29.6,29.4,29.1,28.2,27.9,27.9,27.8,27.9,27.8,34.1,38.6,39.8,37.1,23134,2023-12-01 11:15:00,2023-11-29 14:00:00,1.885416667,51.38909091,116043636.4,1.093818182,20.22383438,49.84993409,,,,,,,,,23134,123.3482605,112,655.5,306.95,119,95,89.72861419,115.309056,51.73073264,311.6340879,176.658623,108.7964618,0,1517.92,5.76
200196877,23131,13.6,1,,13169,2023-12-04 7:00:00,2023-12-06 7:40:00,83.2,18.16,73.52,203200000,17825,40.9,19.52,2023-12-02 0:30:00,2023-12-03 6:55:00,5.376,5.424,35.12,35.52,13171,2023-12-03 6:55:00,2023-12-04 7:00:00,84,15.44,22.32,144800000,23131,13169,2023-12-04 7:00:00,2023-12-06 7:45:00,2.03125,80,10.1426602,-0.8326700359,20.79360964,0,4,1045.626853,6,-0.011331558,0,29.06755103,2.041774294,193.1703878,18.3877551,6,29.95918367,17.21497959,45.71103492,23131,13171,2023-12-04 7:00:00,2023-12-03 6:45:00,1.010416667,44,1.871223784,1.536422745,32.95074777,0,4.000021237,84.06603961,6.059491677,3.2,0,4.959999847,0,0,33.55561374,6.209959474,29.41582849,13.52657922,48.96958718,23131,17825,2,2023-12-06 13:30:00,2023-12-06 7:45:00,0.2395833333,0,4,25.66499029,366.6169455,2.789593414,1.521569186,6281.445177,19.90783228,37.54180591,23131,17825,0,32.6,32.8,32.7,32.6,33,32.6,33,32.5,32.7,33.1,19.1,23.8,19.9,17.5,23131,2023-12-06 9:10:00,2023-12-04 8:00:00,2.048611111,42.04363636,99912484.85,1.381090909,20.15622635,40.3768049,23131,2023-12-04 6:45:00,2023-12-03 7:00:00,0.9895833333,18.85,73556000,20.33404732,37.77895356,23131,83,112,658,298.8411215,119,95,90,120,51,317,4,112,0,1778.24,6.88
200197370,23135,13.8,2,23125,14616,2023-11-29 12:55:00,2023-12-01 10:00:00,80,19.92,77.84,164000000,17825,32.16,11.44,,,,,,,,,,,,,,23135,14616,2023-11-29 12:45:00,2023-12-01 10:00:00,1.885416667,78.48780918,11.0713107,-0.01859710157,24.57503726,0,3.999871665,1621.055403,5.878249735,-385.3340801,0,24.00363505,1.985555299,2512.579046,25.66509934,5.720019531,29.28130738,17.72860023,64.19359574,,,,,,,,,,,,,,,,,,,,,,,,23135,17825,2,2023-12-01 16:15:00,2023-12-01 10:00:00,0.2604166667,0,6,25.54745247,413.2015662,2.885433472,1.558304679,6320.49719,19.24756192,63.05045921,23135,17825,0,32,32.2,33,32.2,31.9,31.8,32.2,32,31.9,32.1,17.4,14.5,8.3,8.2,23135,2023-12-01 11:15:00,2023-11-29 15:00:00,1.84375,51.09818182,107966787.9,1.245818182,20.24882399,50.03530746,,,,,,,,,23135,105.3654423,112,655.5,304.2232558,119,95,89.27982262,115.3077903,55.74437707,244.6841937,135.2492192,105.5556601,0,1937.68,6.72
200196876,23132,13.6,1,,13170,2023-12-04 7:00:00,2023-12-06 7:40:00,88,17.84,82.4,207200000,12912,31.6,21.36,2023-12-02 0:30:00,2023-12-03 7:00:00,5.44,5.488,34.08,32.48,14618,2023-12-03 7:00:00,2023-12-04 7:00:00,176,15.6,24.96,101600000,23132,13170,2023-12-04 7:00:00,2023-12-06 7:45:00,2.03125,80,12.1259694,-0.4459461233,21.46299407,,4,1471.457884,5.989795918,-38,0,18.37735521,1.822083036,217.7777296,22.78061224,6,29.88936087,17.21497959,45.71103492,23132,14618,2023-12-04 7:00:00,2023-12-03 7:00:00,1,72,1.787895123,4.659563594,24.29739974,0,4.000034192,176.1583402,6.248613229,5.984056581,0,24.59008451,0,0,24.57294578,6.069568716,29.42958984,13.52657922,48.96958718,23132,12912,2,2023-12-06 13:45:00,2023-12-06 7:45:00,0.25,0,8,33.38948783,359.3677253,2.701528985,1.593450609,6358.566328,19.90783228,37.54180591,23132,12912,0,31.7,31.4,31.3,32,31.7,31.4,31.9,29.9,32.1,31.4,22.7,21.3,21,21.4,23132,2023-12-06 9:10:00,2023-12-04 8:00:00,2.048611111,47.22909091,102588363.6,1.189818182,20.15622635,40.3768049,23132,2023-12-04 6:45:00,2023-12-03 7:00:00,0.9895833333,20.3,52077333,20.33404732,37.77895356,23132,83,112,658,308,119,95,90,120,58.5465102,317,4,113.7857532,0,2107.68,5.76
200196878,23133,13.7,1,,14614,2023-12-04 7:00:00,2023-12-06 7:45:00,85.2,15.76,79.84,209600000,14246,27.44,36.48,2023-12-02 0:30:00,2023-12-03 7:00:00,5.44,5.488,34.08,32.48,14618,2023-12-03 7:00:00,2023-12-04 7:00:00,176,15.6,24.96,101600000,23133,14614,2023-12-04 7:00:00,2023-12-06 7:45:00,2.03125,80,13.1614654,0.2357389252,20.10776777,-0.005529785,4.081628277,1654.410951,5.878579927,-0.2535831152,0,146.4563881,2.665112518,2474.762685,21.80703206,5.849045196,29.59906866,17.21497959,45.71103492,23133,14618,2023-12-04 7:00:00,2023-12-03 7:00:00,1,72,1.787895123,4.659563594,24.29739974,0,4.000034192,176.1583402,6.248613229,5.984056581,0,24.59008451,0,0,24.57294578,6.069568716,29.42958984,13.52657922,48.96958718,23133,14246,2,2023-12-06 13:30:00,2023-12-06 7:45:00,0.2395833333,0,3,27.51009437,340.809268,2.629772974,1.613643697,6618.083354,19.90783228,37.54180591,23133,14246,0,27.8,28.4,27.2,27.1,27.4,27,27.8,27.4,27.5,27.3,36.6,36.6,36.4,36.1,23133,2023-12-06 9:10:00,2023-12-04 8:00:00,2.048611111,43.72363636,105278303,1.312,20.15622635,40.3768049,23133,2023-12-04 6:45:00,2023-12-03 7:00:00,0.9895833333,20.3,52077333,20.33404732,37.77895356,23133,83,112,658,183.1351351,119,95,90,120,58.54624285,317,4,113.7857532,0,1899.6,6.96
200196879,23136,13.76,1,,13170,2023-12-18 8:40:00,2023-12-20 8:30:00,83.2,16.48,71.2,172800000,12912,27.36,17.76,2023-12-16 0:30:00,2023-12-17 7:45:00,5.52,5.52,40.8,35.68,13171,2023-12-17 7:45:00,2023-12-18 8:40:00,166.4,15.68,32.64,122400000,23136,13170,2023-12-18 8:45:00,2023-12-20 8:30:00,1.989583333,80,9.764025199,0.8944820813,21.64583333,0,4,1520.349013,6,-38,0,19.22602599,2.53027994,185.5809531,22.58333333,6,29.91725847,17.3623231,33.71449047,23136,13171,2023-12-18 8:45:00,2023-12-17 7:45:00,1.041666667,72,1.757289922,5.171811278,24.06385294,0,4.000049074,168.0893489,5.972892678,3.180824174,0,24.80000153,0.04907973515,0.2049028793,24.60092482,5.997122235,29.46781877,13.26267682,45.53466271,23136,12912,2,2023-12-20 14:30:00,2023-12-20 9:30:00,0.2083333333,0,10,33.83819907,382.6116419,2.956148502,1.591513894,6672.172045,20.09511997,31.83970573,23136,12912,0,27.5,27.2,27.4,27.1,27.4,27.4,27.6,27.3,27.4,27.4,15,18,17.8,17.6,23136,2023-12-20 10:00:00,2023-12-18 9:00:00,2.041666667,40.05090909,98104969.7,1.292363636,20.15798551,32.35065166,23136,2023-12-18 13:00:00,2023-12-17 7:45:00,1.21875,24.96666667,97242666.33,20.11170266,33.35021241,23136,108.7617952,639,674,274.826087,119,95,105,120,59,317,4,125.7391304,0,1460.4,4.96
200196880,23137,13.75,1,,14614,2023-12-18 13:55:00,2023-12-20 10:15:00,81.6,16.16,56.96,280000000,14246,26.88,20.16,2023-12-16 0:30:00,2023-12-17 7:45:00,5.52,5.52,40.8,35.68,13171,2023-12-17 7:45:00,2023-12-18 13:55:00,166.4,15.68,26.56,167200000,23137,14614,2023-12-18 13:45:00,2023-12-20 10:15:00,1.854166667,80,9.051873885,-0.3595621042,20.43773659,-0.005529785,4.000115037,1646.292504,5.879509804,-0.2552742,0,25.54815609,2.721034011,2732.246583,25.35740861,5.931083796,29.49685541,17.30134288,34.27201395,23137,13171,2023-12-18 13:45:00,2023-12-17 7:45:00,1.25,68.0661157,2.724166786,5.543386639,22.68355118,0,4.000056677,154.7970402,5.957872826,3.177324428,0,24.80000153,0.2759845127,26.42973071,23.23887821,5.983921192,29.45846902,14.1343458,42.7313544,23137,14246,2,2023-12-20 16:45:00,2023-12-20 10:30:00,0.2604166667,0,5,30.73046582,383.1414491,3.05037911,1.499812476,6098.451848,19.87321936,33.14416597,23137,14246,0,26.9,27.1,27,27,26.9,26.8,27,26.7,26.3,26.8,20.2,20.6,19.4,20.1,23137,2023-12-20 11:35:00,2023-12-18 14:15:00,1.888888889,38.89454545,153396363.7,1.213818182,20.16749394,32.4505262,23137,2023-12-18 13:00:00,2023-12-17 7:45:00,1.21875,24.96666667,97242666.33,20.11170266,33.35021241,23137,108.688172,560.7326733,674,309.673913,119,95,105,120,72.02135922,317,19.81395349,124.0307531,0,526.4,4.24
200196881,23138,13.77,1,,14615,2023-12-19 6:50:00,2023-12-21 10:20:00,80,16.16,69.04,185600000,12912,26,19.2,2023-12-16 0:30:00,2023-12-18 7:55:00,5.416,5.448,32.24,30,13172,2023-12-18 7:55:00,2023-12-19 6:50:00,160,12.88,18.08,252000000,23138,14615,2023-12-19 6:45:00,2023-12-21 10:15:00,2.145833333,80,10.06178904,-0.1105334581,18.56208538,0,4.00019819,1639.04785,1.294815442,5.894207649,0,4.22144891,1.688150349,1268.468509,27.3996296,5.859959523,29.59830246,17.44634784,36.84718934,23138,13172,2023-12-19 6:45:00,2023-12-18 7:45:00,0.9583333333,72,0.6248400232,-1.848070478,,24.51632251,3.99997634,165.3916369,-4.664383171,5.909742097,0,0,0.1802469829,3.827195192,24.8035563,5.902957871,29.45112109,17.20492467,32.57155259,23138,12912,2,2023-12-21 16:15:00,2023-12-21 10:15:00,0.25,0,13,33.29353808,361.8429669,2.597019238,1.601566224,6522.58493,19.58135261,33.89156432,23138,12912,0,26.1,26,23.8,25.8,26,26,25.9,26.6,26.1,26,19,18.8,19.4,19.8,23138,2023-12-21 11:30:00,2023-12-19 13:30:00,1.916666667,44.53090909,96758303.02,1.297454545,20.03916688,34.15846767,23138,2023-12-19 12:40:00,2023-12-18 7:40:00,1.208333333,16.72222222,25914073.78,20.03825759,31.62485154,,,,,,,,,,,,,,,1468.88,4.88
200196882,23139,13.72,1,,14616,2023-12-19 13:15:00,2023-12-21 9:30:00,80,15.92,74.08,163200000,17825,26.72,20,2023-12-16 0:30:00,2023-12-18 7:55:00,5.416,5.448,32.24,30,13172,2023-12-18 7:55:00,2023-12-19 13:15:00,160,12.88,21.84,56800000,23139,14616,2023-12-19 13:15:00,2023-12-21 9:30:00,1.84375,80,11.8797643,1.075476383,20.67706917,0,4.000118193,1675.404313,5.887162288,-387.9860631,0,3.87350802,2.30987927,1612.361729,21.94486411,5.854562152,29.60130786,17.17765723,38.04486054,23139,13172,2023-12-19 13:15:00,2023-12-18 7:45:00,1.229166667,71.48410369,1.455396878,-1.807392376,,23.03183269,4.00000107,163.910609,-4.669156197,5.90361728,0,0,0.3488932849,7.668736275,23.85680585,5.89767241,29.44498863,17.63332682,31.85409326,23139,17825,2,2023-12-21 15:45:00,2023-12-21 9:30:00,0.2604166667,0,4,26.47279588,453.957772,2.984931828,1.582645214,6553.050696,19.54676859,32.8180542,23139,17825,0,27,26.5,26.6,26.5,27,26.7,27,26.6,27.1,26.7,19.4,20,20.2,19.9,23139,2023-12-21 11:00:00,2023-12-19 13:30:00,1.895833333,43.696,89453866.67,1.3992,19.96715775,34.17804731,23139,2023-12-19 12:40:00,2023-12-18 7:40:00,1.208333333,16.72222222,25914073.78,20.03825759,31.62485154,,,,,,,,,,,,,,,1468.88,6.16
200196887,24003,12.48,1,,14614,2024-01-17 9:05:00,2024-01-19 8:40:00,82.4,15.52,74.4,185600000,17825,33.2,28.32,2024-01-15 0:30:00,2024-01-16 9:00:00,5.52,5.52,25.28,26,14618,2024-01-16 9:00:00,2024-01-17 9:05:00,168,13.68,19.36,88800000,24003,14614,2024-01-17 9:00:00,2024-01-19 8:45:00,1.989583333,80,8.158888264,0.009294582984,21.87110153,-0.005529785,3.999918727,1641.791026,5.880448032,-0.2552742,0,26.40166508,2.647566919,2857.977423,23.17933641,5.980317121,29.59927542,17.94142315,50.70998357,24003,14618,2024-01-17 9:00:00,2024-01-16 9:00:00,1,72,0.9683609,1.952630507,27.10057435,0,4.00000117,169.6743677,6.272000122,5.969383623,0,29.76000061,0,1.082270622,27.80635775,5.848989453,29.43616959,17.2236382,59.88951458,24003,17825,2,2024-01-19 15:30:00,2024-01-19 9:15:00,0.2604166667,0,4,34.90173536,310.1523514,2.32708498,1.406714729,5646.790412,19.71641948,39.92452954,24003,17825,0,33,33,32.6,33.1,33.2,33.4,33.1,33.4,33.3,33.2,28.5,27.9,28.3,28.85,24003,2024-01-19 10:00:00,2024-01-17 9:40:00,2.013888889,40.672,89179200,1.4032,20.13344498,46.32049252,24003,2024-01-17 9:00:00,2024-01-16 9:00:00,1,15.6,29228888.5,20.0386985,47.0469648,,,,,,,,,,,,,,,1275.8,4.16
200196890,24004,13.69,1,,14615,2024-01-16 11:30:00,2024-01-18 9:15:00,84,18.32,70.16,168800000,14246,28.72,19.52,2024-01-14 0:30:00,2024-01-15 7:30:00,5.44,5.52,31.2,27.36,13172,2024-01-15 7:30:00,2024-01-16 11:30:00,168,14.48,24.48,79120000,24004,14615,2024-01-16 11:30:00,2024-01-18 9:15:00,1.90625,79.91304348,10.59581366,0.7820047455,21.6518425,0,4.000010498,1646.193501,1.300272942,5.87872327,0,11.10521635,2.202454363,2646.621621,22.07830117,5.845085819,29.58974328,17.71964746,57.18809794,24004,13172,2024-01-16 11:30:00,2024-01-15 7:30:00,1.166666667,71.52695969,2.080718975,1.858336179,,27.2596751,3.99996293,163.5255675,-4.618471282,5.916551337,0,7.43999939,0.1327382907,2.655495043,28.20150171,5.928708419,29.45029819,16.95108207,50.86649622,24004,14246,2,2024-01-18 15:30:00,2024-01-18 9:30:00,0.25,0,4,27.33992157,368.0118112,2.779436377,1.612560034,6550.06911,19.84232771,36.49290634,24004,14246,0,28.8,28.6,28.6,28.7,28.6,28.6,28.6,28.7,29,28.9,22.1,19.4,19.6,19.4,24004,2024-01-18 11:00:00,2024-01-16 12:00:00,1.958333333,43.04727273,83267878.79,1.787636364,20.19366637,47.36502923,24004,2024-01-16 11:00:00,2024-01-15 7:35:00,1.142361111,18.54285714,33412190.29,20.1303329,40.68558743,,,,,,,,,,,,,,,1385.6,4.24
200196891,24005,13.55,1,,14616,2024-01-20 8:15:00,2024-01-22 8:00:00,82.4,16.64,84,200000000,17825,29.52,22.88,2024-01-18 0:30:00,2024-01-19 7:15:00,5.36,5.44,28.96,26.48,14618,2024-01-19 7:15:00,2024-01-20 8:15:00,82.64,15.28,30.48,79760000,24005,14616,2024-01-20 8:15:00,2024-01-22 8:00:00,1.989583333,79.97390626,13.01432526,-0.05212387911,20.35452039,0,3.279156106,1657.155943,836.4715475,-386.3095392,0,8.124582816,2.041477585,3301.948486,21.40359039,5.882999627,29.59869574,13.11123797,49.75710863,24005,14618,2024-01-20 8:15:00,2024-01-19 7:15:00,1.041666667,43.84918811,2.364807427,2.703485959,31.38079845,,4.00000657,83.02375018,6.272000122,5.9349585,0,19.64356527,0.2622563219,15.1208847,32.49389773,5.927233811,29.35714338,15.84268399,50.71746192,24005,17825,2,2024-01-22 13:15:00,2024-01-22 9:45:00,0.1458333333,0,4,24.92685201,295.7328004,2.68588925,1.605107499,6676.304364,19.64587787,32.8592315,24005,17825,0,29.4,28.7,29.1,30.3,30.6,30.5,29.8,29.5,29.4,25.7,22,23,23.1,22.7,24005,2024-01-22 9:00:00,2024-01-20 8:50:00,2.006944444,62.61333333,133180444.4,0.8026666667,20.12682467,34.87336028,24005,2024-01-20 7:15:00,2024-01-19 8:00:00,0.96875,18.88,27243199.8,19.99735956,42.63399474,,,,,,,,,,,,,,,1419.68,4.88
200196893,24007,13.68,1,,14617,2024-01-20 8:25:00,2024-01-22 8:00:00,80,16.08,85.6,164800000,12912,28.8,23.36,2024-01-18 0:30:00,2024-01-19 7:30:00,5.36,5.36,33.84,34.4,13171,2024-01-19 7:30:00,2024-01-20 8:25:00,167.12,14.4,32.88,79440000,24007,14617,2024-01-20 8:30:00,2024-01-22 8:00:00,1.979166667,81.06806283,9.257153545,0.833453073,19.74129403,0,2.777166047,1662.139143,5.718996336,1.229917136,0,12.86138876,2.011029297,3237.422163,21.13728051,5.883981351,29.60033968,13.11123797,49.75710863,24007,13171,2024-01-20 8:30:00,2024-01-19 7:30:00,1.041666667,71.65666785,1.612914559,-3.029318694,21.97805799,0,3.99993854,166.6817185,5.914583151,3.136783608,0,9.771814156,0.4309794841,124.3328567,22.75350837,5.829544555,29.47147772,15.84268399,50.71746192,24007,12912,2,2024-01-22 14:00:00,2024-01-22 8:30:00,0.2291666667,0,13,28.29616994,338.6221641,2.510319479,1.576429382,6369.11552,19.69387003,31.78196915,24007,12912,0,28.5,29.4,28.6,28.9,29.2,28.7,28.8,28.6,28.9,26.15,23.4,23.1,23.3,23.4,24007,2024-01-22 9:30:00,2024-01-20 8:50:00,2.027777778,63.49333333,114634666.7,0.7813333333,20.26245845,34.7733706,24007,2024-01-20 7:15:00,2024-01-19 8:00:00,0.96875,18.56,25641599.6,19.99735956,42.63399474,,,,,,,,,,,,,,,1640.4,6.16
200196894,24008,13.75,1,,14615,2024-01-20 8:25:00,2024-01-22 8:00:00,82.4,17.12,84,172800000,14246,29.44,20.8,2024-01-18 0:30:00,2024-01-19 7:30:00,5.36,5.36,33.84,34.4,13171,2024-01-19 7:30:00,2024-01-20 8:25:00,167.12,14.4,32.88,79440000,24008,14615,2024-01-20 8:30:00,2024-01-22 8:00:00,1.979166667,79.97603941,10.78103665,0.04313688078,19.33716132,0,3.685859159,1650.457766,1.300272942,5.879040576,0,16.55874153,2.802517256,3140.128852,19.8640894,5.827348925,29.6001274,13.11123797,49.75710863,24008,13171,2024-01-20 8:30:00,2024-01-19 7:30:00,1.041666667,71.65666785,1.612914559,-3.029318694,21.97805799,0,3.99993854,166.6817185,5.914583151,3.136783608,0,9.771814156,0.4309794841,124.3328567,22.75350837,5.829544555,29.47147772,15.84268399,50.71746192,24008,14246,2,2024-01-22 13:30:00,2024-01-22 9:45:00,0.15625,0,5,27.00389206,270.643978,2.485873865,1.606727054,5957.123279,19.64587787,32.8592315,24008,14246,0,29.8,29.3,29.8,29,28.9,29.2,29.7,29.8,29.4,27,24.6,20.4,20.6,21,24008,2024-01-22 9:00:00,2024-01-20 8:50:00,2.006944444,61.97333333,116016000,1.125333333,20.12682467,34.87336028,24008,2024-01-20 7:15:00,2024-01-19 8:00:00,0.96875,18.56,25641599.6,19.99735956,42.63399474,,,,,,,,,,,,,,,1575.44,5.44
200196898,24010,13.66,1,,13169,2024-01-27 7:10:00,2024-01-29 8:30:00,80,19.52,84,148800000,17825,33.44,27.52,2024-01-25 0:30:00,2024-01-26 7:00:00,5.448,5.504,35.04,24.16,13171,2024-01-26 7:00:00,2024-01-27 7:10:00,160,15.52,30.64,95200000,24010,13169,2024-01-27 7:15:00,2024-01-29 8:30:00,2.052083333,80,10.61712732,-1.091927697,20.5,,3.232323232,810.2172739,6,-0.01124901988,0,36.99494949,2.079599543,192.7859394,18.50815154,6,29.98989899,12.96132031,69.3354484,24010,13171,2024-01-27 7:15:00,2024-01-26 7:00:00,1.010416667,72,1.685714579,1.831390498,25.20802876,0,3.999936769,166.8248886,5.929127433,3.17864529,0,17.23483649,0.1025990196,26.0929158,26.59769052,5.890465,29.47327977,16.12176047,54.13906376,24010,17825,2,2024-01-29 14:30:00,2024-01-29 8:45:00,0.2395833333,0,5,25.18924405,377.7860709,2.884746356,1.591897254,6675.205554,19.62965423,45.51472009,24010,17825,0,33.6,33.6,33.4,33.3,32.7,33.5,33.4,33.4,33.5,31.6,29.7,27.5,27.5,27.4,24010,2024-01-29 8:00:00,2024-01-27 8:15:00,1.989583333,69.28,110848666.7,0.88,19.78493497,46.4502129,24010,2024-01-27 6:20:00,2024-01-26 7:30:00,0.9513888889,19.12,28444266.4,20.02349129,45.2967659,24010,34,273,679,364,119,187,142,174,105,4,49,108,0,1297.04,8
200196905,24009,13.77,1,,14614,2024-01-23 6:45:00,2024-01-25 8:30:00,80,15.12,74.16,170400000,14246,26.96,20,2024-01-21 0:30:00,2024-01-22 7:30:00,5.48,5.552,25.68,27.04,13172,2024-01-22 7:30:00,2024-01-23 6:45:00,160,14.4,23.68,91200000,24009,14614,2024-01-23 6:45:00,2024-01-25 8:30:00,2.072916667,80,9.345275429,-0.03981313399,22.02185455,-0.005520439595,4.09995544,1652.836835,5.877419892,-0.2552742,0,51.19714966,1.91545773,2028.529408,23.57603829,5.841680245,29.60535937,17.63031125,52.58441402,24009,13172,2024-01-23 6:45:00,2024-01-22 7:30:00,0.96875,71.44680851,1.617885073,3.140547649,,26.09657955,3.999965799,166.3888001,-4.556712359,5.911012779,0,9.713740099,0.4624903083,0,28.19595517,5.957274669,29.44449384,17.30181283,41.42390406,24009,14246,2,2024-01-25 15:00:00,2024-01-25 8:45:00,0.2604166667,0,7,27.42929431,355.9065764,2.695727587,1.60965726,6641.937645,19.74847037,45.91612878,24009,14246,0,27.6,26.9,25.9,26.1,26.5,26.2,27.1,27.4,27.1,27,22.6,20.6,19.3,19.3,24009,2024-01-25 10:15:00,2024-01-23 8:00:00,2.09375,40.90909091,86345939.39,1.310545455,19.91628909,43.52929231,24009,2024-02-22 7:45:00,2024-01-22 10:48:00,30.87291667,16.82,30063466.2,19.95169611,38.65169101,,,,,,,,,,,,,,,1479.52,7.52
