OF_ORDEN,OF_LOTE,OF_CANTIDAD_ENTREGADA,CF_ORDEN_EN_EL_ENCADENADO,CF_LOTE_PARENTAL,CF_ID_BIOREACTOR,CF_FECHA/HORA_INICIO,CF_FECHA/HORA_FIN,CF_VOLUMEN_DE_INOCULO_UTILIZADO,CF_TURBIDEZ_INICIO_CULTIVO,CF_TURBIDEZ_FIN_CULTIVO,CF_VIABILIDAD_FINAL_CULTIVO,CF_ID_CENTRIFUGA,CF_CENTRIFUGACION_1_TURBIDEZ,CF_CENTRIFUGACION_2_TURBIDEZ,CF_PRODUCTO_1,CF_PRODUCTO_2,P_FECHA/HORA_INICIO,P_FECHA/HORA_FIN,P_PH_MAS_BAJO_1,P_PH_MAS_BAJO_2,P_TURBIDEZ_PH_BAJO_1,P_TURBIDEZ_PH_BAJO_2,I_ID_BIOREACTOR_y,I_FECHA/HORA_INICIO,I_FECHA/HORA_FIN,I_VOLUMEN_DE_CULTIVO,I_TURBIDEZ_INICIO_CULTIVO,I_TURBIDEZ_FINAL_CULTIVO,I_VIABILIDAD_FINAL_CULTIVO
200191400,23108,13.6,1,,13170,2023-11-06 9:00:00,2023-11-08 9:20:00,83.2,19.44,75.6,196000000,12912,32,20.8,1784.736,5.28,2023-11-04 0:30:00,2023-11-05 9:45:00,5.4,5.416,34.4,35.6,14618,2023-11-05 9:45:00,2023-11-06 9:00:00,160,16.64,28.88,99200000
200195712,23109,13.6,1,,14616,2023-11-06 9:00:00,2023-11-08 8:20:00,83.2,18.48,78.48,202400000,14246,34.48,27.6,969.888,3.76,2023-11-04 0:30:00,2023-11-05 9:45:00,5.4,5.416,34.4,35.6,14618,2023-11-05 9:45:00,2023-11-06 9:00:00,160,16.64,28.88,99200000
200195713,23110,13.7,1,,14614,2023-11-07 11:30:00,2023-11-09 10:00:00,81.6,17.68,80.08,195200000,17825,31.2,22.56,1957.144,6.72,2023-11-05 0:30:00,2023-11-06 12:00:00,5.352,5.424,32.4,36,13171,2023-11-06 12:03:00,2023-11-07 11:30:00,160,16.16,25.76,84000000
200195717,23111,13.7,1,,14615,2023-11-07 11:30:00,2023-11-09 9:30:00,81.6,17.6,74.24,195200000,12912,28.56,24.48,1924,6.56,2023-11-05 0:30:00,2023-11-06 12:00:00,5.352,5.424,32.4,36,13171,2023-11-06 12:03:00,2023-11-07 11:30:00,160,16.16,25.76,84000000
200195718,23112,13.7,1,,14615,2023-11-13 8:50:00,2023-11-15 8:25:00,81.6,18,75.76,180000000,17825,28.56,16.4,1707.616,5.28,2023-11-11 0:30:00,2023-11-12 9:10:00,5.464,5.464,32.56,30.88,14618,2023-11-12 9:10:00,2023-11-13 8:50:00,160,16.48,27.6,97600000
200195909,23113,13.5,1,,14616,2023-11-13 8:50:00,2023-11-15 9:20:00,81.6,17.6,78.4,192000000,12912,28.72,19.12,1704.256,6.4,2023-11-11 0:30:00,2023-11-12 9:10:00,5.464,5.464,32.56,30.88,14618,2023-11-12 9:10:00,2023-11-13 8:50:00,160,16.48,27.6,97600000
200195910,23114,13.6,1,,14614,2023-11-14 7:00:00,2023-11-16 7:55:00,81.6,15.28,78.56,127200000,12912,32.4,28.64,1325.28,4.88,2023-11-12 0:30:00,2023-11-13 7:25:00,5.368,5.448,29.2,26.64,13172,2023-11-13 7:25:00,2023-11-14 7:00:00,160,14.88,26.24,104000000
200196317,23115,13.9,2,23108,13170,2023-11-08 13:00:00,2023-11-10 10:00:00,80,20.56,80,167200000,12912,29.6,29.52,1655.4,8,,,,,,,,,,,,,
200196318,23116,13.8,2,23109,14616,2023-11-08 12:00:00,2023-11-10 9:00:00,80,20.16,76.64,185600000,17825,24.08,24.24,1673.5208,7.8288,,,,,,,,,,,,,
200196400,23117,13.6,1,,13169,2023-11-14 7:00:00,2023-11-16 7:50:00,82,17.12,90.4,184800000,14246,26,49.04,1935.336,8.72,2023-11-12 0:30:00,2023-11-13 7:25:00,5.368,5.448,29.2,26.64,13172,2023-11-13 7:25:00,2023-11-14 7:00:00,160,14.88,26.24,104000000
10005233,23121,13.6,1,,14615,2023-11-21 7:40:00,2023-11-23 8:15:00,80,12.56,83.2,224000000,14246,27.44,44.4,1672.96,7.52,2023-11-19 0:30:00,2023-11-20 7:50:00,5.232,5.408,28.72,25.76,14618,2023-11-20 7:50:00,2023-11-21 7:30:00,80,11.2,24.4,143200000
200196401,23118,13.7,1,,13169,2023-11-20 8:20:00,2023-11-22 8:40:00,83.2,16.64,75.2,240000000,14246,29.84,54.8,1198.16,4.8,2023-11-18 0:30:00,2023-11-19 7:30:00,5.352,5.368,39.92,37.68,13171,2023-11-19 7:30:00,2023-11-20 8:20:00,160,16.88,26.56,104000000
200196440,23119,13.6,1,,13170,2023-11-20 8:20:00,2023-11-22 8:00:00,82.4,19.52,73.52,184000000,12912,31.44,16.88,2059.84,5.28,2023-11-18 0:30:00,2023-11-19 7:30:00,5.352,5.368,39.92,37.68,13171,2023-11-19 7:30:00,2023-11-20 8:20:00,160,16.88,26.56,104000000
200196441,23120,13.7,1,,14614,2023-11-21 7:40:00,2023-11-23 8:20:00,80,19.36,85.6,168000000,17825,32.08,21.36,2338.56,5.44,2023-11-19 0:30:00,2023-11-20 7:45:00,5.32,5.384,32.16,31.44,13172,2023-11-20 7:45:00,2023-11-21 7:30:00,80,16.24,26.8,104800000
200196587,23122,13.6,2,23112,14615,2023-11-15 12:15:00,2023-11-17 9:25:00,80,19.44,82.4,199200000,17825,29.44,24.08,1978.16,8.48,,,,,,,,,,,,,
200196590,23123,13.8,2,23113,14616,2023-11-15 12:55:00,2023-11-17 9:15:00,80,17.44,81.6,195200000,12912,26.16,22.96,2117.76,8.4,,,,,,,,,,,,,
10005235,23126,13.6,1,,13170,2023-11-28 7:00:00,2023-11-30 7:50:00,80.8,15.28,79.12,188800000,17825,32.4,34.48,2395.36,7.6,2023-11-26 0:30:00,2023-11-27 7:15:00,5.384,5.432,27.04,29.2,14618,2023-11-27 7:15:00,2023-11-28 7:00:00,80.8,14,28.48,134400000
10005236,23127,13.6,1,,14614,2023-11-28 7:00:00,2023-11-30 7:55:00,80.4,14.48,78,198400000,12912,28.56,29.6,2155.76,7.04,2023-11-26 0:30:00,2023-11-27 7:15:00,5.384,5.432,27.04,29.2,14618,2023-11-27 7:15:00,2023-11-28 7:00:00,80.4,14,28.48,134400000
200196793,23124,13.7,1,,14615,2023-11-27 7:30:00,2023-11-29 8:41:00,83.2,17.6,73.28,218400000,14246,28.64,29.28,1517.92,4.48,2023-11-25 0:30:00,2023-11-26 7:35:00,5.36,5.368,32.16,30,13171,2023-11-26 7:35:00,2023-11-27 7:30:00,83.2,15.92,25.52,88800000
200196794,23125,13.5,1,,14616,2023-11-27 7:30:00,2023-11-29 8:45:00,84,19.52,73.6,178400000,17825,32.08,20.32,1688.08,4.8,2023-11-25 0:30:00,2023-11-26 7:35:00,5.36,5.368,32.16,30,13171,2023-11-26 7:35:00,2023-11-27 7:30:00,84,15.92,25.52,88800000
200196872,23130,13.6,2,23118,13169,2023-11-22 13:00:00,2023-11-24 8:45:00,80,30.32,74.08,214400000,14246,31.28,38.4,1116.64,5.2,,,,,,,,,,,,,
200196875,23129,13.7,2,23119,13170,2023-11-22 11:45:00,2023-11-24 8:30:00,80,30.32,75.36,232000000,12912,30.4,20.88,1902.96,6.24,,,,,,,,,,,,,
200196873,23134,13.4,2,23124,14615,2023-11-29 12:35:00,2023-12-01 9:45:00,80,19.04,78.08,174400000,14246,28.08,37.84,1517.92,5.76,,,,,,,,,,,,,
200196877,23131,13.6,1,,13169,2023-12-04 7:00:00,2023-12-06 7:40:00,83.2,18.16,73.52,203200000,17825,40.9,19.52,1778.24,6.88,2023-12-02 0:30:00,2023-12-03 6:55:00,5.376,5.424,35.12,35.52,13171,2023-12-03 6:55:00,2023-12-04 7:00:00,84,15.44,22.32,144800000
200197370,23135,13.8,2,23125,14616,2023-11-29 12:55:00,2023-12-01 10:00:00,80,19.92,77.84,164000000,17825,32.16,11.44,1937.68,6.72,,,,,,,,,,,,,
200196876,23132,13.6,1,,13170,2023-12-04 7:00:00,2023-12-06 7:40:00,88,17.84,82.4,207200000,12912,31.6,21.36,2107.68,5.76,2023-12-02 0:30:00,2023-12-03 7:00:00,5.44,5.488,34.08,32.48,14618,2023-12-03 7:00:00,2023-12-04 7:00:00,176,15.6,24.96,101600000
200196878,23133,13.7,1,,14614,2023-12-04 7:00:00,2023-12-06 7:45:00,85.2,15.76,79.84,209600000,14246,27.44,36.48,1899.6,6.96,2023-12-02 0:30:00,2023-12-03 7:00:00,5.44,5.488,34.08,32.48,14618,2023-12-03 7:00:00,2023-12-04 7:00:00,176,15.6,24.96,101600000
200196879,23136,13.76,1,,13170,2023-12-18 8:40:00,2023-12-20 8:30:00,83.2,16.48,71.2,172800000,12912,27.36,17.76,1460.4,4.96,2023-12-16 0:30:00,2023-12-17 7:45:00,5.52,5.52,40.8,35.68,13171,2023-12-17 7:45:00,2023-12-18 8:40:00,166.4,15.68,32.64,122400000
200196880,23137,13.75,1,,14614,2023-12-18 13:55:00,2023-12-20 10:15:00,81.6,16.16,56.96,280000000,14246,26.88,20.16,526.4,4.24,2023-12-16 0:30:00,2023-12-17 7:45:00,5.52,5.52,40.8,35.68,13171,2023-12-17 7:45:00,2023-12-18 13:55:00,166.4,15.68,26.56,167200000
200196881,23138,13.77,1,,14615,2023-12-19 6:50:00,2023-12-21 10:20:00,80,16.16,69.04,185600000,12912,26,19.2,1468.88,4.88,2023-12-16 0:30:00,2023-12-18 7:55:00,5.416,5.448,32.24,30,13172,2023-12-18 7:55:00,2023-12-19 6:50:00,160,12.88,18.08,252000000
200196882,23139,13.72,1,,14616,2023-12-19 13:15:00,2023-12-21 9:30:00,80,15.92,74.08,163200000,17825,26.72,20,1468.88,6.16,2023-12-16 0:30:00,2023-12-18 7:55:00,5.416,5.448,32.24,30,13172,2023-12-18 7:55:00,2023-12-19 13:15:00,160,12.88,21.84,56800000
200196887,24003,12.48,1,,14614,2024-01-17 9:05:00,2024-01-19 8:40:00,82.4,15.52,74.4,185600000,17825,33.2,28.32,1275.8,4.16,2024-01-15 0:30:00,2024-01-16 9:00:00,5.52,5.52,25.28,26,14618,2024-01-16 9:00:00,2024-01-17 9:05:00,168,13.68,19.36,88800000
200196890,24004,13.69,1,,14615,2024-01-16 11:30:00,2024-01-18 9:15:00,84,18.32,70.16,168800000,14246,28.72,19.52,1385.6,4.24,2024-01-14 0:30:00,2024-01-15 7:30:00,5.44,5.52,31.2,27.36,13172,2024-01-15 7:30:00,2024-01-16 11:30:00,168,14.48,24.48,79120000
200196891,24005,13.55,1,,14616,2024-01-20 8:15:00,2024-01-22 8:00:00,82.4,16.64,84,200000000,17825,29.52,22.88,1419.68,4.88,2024-01-18 0:30:00,2024-01-19 7:15:00,5.36,5.44,28.96,26.48,14618,2024-01-19 7:15:00,2024-01-20 8:15:00,82.64,15.28,30.48,79760000
200196893,24007,13.68,1,,14617,2024-01-20 8:25:00,2024-01-22 8:00:00,80,16.08,85.6,164800000,12912,28.8,23.36,1640.4,6.16,2024-01-18 0:30:00,2024-01-19 7:30:00,5.36,5.36,33.84,34.4,13171,2024-01-19 7:30:00,2024-01-20 8:25:00,167.12,14.4,32.88,79440000
200196894,24008,13.75,1,,14615,2024-01-20 8:25:00,2024-01-22 8:00:00,82.4,17.12,84,172800000,14246,29.44,20.8,1575.44,5.44,2024-01-18 0:30:00,2024-01-19 7:30:00,5.36,5.36,33.84,34.4,13171,2024-01-19 7:30:00,2024-01-20 8:25:00,167.12,14.4,32.88,79440000
200196898,24010,13.66,1,,13169,2024-01-27 7:10:00,2024-01-29 8:30:00,80,19.52,84,148800000,17825,33.44,27.52,1297.04,8,2024-01-25 0:30:00,2024-01-26 7:00:00,5.448,5.504,35.04,24.16,13171,2024-01-26 7:00:00,2024-01-27 7:10:00,160,15.52,30.64,95200000
200196905,24009,13.77,1,,14614,2024-01-23 6:45:00,2024-01-25 8:30:00,80,15.12,74.16,170400000,14246,26.96,20,1479.52,7.52,2024-01-21 0:30:00,2024-01-22 7:30:00,5.48,5.552,25.68,27.04,13172,2024-01-22 7:30:00,2024-01-23 6:45:00,160,14.4,23.68,91200000
200196906,24011,13.82,1,,13189,2024-01-22 8:00:00,2024-01-24 8:20:00,80,18.32,72.48,160800000,12912,26.56,,1571.28,6.64,,,,,,,,,,,,,
200196888,24012,13.69,1,,13170,2024-01-23 6:45:00,2024-01-25 8:15:00,80,17.52,87.2,180800000,12912,31.76,25.12,1807.52,7.6,2024-01-21 0:30:00,2024-01-22 7:30:00,5.48,5.552,25.68,27.04,13172,2024-01-22 7:30:00,2024-01-23 6:45:00,160,14.4,23.68,91200000
200196899,24014,13.55,1,,14615,2024-02-10 7:20:00,2024-02-12 10:15:00,83.6,14.56,70,153600000,12912,26.56,17.76,1590.72,5.04,2024-02-08 0:30:00,2024-02-09 7:35:00,5.456,5.488,34.48,34.88,13171,2024-02-09 7:35:00,2024-02-10 7:25:00,160,12.16,17.68,37040000
200196907,24015,13.54,3,,14616,2024-02-07 10:30:00,2024-02-09 9:10:00,80,20.8,73.76,164000000,12912,32.4,20.8,1621.36,4.48,,,,,,,,,,,,,
200196895,24016,13.72,2,,14616,2024-01-22 11:20:00,2024-01-24 9:00:00,80,21.44,89.6,157600000,17825,34,,1671.84,8.16,,,,,,,,,,,,,
200196896,24017,13.86,2,,14617,2024-01-22 11:00:00,2024-01-24 8:15:00,80,19.84,83.2,160000000,14246,28.56,24.32,1806.96,8,,,,,,,,,,,,,
200196889,24020,13.63,1,,13170,2024-01-27 7:10:00,2024-01-29 8:15:00,80,18,84.8,139200000,12912,29.52,20.16,2004,7.92,2024-01-25 0:30:00,2024-01-26 7:00:00,5.448,5.504,35.04,24.16,13171,2024-01-26 7:00:00,2024-01-27 7:10:00,160,15.52,30.64,95200000
200196902,24019,13.74,1,,14617,2024-02-03 7:00:00,2024-02-05 8:15:00,80,16.64,75.04,182400000,17825,30.08,18.72,1574.72,5.68,2024-02-01 0:30:00,2024-02-02 7:20:00,5.36,5.52,37.04,35.2,13171,2024-02-02 7:20:00,2024-02-03 7:00:00,80,14.32,26.48,127000000
200196908,24021,13.54,1,,13169,2024-02-03 7:00:00,2024-02-05 9:15:00,80,15.6,71.6,164000000,12912,27.84,15.92,1493.76,6.56,2024-02-01 0:30:00,2024-02-02 7:10:00,5.28,5.44,37.68,26.72,14618,2024-02-02 7:10:00,2024-02-03 8:30:00,80,15.52,26.48,101600000
200196903,24022,13.8,2,24010,13169,2024-01-29 12:30:00,2024-01-31 8:30:00,80,18.8,84,156000000,17825,30.72,23.68,1816.16,9.2,,,,,,,,,,,,,
200196904,24023,13.77,2,24020,13170,2024-01-29 11:15:00,2024-01-31 8:00:00,80,18.32,84,159200000,12912,27.84,24.88,1816.2,8.96,,,,,,,,,,,,,
200196897,24025,13.75,2,24021,13169,2024-02-05 12:25:00,2024-02-07 10:00:00,80,20.24,80.8,150400000,12912,30.32,20.08,1750.48,7.04,,,,,,,,,,,,,
200199658,24027,13.6,1,,13170,2024-02-10 7:20:00,2024-02-12 10:55:00,83.6,18.72,72.88,156800000,14246,31.2,16.24,1663.2,5.12,2024-02-08 0:30:00,2024-02-09 7:35:00,5.456,5.488,34.48,34.88,13171,2024-02-09 7:35:00,2024-02-10 7:25:00,160,12.16,17.68,37040000
200199659,24028,13.31,2,24027,13170,2024-02-12 14:45:00,2024-02-14 11:45:00,80,19.68,80.8,164000000,14246,29.68,26.72,1935.28,8.08,,,,,,,,,,,,,
200200223,24031,13.7,1,,13169,2024-02-17 8:00:00,2024-02-19 7:45:00,80,14.8,87.2,195200000,14246,29.84,26.08,1812.48,6.88,2024-02-15 0:30:00,2024-02-16 7:30:00,5.488,5.768,32.96,24.48,13171,2024-02-16 7:30:00,2024-02-17 8:00:00,82.4,15.04,28.96,66640000
200200226,24035,13.7,1,,14614,2024-03-02 7:30:00,2024-03-04 9:00:00,80,16.72,61.44,146400000,12912,28.24,13.68,970.8,3.04,2024-02-29 0:30:00,2024-03-01 7:00:00,5.44,5.448,26.88,31.12,13171,2024-03-01 7:00:00,2024-03-02 7:30:00,168.4,14.08,20.88,88000000
200200227,24036,13.74,1,,14617,2024-03-02 7:30:00,2024-03-04 9:00:00,80,14.4,61.2,148800000,14246,24.88,13.52,1194.48,4.08,2024-02-29 0:30:00,2024-03-01 7:00:00,5.44,5.448,26.88,31.12,13171,2024-03-01 7:00:00,2024-03-02 7:30:00,168.4,14.08,20.88,88000000
200200228,24037,13.76,2,24031,13169,2024-02-19 11:20:00,2024-02-21 7:00:00,80,17.92,90.4,183200000,14246,28.16,24,1584.16,6.88,,,,,,,,,,,,,
10005271,24038,13.89,3,24037,13169,2024-02-21 10:55:00,2024-02-23 7:15:00,80,19.6,85.6,212000000,14246,29.6,28.96,1324.56,6.24,,,,,,,,,,,,,
200200231,24040,13.59,2,24036,14617,2024-03-04 13:00:00,2024-03-06 12:00:00,80,44.4,74.24,95200000,14246,27.84,19.36,1218.32,5.28,,,,,,,,,,,,,
200200372,24041,13.81,1,,13169,2024-03-09 8:10:00,2024-03-11 9:20:00,80,18.64,77.6,144800000,12912,30.96,20.72,1101.04,4.72,2024-03-07 0:30:00,2024-03-08 7:20:00,5.456,5.496,27.6,26.96,13171,2024-03-08 7:20:00,2024-03-09 8:10:00,163.2,13.28,24.64,134400000
200200373,24042,13.78,1,,14615,2024-03-09 8:10:00,2024-03-11 9:10:00,80,19.04,68.4,157600000,14246,30.08,14.48,1151.44,4.32,2024-03-07 0:30:00,2024-03-08 7:20:00,5.456,5.496,27.6,26.96,13171,2024-03-08 7:20:00,2024-03-09 8:10:00,163.2,13.28,24.64,134400000
200200374,24045,13.71,1,,14616,2024-03-12 7:25:00,2024-03-14 9:15:00,80,17.52,72.48,139200000,12912,27.84,17.76,1573.52,5.76,2024-03-10 0:30:00,2024-03-11 7:15:00,5.512,5.552,26.08,28.24,13172,2024-03-11 7:15:00,2024-03-12 7:25:00,165.6,13.84,23.2,109600000
200200387,24046,13.71,2,24041,13169,2024-03-11 13:10:00,2024-03-13 10:50:00,80,19.92,88,156800000,12912,32.72,28.32,1783.84,7.84,,,,,,,,,,,,,
200200233,24044,13.75,1,,13170,2024-03-16 9:20:00,2024-03-18 8:01:00,83.6,19.28,77.52,160800000,14246,30.72,20.68,1528.72,5.44,2024-03-14 0:30:00,2024-03-15 7:15:00,5.408,5.424,27.92,24.4,13171,2024-03-15 7:20:00,2024-03-16 9:00:00,167.2,14.8,25.28,104800000
200200380,24049,13.57,1,,14617,2024-03-16 9:22:00,2024-03-18 8:23:00,83.6,18.88,72.64,164800000,12912,30.56,17,1342.8,4.88,2024-03-14 0:30:00,2024-03-15 7:15:00,5.408,5.424,27.92,24.4,13171,2024-03-15 7:20:00,2024-03-16 9:00:00,167.2,14.8,25.28,104800000
200200381,24050,13.63,1,,14614,2024-03-23 8:57:00,2024-03-25 8:28:00,84.16,17.76,67.6,152000000,6379,29.44,26.64,1422.8,3.68,2024-03-21 0:30:00,2024-03-22 7:00:00,5.376,5.488,35.12,27.84,14618,2024-03-22 7:24:00,2024-03-23 8:28:00,168.32,14.72,25.92,102400000
200200378,24047,13.72,2,24044,13170,2024-03-18 13:00:00,2024-03-20 7:00:00,80,18.24,86.4,223200000,14246,28.16,26.76,1794.32,6.64,,,,,,,,,,,,,
200200385,24051,13.83,1,,13169,2024-03-23 8:57:00,2024-03-25 8:33:00,84.16,17.76,80.8,160800000,12912,33.44,19.32,1486.56,5.52,2024-03-21 0:30:00,2024-03-22 7:00:00,5.376,5.488,35.12,27.84,14618,2024-03-22 7:24:00,2024-03-23 8:28:00,168.32,14.72,25.92,102400000
200200386,24053,13.75,2,24051,13169,2024-03-25 12:27:00,2024-03-27 8:27:00,87.2,16.72,79.36,148000000,12912,26.56,19.16,1784.08,7.2,,,,,,,,,,,,,
200200388,24052,13.78,2,24050,14614,2024-03-25 13:28:00,2024-03-27 8:51:00,86.4,17.28,69.04,148000000,14246,23.68,18.2,1857.28,6,,,,,,,,,,,,,
200200376,24054,13.46,1,,14616,2024-04-16 8:12:00,2024-04-18 7:28:00,81.6,15.44,85.6,184800000,14246,27.84,23.96,,,2024-04-14 0:30:00,2024-04-15 7:17:00,5.376,5.376,25.68,29.52,14618,2024-04-15 7:17:00,2024-04-16 7:48:00,168,13.28,24.16,121600000
200200377,24055,13.69,1,,14614,2024-04-13 8:18:00,2024-04-15 8:30:00,,14.32,73.68,175200000,12912,30.96,23.16,,,2024-04-11 0:30:00,2024-04-12 7:14:00,5.368,5.416,26.16,25.52,13172,2024-04-12 7:14:00,2024-04-13 8:05:00,168.048,13.52,25.6,159200000
200200382,24056,13.85,1,,14615,2024-04-13 8:18:00,2024-04-15 8:15:00,,14.56,82.4,168000000,14246,29.52,28.88,,,2024-04-11 0:30:00,2024-04-12 7:14:00,5.368,5.416,26.16,25.52,13172,2024-04-12 7:14:00,2024-04-13 8:05:00,168.048,13.52,25.6,159200000
200202545,24057,13.53,1,,13170,2024-04-16 8:12:00,2024-04-18 7:41:00,82.4,17.76,78.96,180800000,12912,31.04,25.32,,,2024-04-14 0:30:00,2024-04-15 7:17:00,5.376,5.376,25.68,29.52,14618,2024-04-15 7:17:00,2024-04-16 7:48:00,168,13.28,24.16,121600000
200200371,24059,13.67,2,24056,14615,2024-04-15 12:27:00,2024-04-17 8:22:00,87.2,18.08,78.4,166400000,14246,26.88,23.64,,,,,,,,,,,,,,,
200200384,24058,13.57,2,24055,14614,2024-04-15 12:28:00,2024-04-17 8:14:00,87.2,18,82.4,144800000,12912,26.08,20.36,,,,,,,,,,,,,,,
200200375,24062,13.4,3,24058,14614,2024-04-17 12:05:00,2024-04-19 8:05:00,87.2,18.88,80,164800000,12912,27.52,24.64,,,,,,,,,,,,,,,
200202547,24060,13.48,1,,13169,2024-04-20 9:19:00,2024-04-22 9:12:00,82.4,25.92,76.32,161600000,14246,32.56,17.92,,,2024-04-18 0:30:00,2024-04-19 7:46:00,5.344,5.384,26,25.44,13171,2024-04-19 7:46:00,2024-04-20 8:35:00,168,14.88,26.56,125600000
200202548,24061,13.49,1,,14617,2024-04-20 9:24:00,2024-04-22 9:12:00,81.6,28.56,68.96,148800000,12912,27.76,14.72,,,2024-04-18 0:30:00,2024-04-19 7:46:00,5.344,5.384,26,25.44,13171,2024-04-19 7:46:00,2024-04-20 8:35:00,168,14.88,26.56,125600000
200200383,24063,13.67,1,,13170,2024-04-23 10:35:00,2024-04-25 11:14:00,,15.52,68.72,180800000,12912,25.92,18.28,,,2024-04-21 0:30:00,2024-04-22 7:19:00,5.36,5.376,25.84,27.84,13172,2024-04-22 7:19:00,2024-04-23 10:05:00,164.88,14.16,20.8,72640000
200202551,24064,13.36,1,,14616,2024-04-23 10:30:00,2024-04-25 11:10:00,,18.56,63.76,174400000,14246,29.36,12.48,,,2024-04-21 0:30:00,2024-04-22 7:19:00,5.36,5.376,25.84,27.84,13172,2024-04-22 7:19:00,2024-04-23 10:05:00,164.88,14.16,20.8,72640000
200202549,24065,13.54,2,24060,13169,2024-04-22 13:09:00,2024-04-24 9:25:00,80,18.48,77.6,209600000,14246,29.28,25.16,,,,,,,,,,,,,,,
200202550,24066,13.56,2,24061,14617,2024-04-22 13:12:00,2024-04-24 9:22:00,80,19.6,77.44,118400000,12912,27.44,21.44,,,,,,,,,,,,,,,
200200221,24068,13.46,3,24065,13169,2024-04-24 13:34:00,2024-04-26 7:11:00,80,21.2,80,173600000,14246,30,22.24,,,,,,,,,,,,,,,
200202552,24069,13.48,3,24066,14617,2024-04-24 13:34:00,2024-04-26 11:13:00,80,19.92,64.4,160000000,12912,31.76,25.36,,,,,,,,,,,,,,,
200202553,24067,13.61,1,,14615,2024-04-27 10:01:00,2024-04-29 8:57:00,82.96,16.96,76.88,177600000,17825,32.16,18.2,,,2024-04-25 0:30:00,2024-04-26 7:17:00,5.52,5.56,22.4,22.48,13171,2024-04-26 7:17:00,2024-04-27 10:22:00,168.16,16.96,26.4,120000000
200202554,24070,13.59,1,,13170,2024-04-27 10:01:00,2024-04-29 9:05:00,82.96,16.4,81.6,168000000,14246,30,22.52,,,2024-04-25 0:30:00,2024-04-26 7:17:00,5.52,5.56,22.4,22.48,13171,2024-04-26 7:17:00,2024-04-27 10:22:00,168.16,16.96,26.4,120000000
200202555,24071,13.57,1,,13170,2024-04-27 10:01:00,2024-04-29 9:05:00,82.96,16.4,81.6,168000000,14246,30,22.52,,,2024-04-28 0:30:00,2024-04-29 7:45:00,5.488,6.28,24.88,27.36,14618,2024-04-29 7:45:00,2024-04-30 9:30:00,80.4,17.84,27.36,84000000
200202557,24072,13.72,1,,14617,2024-04-30 9:59:00,2024-05-02 7:36:00,80.4,16.16,84.8,195200000,12912,30.48,22.36,,,2024-05-12 0:30:00,2024-05-13 8:16:00,5.424,5.424,25.36,30.96,13172,2024-05-13 8:16:00,2024-05-14 8:33:00,84,13.04,24.32,144800000
200202558,24073,13.72,1,,13170,2024-05-14 8:47:00,2024-05-16 7:19:00,83.2,18.48,78.4,191200000,14246,31.92,19.28,,,2024-05-12 0:30:00,2024-05-13 7:54:00,5.384,5.44,26.96,25.12,13171,2024-05-13 7:54:00,2024-05-14 8:31:00,167.6,13.84,24.32,142400000
200200230,24074,13.38,1,,14615,2024-05-14 8:48:00,2024-05-16 8:08:00,83.6,18.72,71.36,197600000,17825,34.4,22.28,,,2024-05-16 0:30:00,2024-05-17 7:15:00,5.384,5.408,24.32,27.72,14618,2024-05-17 7:15:00,2024-05-18 8:08:00,168.032,14.08,23.68,129600000
200203877,24075,13.64,1,,14614,2024-05-18 8:34:00,2024-05-20 8:21:00,82.4,15.76,76.16,163200000,14246,26.56,19.44,,,2024-05-12 0:30:00,2024-05-13 7:54:00,5.424,5.424,25.12,26.96,13171,2024-05-13 7:54:00,2024-05-14 8:31:00,167.6,13.84,24.32,142400000
200205527,24077,13.72,1,,14617,2024-05-18 8:35:00,2024-05-20 8:20:00,82,16.24,81.6,204800000,12912,29.6,24.56,,,2024-05-19 0:30:00,2024-05-20 7:14:00,5.384,5.4,27.76,28.6,13172,2024-05-20 7:14:00,2024-05-21 7:01:00,166.88,16.24,26.48,122400000
200205681,24078,13.49,1,,13169,2024-05-21 7:42:00,2024-05-23 7:55:00,82,18,85.6,172800000,17825,33.92,26.2,,,2024-05-19 0:30:00,2024-05-20 7:14:00,5.384,5.4,27.76,28.6,13172,2024-05-20 7:14:00,2024-05-21 7:01:00,166.88,16.24,26.48,122400000
200205528,24080,13.59,2,24074,14614,2024-05-20 12:16:00,2024-05-22 9:19:00,,18.72,88.8,124000000,14246,28.72,24.16,,,,,,,,,,,,,,,
200205682,24079,13.6,1,,14615,2024-05-21 7:44:00,2024-05-23 7:55:00,81.2,17.68,75.12,173600000,14246,29.36,20.88,,,,,,,,,,,,,,,
200205533,24081,13.72,2,24076,14617,2024-05-20 12:04:00,2024-05-22 9:16:00,,19.44,80,90400000,17825,29.44,21.24,,,2024-05-26 0:30:00,2024-05-27 8:05:00,5.44,5.496,29.68,28.96,13172,2024-05-27 8:05:00,2024-05-28 7:54:00,161.2,16.24,25.52,122400000
200205529,24082,13.78,1,,13170,2024-05-28 7:54:00,2024-05-30 7:06:00,80.4,18.88,79.84,166400000,14246,29.84,18.2,,,,,,,,,,,,,,,
200205530,24083,13.75,3,24080,14617,2024-05-22 13:10:00,2024-05-24 10:02:00,,18.48,85.6,169600000,14246,27.2,23.52,,,2024-05-23 0:30:00,2024-05-24 7:26:00,5.384,5.4,25.84,29.96,13171,2024-05-24 7:26:00,2024-05-25 8:55:00,166.24,14.08,26.32,124800000
