IPC_I_LOTE,IPC_I_FECHA,IPC_I_TURBIDEZ,IPC_I_VIABILIDAD,IPC_I_FECHA_APROX,IPC_I_TH_07781_TI1501.PV,IPC_I_TH_07781_MI1501.PV
23087,2023-09-25 13:00:00,15,5458666,2023-09-25 13:00:00,20.09194183,48.17885397
23087,2023-09-25 17:00:00,15.6,9520000,2023-09-25 17:00:00,20.33065605,50.57870102
23087,2023-09-25 21:00:00,16.5,22773333,2023-09-25 21:00:00,20.0214119,51.07957799
23087,2023-09-26 07:00:00,22.2,76560000,2023-09-26 07:00:00,20.40842056,52.62774622
23087,2023-09-26 08:00:00,24.7,70880000,2023-09-26 08:00:00,20.42650414,47.09563065
23087,2023-09-26 08:30:00,26.5,76320000,2023-09-26 08:30:00,20.2890625,48.43026543
23087,2023-09-26 09:10:00,27.4,82480000,2023-09-26 09:15:00,20.22034168,49.72963524
23088,2023-09-25 08:30:00,15,4456000,2023-09-25 08:30:00,20.01327419,50.69411207
23088,2023-09-25 13:00:00,15,5458666,2023-09-25 13:00:00,20.09194183,48.17885397
23088,2023-09-25 17:00:00,15.6,9520000,2023-09-25 17:00:00,20.33065605,50.57870102
23088,2023-09-25 21:00:00,16.5,22773333,2023-09-25 21:00:00,20.0214119,51.07957799
23088,2023-09-26 07:00:00,22.2,76560000,2023-09-26 07:00:00,20.40842056,52.62774622
23088,2023-09-26 08:00:00,24.7,70880000,2023-09-26 08:00:00,20.42650414,47.09563065
23088,2023-09-26 08:30:00,26.5,76320000,2023-09-26 08:30:00,20.2890625,48.43026543
23088,2023-09-26 09:10:00,27.4,82480000,2023-09-26 09:15:00,20.22034168,49.72963524
23089,2023-10-01 08:30:00,16.8,3557333,2023-10-01 08:30:00,20.34418698,48.35589639
23089,2023-10-02 07:15:00,25.7,63920000,2023-10-02 07:15:00,20.43012094,47.14862043
23089,2023-10-02 08:15:00,26.6,86693333,2023-10-02 08:15:00,20.29267836,50.20978069
23090,2023-10-01 08:30:00,16.8,3557333,2023-10-01 08:30:00,20.34418698,48.35589639
23090,2023-10-02 07:15:00,25.7,63920000,2023-10-02 07:15:00,20.43012094,47.14862043
23090,2023-10-02 08:15:00,26.6,86693333,2023-10-02 08:15:00,20.29267836,50.20978069
23091,2023-10-02 07:45:00,15.4,4736000,2023-10-02 07:45:00,20.29267836,49.0784759
23091,2023-10-02 12:45:00,16.2,6837333,2023-10-02 12:45:00,20.26193476,49.24100312
23091,2023-10-02 16:45:00,17.4,6749333,2023-10-02 16:45:00,20.3017211,51.6619248
23091,2023-10-02 20:45:00,17.9,19040000,2023-10-02 20:45:00,20.17605337,49.05189281
23091,2023-10-03 06:45:00,24.3,63013333,2023-10-03 06:45:00,20.47171593,50.0334549
23091,2023-10-03 08:00:00,25.6,95733333,2023-10-03 08:00:00,20.3614006,50.64291375
23092,2023-10-02 07:45:00,15.4,4736000,2023-10-02 07:45:00,20.29267836,49.0784759
23092,2023-10-02 12:45:00,16.2,6837333,2023-10-02 12:45:00,20.26193476,49.24100312
23092,2023-10-02 16:45:00,17.4,6749333,2023-10-02 16:45:00,20.3017211,51.6619248
23092,2023-10-02 20:45:00,17.9,19040000,2023-10-02 20:45:00,20.17605337,49.05189281
23092,2023-10-03 06:45:00,24.3,63013333,2023-10-03 06:45:00,20.47171593,50.0334549
23092,2023-10-03 08:00:00,25.6,95733333,2023-10-03 08:00:00,20.3614006,50.64291375
23094,2023-10-09 07:00:00,21.5,46906666,2023-10-09 07:00:00,20.16427994,47.74305344
23094,2023-10-09 08:00:00,21.8,53200000,2023-10-09 08:00:00,20.29629517,49.08853912
23094,2023-10-09 10:00:00,21.9,55493333,2023-10-09 10:00:00,20.15885353,50.57870102
23094,2023-10-09 12:00:00,22.7,90933333,2023-10-09 12:00:00,20.26193619,52.60416412
23094,2023-10-09 12:25:00,23.4,88000000,2023-10-09 12:30:00,20.14167404,50.07486993
23095,2023-10-09 07:00:00,21.5,46906666,2023-10-09 07:00:00,20.16427994,47.74305344
23095,2023-10-09 08:00:00,21.8,53200000,2023-10-09 08:00:00,20.29629517,49.08853912
23095,2023-10-09 10:00:00,21.9,55493333,2023-10-09 10:00:00,20.15885353,50.57870102
23095,2023-10-09 12:00:00,22.7,90933333,2023-10-09 12:00:00,20.26193619,52.60416412
23095,2023-10-09 12:25:00,23.4,88000000,2023-10-09 12:30:00,20.14167404,50.07486993
23096,2023-10-16 08:00:00,16.6,5133333,2023-10-16 08:00:00,20.15885353,47.74305344
23096,2023-10-16 12:00:00,16.7,6165333,2023-10-16 12:00:00,19.94907379,46.08258967
23096,2023-10-16 16:00:00,17.2,8008000,2023-10-16 16:00:00,20.69777107,47.93773886
23096,2023-10-16 20:00:00,17.5,14320000,2023-10-16 20:00:00,20.08651543,47.34157944
23096,2023-10-17 07:00:00,26.6,47013333,2023-10-17 07:00:00,20.62905121,46.46648584
23096,2023-10-17 08:30:00,28.5,91200000,2023-10-17 08:30:00,20.15885353,49.39011958
23097,2023-10-16 08:00:00,17.3,5597333,2023-10-16 08:00:00,20.15885353,47.74305344
23097,2023-10-16 12:00:00,17.7,6464000,2023-10-16 12:00:00,19.94907379,46.08258967
23097,2023-10-16 16:00:00,18.6,8850666,2023-10-16 16:00:00,20.69777107,47.93773886
23097,2023-10-16 20:00:00,18.6,14213333,2023-10-16 20:00:00,20.08651543,47.34157944
23097,2023-10-17 07:00:00,25.8,43280000,2023-10-17 07:00:00,20.62905121,46.46648584
23097,2023-10-17 08:30:00,30.8,89600000,2023-10-17 08:30:00,20.15885353,49.39011958
23098,2023-10-16 08:00:00,16.6,5133333,2023-10-16 08:00:00,20.15885353,47.74305344
23098,2023-10-16 12:00:00,16.7,6165333,2023-10-16 12:00:00,19.94907379,46.08258967
23098,2023-10-16 16:00:00,17.2,8008000,2023-10-16 16:00:00,20.69777107,47.93773886
23098,2023-10-16 20:00:00,17.5,14320000,2023-10-16 20:00:00,20.08651543,47.34157944
23098,2023-10-17 07:00:00,26.6,47013333,2023-10-17 07:00:00,20.62905121,46.46648584
23098,2023-10-17 08:30:00,28.5,91200000,2023-10-17 08:30:00,20.15885353,49.39011958
23099,2023-10-22 08:30:00,16.8,2632000,2023-10-22 08:30:00,20.3614006,47.60923004
23099,2023-10-23 07:30:00,28.9,56426666,2023-10-23 07:30:00,20.15614033,49.7818711
23099,2023-10-23 08:40:00,28.6,70026666,2023-10-23 08:45:00,19.96580219,50.01084995
23099,2023-10-23 09:40:00,30,81653333,2023-10-23 09:45:00,19.97484446,50.21249199
23100,2023-10-22 08:30:00,16.8,2632000,2023-10-22 08:30:00,20.3614006,47.60923004
23100,2023-10-23 07:30:00,28.9,56426666,2023-10-23 07:30:00,20.15614033,49.7818711
23100,2023-10-23 08:40:00,28.6,70026666,2023-10-23 08:45:00,19.96580219,50.01084995
23100,2023-10-23 09:40:00,30,81653333,2023-10-23 09:45:00,19.97484446,50.21249199
23101,2023-10-23 07:30:00,15,3485333,2023-10-23 07:30:00,20.15614033,49.7818711
23101,2023-10-23 12:00:00,15,5610666,2023-10-23 12:00:00,20.49341774,45.18228912
23101,2023-10-23 16:00:00,15.3,7120000,2023-10-23 16:00:00,20.08651543,51.4172391
23101,2023-10-23 20:00:00,15.8,11653333,2023-10-23 20:00:00,20.1552372,50.72337723
23101,2023-10-24 06:30:00,23.3,82426666,2023-10-24 06:30:00,20.14890766,50.58593559
23102,2023-10-23 07:30:00,15,3485333,2023-10-23 07:30:00,20.15614033,49.7818711
23102,2023-10-23 12:00:00,15,5610666,2023-10-23 12:00:00,20.49341774,45.18228912
23102,2023-10-23 16:00:00,15.3,7120000,2023-10-23 16:00:00,20.08651543,51.4172391
23102,2023-10-23 20:00:00,15.8,11653333,2023-10-23 20:00:00,20.1552372,50.72337723
23102,2023-10-24 06:30:00,23.3,82426666,2023-10-24 06:30:00,20.14890766,50.58593559
23103,2023-10-30 09:45:00,15.1,5554666,2023-10-30 09:45:00,19.89708042,49.18730205
23103,2023-10-30 13:45:00,15.4,8426666,2023-10-30 13:45:00,20.15704536,49.97378156
23103,2023-10-30 17:45:00,15.7,11013333,2023-10-30 17:45:00,20.04537344,48.82691182
23103,2023-10-31 08:20:00,22.2,66640000,2023-10-31 08:15:00,20.22667122,48.28830147
23103,2023-10-31 09:20:00,23.1,72346666,2023-10-31 09:15:00,19.97348833,48.42664719
23103,2023-10-31 10:15:00,23.5,83120000,2023-10-31 10:15:00,20.26012707,48.07144182
23104,2023-10-30 10:00:00,16.2,5666666,2023-10-30 10:00:00,19.7700367,49.70729756
23104,2023-10-30 14:00:00,16.6,9040000,2023-10-30 14:00:00,20.0214119,50.37379965
23104,2023-10-30 18:00:00,17.8,12906666,2023-10-30 18:00:00,20.08651543,48.97280121
23104,2023-10-31 08:20:00,27.8,90133333,2023-10-31 08:15:00,20.22667122,48.28830147
23105,2023-10-30 09:45:00,15.1,5554666,2023-10-30 09:45:00,19.89708042,49.18730205
23105,2023-10-30 13:45:00,15.4,8426666,2023-10-30 13:45:00,20.15704536,49.97378156
23105,2023-10-30 17:45:00,15.7,11013333,2023-10-30 17:45:00,20.04537344,48.82691182
23105,2023-10-31 08:20:00,22.2,66640000,2023-10-31 08:15:00,20.22667122,48.28830147
23105,2023-10-31 09:20:00,23.1,72346666,2023-10-31 09:15:00,19.97348833,48.42664719
23105,2023-10-31 10:15:00,23.5,83120000,2023-10-31 10:15:00,20.26012707,48.07144182
23108,2023-11-05 09:30:00,16.6,2250666,2023-11-05 09:30:00,20.25650978,42.9969249
23108,2023-11-06 08:30:00,28.9,98933333,2023-11-06 08:30:00,20.18778896,42.32116944
23109,2023-11-05 09:30:00,16.6,2250666,2023-11-05 09:30:00,20.25650978,42.9969249
23109,2023-11-06 08:30:00,28.9,98933333,2023-11-06 08:30:00,20.18778896,42.32116944
23110,2023-11-06 12:40:00,16.2,6530666,2023-11-06 12:45:00,20.39395189,41.50028896
23110,2023-11-06 16:40:00,16.5,8853333,2023-11-06 16:45:00,20.29132223,44.30609894
23110,2023-11-06 20:40:00,16.6,12453333,2023-11-06 20:45:00,20.31528521,46.90755177
23110,2023-11-07 07:00:00,21,50533333,2023-11-07 07:00:00,20.2890625,45.45717621
23110,2023-11-07 11:00:00,25.8,84266666,2023-11-07 11:00:00,19.89301109,47.48263931
23111,2023-11-06 16:40:00,16.5,8853333,2023-11-06 16:45:00,20.29132223,44.30609894
23111,2023-11-06 20:40:00,16.6,12453333,2023-11-06 20:45:00,20.31528521,46.90755177
23111,2023-11-07 07:00:00,21,50533333,2023-11-07 07:00:00,20.2890625,45.45717621
23111,2023-11-07 11:00:00,25.8,84266666,2023-11-07 11:00:00,19.89301109,47.48263931
23112,2023-11-12 09:35:00,16.5,2957333,2023-11-12 09:30:00,19.54759789,48.7720623
23112,2023-11-13 08:30:00,27.6,97866666,2023-11-13 08:30:00,20.01779461,51.93865585
23113,2023-11-12 09:35:00,16.5,2957333,2023-11-12 09:30:00,19.54759789,48.7720623
23113,2023-11-13 08:30:00,27.6,97866666,2023-11-13 08:30:00,20.01779461,51.93865585
23114,2023-11-13 07:45:00,14.9,5802666,2023-11-13 07:45:00,20.08651543,51.93865585
23114,2023-11-13 11:45:00,15,8320000,2023-11-13 11:45:00,20.46267366,50.82465076
23114,2023-11-13 15:45:00,16.2,12266666,2023-11-13 15:45:00,20.389431,48.83807087
23114,2023-11-13 19:45:00,16.7,21893333,2023-11-13 19:45:00,20.25470209,50.92411518
23114,2023-11-14 06:30:00,26.2,104266666,2023-11-14 06:30:00,20.38400555,51.19357491
23117,2023-11-13 07:45:00,14.9,5802666,2023-11-13 07:45:00,20.08651543,51.93865585
23117,2023-11-13 11:45:00,15,8320000,2023-11-13 11:45:00,20.46267366,50.82465076
23117,2023-11-13 15:45:00,16.2,12266666,2023-11-13 15:45:00,20.389431,48.83807087
23117,2023-11-13 19:45:00,16.7,21893333,2023-11-13 19:45:00,20.25470209,50.92411518
23117,2023-11-14 06:30:00,26.2,104266666,2023-11-14 06:30:00,20.38400555,51.19357491
23118,2023-11-19 07:00:00,16.9,2224000,2023-11-19 07:00:00,20.08651543,47.88411331
23118,2023-11-20 06:50:00,26.6,104266666,2023-11-20 06:45:00,20.09374952,46.0268364
23119,2023-11-19 07:00:00,16.9,2224000,2023-11-19 07:00:00,20.08651543,47.88411331
23119,2023-11-20 06:50:00,26.6,104266666,2023-11-20 06:45:00,20.09374952,46.0268364
23120,2023-11-20 08:00:00,16.2,5685333,2023-11-20 08:00:00,20.0214119,45.99247742
23120,2023-11-20 12:00:00,16.3,9786666,2023-11-20 12:00:00,20.2890625,47.61284637
23120,2023-11-20 16:00:00,17,20373333,2023-11-20 16:00:00,20.0214119,49.37789154
23120,2023-11-20 20:00:00,18.2,20800000,2023-11-20 20:00:00,20.22395706,49.50810242
23120,2023-11-21 07:00:00,26.8,105066666,2023-11-21 07:00:00,20.04853821,51.80844879
23121,2023-11-20 08:00:00,11.2,6141333,2023-11-20 08:00:00,20.0214119,45.99247742
23121,2023-11-20 12:00:00,11.8,15253333,2023-11-20 12:00:00,20.2890625,47.61284637
23121,2023-11-20 16:00:00,12.9,12080000,2023-11-20 16:00:00,20.0214119,49.37789154
23121,2023-11-20 20:00:00,14,34560000,2023-11-20 20:00:00,20.22395706,49.50810242
23121,2023-11-21 07:00:00,24.4,143200000,2023-11-21 07:00:00,20.04853821,51.80844879
23124,2023-11-26 07:40:00,15.9,2824208,2023-11-26 07:45:00,20.62769413,37.10485363
23124,2023-11-27 06:40:00,25.5,88533333,2023-11-27 06:45:00,19.77215518,41.4489006
23125,2023-11-26 07:40:00,15.9,2824208,2023-11-26 07:45:00,20.62769413,37.10485363
23125,2023-11-27 06:40:00,25.5,88533333,2023-11-27 06:45:00,19.77215518,41.4489006
23126,2023-11-27 07:30:00,14,8090666,2023-11-27 07:30:00,19.81524849,41.47496986
23126,2023-11-27 11:30:00,14.1,15653333,2023-11-27 11:30:00,19.88216019,42.88917732
23126,2023-11-27 15:30:00,15.2,20133333,2023-11-27 15:30:00,20.42288685,43.74598778
23126,2023-11-27 19:30:00,16.4,36213333,2023-11-27 19:30:00,20.32342339,45.6524868
23126,2023-11-28 06:30:00,28.5,134133333,2023-11-28 06:30:00,20.08651543,41.3339119
23127,2023-11-27 07:30:00,14,8090666,2023-11-27 07:30:00,19.81524849,41.47496986
23127,2023-11-27 11:30:00,14.1,15653333,2023-11-27 11:30:00,19.88216019,42.88917732
23127,2023-11-27 15:30:00,15.2,20133333,2023-11-27 15:30:00,20.42288685,43.74598778
23127,2023-11-27 19:30:00,16.4,36213333,2023-11-27 19:30:00,20.32342339,45.6524868
23127,2023-11-28 06:30:00,28.5,134133333,2023-11-28 06:30:00,20.08651543,41.3339119
23131,2023-12-03 07:00:00,15.4,2312000,2023-12-03 07:00:00,20.76649284,37.74233246
23131,2023-12-04 06:45:00,22.3,144800000,2023-12-04 06:45:00,19.90160179,37.81557465
23132,2023-12-03 07:00:00,15.6,2821333,2023-12-03 07:00:00,20.76649284,37.74233246
23132,2023-12-04 06:45:00,25,101333333,2023-12-04 06:45:00,19.90160179,37.81557465
23133,2023-12-03 07:00:00,15.6,2821333,2023-12-03 07:00:00,20.76649284,37.74233246
23133,2023-12-04 06:45:00,25,101333333,2023-12-04 06:45:00,19.90160179,37.81557465
23136,2023-12-17 07:45:00,15.7,2394666,2023-12-17 07:45:00,20.43696041,35.62283039
23136,2023-12-18 07:00:00,26.6,122400000,2023-12-18 07:00:00,20.2890625,32.20847702
23136,2023-12-18 13:00:00,32.6,166933333,2023-12-18 13:00:00,19.60908508,32.21932983
23137,2023-12-17 07:45:00,15.7,2394666,2023-12-17 07:45:00,20.43696041,35.62283039
23137,2023-12-18 07:00:00,26.6,122400000,2023-12-18 07:00:00,20.2890625,32.20847702
23137,2023-12-18 13:00:00,32.6,166933333,2023-12-18 13:00:00,19.60908508,32.21932983
23138,2023-12-18 07:40:00,12.9,4530666,2023-12-18 07:45:00,20.48980045,31.90194559
23138,2023-12-18 11:40:00,12.7,7762666,2023-12-18 11:45:00,20.62272024,30.6871825
23138,2023-12-18 15:40:00,13.2,9680000,2023-12-18 15:45:00,19.74652672,31.75094032
23138,2023-12-18 19:40:00,13.7,10320000,2023-12-18 19:45:00,19.76070013,33.16695499
23138,2023-12-19 07:00:00,18.1,25146666,2023-12-19 07:00:00,19.49696159,32.08911896
23138,2023-12-19 08:00:00,18.5,34213333,2023-12-19 08:00:00,19.82971573,31.40914345
23138,2023-12-19 09:30:00,19.4,41920000,2023-12-19 09:30:00,19.87763977,31.75856863
23138,2023-12-19 11:00:00,20.2,42880000,2023-12-19 11:00:00,20.70681381,30.58810806
23138,2023-12-19 12:40:00,21.8,56773333,2023-12-19 12:45:00,19.81343985,31.27170134
23139,2023-12-18 07:40:00,12.9,4530666,2023-12-18 07:45:00,20.48980045,31.90194559
23139,2023-12-18 11:40:00,12.7,7762666,2023-12-18 11:45:00,20.62272024,30.6871825
23139,2023-12-18 15:40:00,13.2,9680000,2023-12-18 15:45:00,19.74652672,31.75094032
23139,2023-12-18 19:40:00,13.7,10320000,2023-12-18 19:45:00,19.76070013,33.16695499
23139,2023-12-19 07:00:00,18.1,25146666,2023-12-19 07:00:00,19.49696159,32.08911896
23139,2023-12-19 08:00:00,18.5,34213333,2023-12-19 08:00:00,19.82971573,31.40914345
23139,2023-12-19 09:30:00,19.4,41920000,2023-12-19 09:30:00,19.87763977,31.75856863
23139,2023-12-19 11:00:00,20.2,42880000,2023-12-19 11:00:00,20.70681381,30.58810806
23139,2023-12-19 12:40:00,21.8,56773333,2023-12-19 12:45:00,19.81343985,31.27170134
24003,2024-01-16 09:00:00,13.7,2178666,2024-01-16 09:00:00,20.01300804,40.23387554
24003,2024-01-16 13:00:00,14.1,4938666,2024-01-16 13:00:00,20.49160767,43.52541803
24003,2024-01-16 17:00:00,14.3,7456000,2024-01-16 17:00:00,19.94907379,47.61284637
24003,2024-01-16 20:30:00,14.3,10853333,2024-01-16 20:30:00,19.60908508,48.91312027
24003,2024-01-17 07:00:00,17.8,60880000,2024-01-17 07:00:00,20.15162086,50.99826431
24003,2024-01-17 09:00:00,19.4,89066666,2024-01-17 09:00:00,20.01779556,50.99826431
24005,2024-01-19 08:00:00,15.3,6616000,2024-01-19 08:00:00,19.81163216,43.84765625
24005,2024-01-19 12:00:00,15.8,12000000,2024-01-19 12:00:00,20.76468468,40.68140709
24005,2024-01-19 15:30:00,15.8,14586666,2024-01-19 15:30:00,20.18417168,43.36660767
24005,2024-01-19 19:00:00,17,24720000,2024-01-19 19:00:00,19.60908508,45.32696533
24005,2024-01-20 07:15:00,30.5,78293333,2024-01-20 07:15:00,19.61722422,39.94733734
24004,2024-01-15 07:35:00,14.5,3560000,2024-01-15 07:30:00,20.48166275,36.79349878
24004,2024-01-15 11:35:00,14.8,6165333,2024-01-15 11:30:00,19.6389246,39.93055534
24004,2024-01-15 15:35:00,15.2,9333333,2024-01-15 15:30:00,19.80801487,41.5923745
24004,2024-01-15 19:35:00,16.4,13040000,2024-01-15 19:30:00,19.9454565,45.86588478
24004,2024-01-16 06:40:00,21.6,54080000,2024-01-16 06:45:00,19.98656591,41.03009224
24004,2024-01-16 09:10:00,22.8,68586666,2024-01-16 09:15:00,20.22010931,39.98353024
24004,2024-01-16 11:00:00,24.5,79120000,2024-01-16 11:00:00,20.83159637,39.60317615
24007,2024-01-19 08:00:00,14.4,3488000,2024-01-19 08:00:00,19.81163216,43.84765625
24007,2024-01-19 12:00:00,14.7,10293333,2024-01-19 12:00:00,20.76468468,40.68140709
24007,2024-01-19 15:30:00,15,13866666,2024-01-19 15:30:00,20.18417168,43.36660767
24007,2024-01-19 19:00:00,15.8,21093333,2024-01-19 19:00:00,19.60908508,45.32696533
24007,2024-01-20 07:15:00,32.9,79466666,2024-01-20 07:15:00,19.61722422,39.94733734
24008,2024-01-19 08:00:00,14.4,3488000,2024-01-19 08:00:00,19.81163216,43.84765625
24008,2024-01-19 12:00:00,14.7,10293333,2024-01-19 12:00:00,20.76468468,40.68140709
24008,2024-01-19 15:30:00,15,13866666,2024-01-19 15:30:00,20.18417168,43.36660767
24008,2024-01-19 19:00:00,15.8,21093333,2024-01-19 19:00:00,19.60908508,45.32696533
24008,2024-01-20 07:15:00,32.9,79466666,2024-01-20 07:15:00,19.61722422,39.94733734
24009,2024-02-22 07:45:00,14.4,6104000,2024-02-22 07:45:00,19.84960937,44.17950726
24009,2024-01-22 10:48:00,14.6,11066666,2024-01-22 10:45:00,20.57298851,34.56746181
24009,2024-01-22 15:45:00,15.2,15466666,2024-01-22 15:45:00,19.89572477,37.15277767
24009,2024-01-22 19:45:00,16.2,26213333,2024-01-22 19:45:00,19.79716444,39.40972137
24009,2024-01-23 06:20:00,23.7,91466666,2024-01-23 06:15:00,19.64299345,37.94898696
24012,2024-02-22 07:45:00,14.4,6104000,2024-02-22 07:45:00,19.84960937,44.17950726
24012,2024-01-22 10:48:00,14.6,11066666,2024-01-22 10:45:00,20.57298851,34.56746181
24012,2024-01-22 15:45:00,15.2,15466666,2024-01-22 15:45:00,19.89572477,37.15277767
24012,2024-01-22 19:45:00,16.2,26213333,2024-01-22 19:45:00,19.79716444,39.40972137
24012,2024-01-23 06:20:00,23.7,91466666,2024-01-23 06:15:00,19.64299345,37.94898696
24010,2024-01-26 07:30:00,15.5,3688000,2024-01-26 07:30:00,19.74652672,45.45717621
24010,2024-01-26 11:30:00,15.8,8133333,2024-01-26 11:30:00,19.94726467,45.25462914
24010,2024-01-26 15:30:00,16.5,11840000,2024-01-26 15:30:00,20.15161991,45.4571743
24010,2024-01-26 19:15:00,17.2,23093333,2024-01-26 19:15:00,20.42107964,45.3513813
24010,2024-01-27 06:20:00,30.6,95466666,2024-01-27 06:15:00,19.8509655,44.96346855
24020,2024-01-26 07:30:00,15.5,3688000,2024-01-26 07:30:00,19.74652672,45.45717621
24020,2024-01-26 11:30:00,15.8,8133333,2024-01-26 11:30:00,19.94726467,45.25462914
24020,2024-01-26 15:30:00,16.5,11840000,2024-01-26 15:30:00,20.15161991,45.4571743
24020,2024-01-26 19:15:00,17.2,23093333,2024-01-26 19:15:00,20.42107964,45.3513813
24020,2024-01-27 06:20:00,30.6,95466666,2024-01-27 06:15:00,19.8509655,44.96346855
24019,2024-02-02 08:00:00,14.3,6448000,2024-02-02 08:00:00,20.15162086,40.91137256
24019,2024-02-03 06:00:00,19.4,11040000,2024-02-03 06:00:00,20.35416603,40.45138931
24019,2024-02-03 07:00:00,26.5,101333333,2024-02-03 07:00:00,20.89308357,39.71147074
24021,2024-02-02 08:00:00,15.5,6040000,2024-02-02 08:00:00,20.15162086,40.91137256
24021,2024-02-03 06:00:00,26.5,101333333,2024-02-03 06:00:00,20.35416603,40.45138931
24014,2024-02-09 08:00:00,12.2,7970666,2024-02-09 08:00:00,20.13172722,42.35025787
24014,2024-02-10 07:00:00,17.7,37066666,2024-02-10 07:00:00,19.88035202,47.13623021
24027,2024-02-09 08:00:00,12.2,7970666,2024-02-09 08:00:00,20.13172722,42.35025787
24027,2024-02-10 07:00:00,17.7,37066666,2024-02-10 07:00:00,19.88035202,47.13623021
24031,2024-02-16 07:45:00,15,7456000,2024-02-16 07:45:00,19.74471951,47.55678463
24031,2024-02-17 06:45:00,26.2,57253333,2024-02-17 06:45:00,19.64706278,50.05786896
24031,2024-02-17 07:45:00,29,66640000,2024-02-17 07:45:00,19.60908508,50.09207068
24035,2024-03-01 07:20:00,14.1,9093333,2024-03-01 07:15:00,20.62589123,37.77529699
24035,2024-03-02 06:45:00,20.9,88266666,2024-03-02 06:45:00,19.71352291,39.86183262
24036,2024-03-01 07:20:00,14.1,9093333,2024-03-01 07:15:00,20.62589123,37.77529699
24036,2024-03-02 06:45:00,20.9,88266666,2024-03-02 06:45:00,19.71352291,39.86183262
24041,2024-03-08 07:30:00,13.3,6408000,2024-03-08 07:30:00,19.61451054,43.35394859
24041,2024-03-09 07:20:00,23.7,141333333,2024-03-09 07:15:00,19.61224985,41.74985409
24041,2024-03-09 07:55:00,24.6,134666666,2024-03-09 07:45:00,19.61857939,41.88729572
24042,2024-03-08 07:30:00,13.3,6408000,2024-03-08 07:30:00,19.61451054,43.35394859
24042,2024-03-09 07:20:00,23.7,141333333,2024-03-09 07:15:00,19.61224985,41.74985409
24042,2024-03-09 07:55:00,24.6,134666666,2024-03-09 07:45:00,19.61857939,41.88729572
24043,2024-03-11 07:35:00,13.8,6102284,2024-03-11 07:30:00,19.62445641,40.85585612
24043,2024-03-11 20:00:00,16.2,26160000,2024-03-11 20:00:00,20.15162086,44.87879792
24043,2024-03-12 07:00:00,23.2,109600000,2024-03-12 07:00:00,19.81163216,42.8964119
24045,2024-03-11 07:35:00,13.8,6102284,2024-03-11 07:30:00,19.62445641,40.85585612
24045,2024-03-11 20:00:00,16.2,26160000,2024-03-11 20:00:00,20.15162086,44.87879792
24045,2024-03-12 07:00:00,23.2,109600000,2024-03-12 07:00:00,19.81163216,42.8964119
24044,2024-03-15 07:25:00,14.8,6690666,2024-03-15 07:30:00,19.8812561,48.16442299
24044,2024-03-16 07:17:00,25.2,101066666,2024-03-16 07:15:00,19.84418344,51.68185616
24044,2024-03-16 08:15:00,25.3,104800000,2024-03-16 08:15:00,19.71216631,52.11859703
24049,2024-03-15 07:25:00,14.8,6690666,2024-03-15 07:30:00,19.8812561,48.16442299
24049,2024-03-16 07:17:00,25.2,101066666,2024-03-16 07:15:00,19.84418344,51.68185616
24049,2024-03-16 08:15:00,25.3,104800000,2024-03-16 08:15:00,19.71216631,52.11859703
24050,2024-03-22 07:15:00,14.7,5597333,2024-03-22 07:15:00,20.42650414,52.44502258
24050,2024-03-23 07:00:00,25.3,98666666,2024-03-23 07:00:00,20.35416603,51.40335464
24050,2024-03-23 08:00:00,25.9,102666666,2024-03-23 08:00:00,20.22034073,51.67824173
24051,2024-03-22 07:15:00,14.7,5597333,2024-03-22 07:15:00,20.42650414,52.44502258
24051,2024-03-23 07:00:00,25.3,98666666,2024-03-23 07:00:00,20.35416603,51.40335464
24051,2024-03-23 08:00:00,25.9,102666666,2024-03-23 08:00:00,20.22034073,51.67824173
24054,2024-04-15 07:30:00,13.3,6202666,2024-04-15 07:30:00,20.08651543,45.53313065
24054,2024-04-16 06:45:00,23.2,115200000,2024-04-16 06:45:00,20.42288685,47.95735645
24054,2024-04-16 07:30:00,24.2,121866666,2024-04-16 07:30:00,20.3559742,47.88773155
24055,2024-04-12 07:10:00,13.5,6538666,2024-04-12 07:15:00,20.07792616,43.91004658
24055,2024-04-13 06:45:00,23.8,138933333,2024-04-13 06:45:00,20.38852644,45.62264824
24055,2024-04-13 07:30:00,25.6,159200000,2024-04-13 07:30:00,20.35416603,45.65972137
24056,2024-04-12 07:10:00,13.5,6538666,2024-04-12 07:15:00,20.07792616,43.91004658
24056,2024-04-13 06:45:00,23.8,138933333,2024-04-13 06:45:00,20.38852644,45.62264824
24056,2024-04-13 07:30:00,25.6,159200000,2024-04-13 07:30:00,20.35416603,45.65972137
24057,2024-04-15 07:30:00,13.3,6202666,2024-04-15 07:30:00,20.08651543,45.53313065
24057,2024-04-16 06:45:00,23.2,115200000,2024-04-16 06:45:00,20.42288685,47.95735645
24057,2024-04-16 07:30:00,24.2,121866666,2024-04-16 07:30:00,20.3559742,47.88773155
24060,2024-04-19 07:30:00,14.9,7218666,2024-04-19 07:30:00,19.89029884,41.06626129
24060,2024-04-20 07:30:00,24.2,109600000,2024-04-20 07:30:00,19.96082878,45.79535484
24060,2024-04-20 08:00:00,26.6,125600000,2024-04-20 08:00:00,19.90205383,45.85503387
24061,2024-04-19 07:30:00,14.9,7218666,2024-04-19 07:30:00,19.89029884,41.06626129
