HC_LOTE,C_DATETIME,C_CTF0101.EN_PARCIAL,C_CTF0101.EN_TOTAL,C_D01780551.PV,C_D01906041.PV,C_D01916047.PV,C_D01916503.PV,C_D01919022.PV,C_ID_CENTRIFUGA,C_TH_06299_TI1402.PV,C_TH_06299_MI1402.PV,C_CENTRIFUGACION
23081,2023-09-15 15:00:00,0,0,25.93930812,256.5768597,2.870290866,1.625737468,6678.92771,17825,19.58147962,68.88943481,2
23081,2023-09-15 15:15:00,0,0,25.54327079,256.2251818,3.262247675,1.60062392,6679.113824,17825,,,2
23081,2023-09-15 15:30:00,0,0,25.65864334,253.9780152,3.153565599,1.683074013,6678.010381,17825,,,2
23082,2023-09-15 12:15:00,0,0,100,0,0.432037663,0.426976279,0,14246,,,1
23082,2023-09-15 12:30:00,0,0,100,0,0.432349491,0.426736069,0,14246,,,1
23082,2023-09-15 12:45:00,0,0,100,0,0.431328548,0.426369119,0,14246,,,1
23082,2023-09-15 13:00:00,0,0,100,0,0.431619597,0.426132401,0,14246,18.37519455,69.27565303,1
23082,2023-09-15 13:15:00,0,0,27.49317844,661.4876613,1.210832127,1.705617976,6682.68049,14246,,,1
23082,2023-09-15 13:30:00,0,0,26.26607887,538.2333546,3.223856191,1.580820623,6682.773682,14246,,,1
23082,2023-09-15 13:45:00,0,0,25.89675375,542.1044524,3.224394414,1.599525197,6683.799987,14246,,,1
23082,2023-09-15 14:00:00,0,0,25.25397098,539.2636941,3.178758174,1.610853288,6681.515599,14246,18.28974342,69.9641635,1
23082,2023-09-15 14:15:00,0,0,26.15800725,535.5303134,3.208069012,1.607705846,6682.427628,14246,,,1
23082,2023-09-15 14:30:00,0,0,26.10107316,532.9478929,3.202586833,1.604443215,6682.089751,14246,,,1
23082,2023-09-15 14:45:00,0,0,26.16970805,530.0303286,3.194402977,1.610106788,6679.821157,14246,,,1
23082,2023-09-15 15:00:00,0,0,26.18203963,526.2161528,3.251715088,1.572949229,6680.34169,14246,19.58147962,68.88943481,1
23082,2023-09-15 15:15:00,0,0,26.30106947,521.0195485,3.181852547,1.567162131,6678.877712,14246,,,1
23082,2023-09-15 15:30:00,0,0,26.56155245,515.3022871,3.180213407,1.551865805,6677.539855,14246,,,1
23082,2023-09-15 15:45:00,0,0,26.31780773,508.8554131,3.204459588,1.577516913,6678.191808,14246,,,1
23082,2023-09-15 16:45:00,0,0,27,0,0.009632796,1.844422977,5191.048422,14246,,,2
23082,2023-09-15 17:00:00,0,0,100,0,0.008040041,0.508658702,0,14246,20.11017227,65.41677078,2
23082,2023-09-15 17:15:00,0,0,100,0,0.007841315,0.52268198,0,14246,,,2
23082,2023-09-15 17:30:00,0,0,26.28302534,0,0.022780121,1.604709008,1112.388601,14246,,,2
23082,2023-09-15 17:45:00,0,0,25.67138845,252.9471591,3.400845188,1.593902366,6677.274919,14246,,,2
23082,2023-09-15 18:00:00,0,0,25.96769625,255.5695157,2.80792724,1.581394184,6676.516091,14246,19.84160805,65.86199188,2
23083,2023-09-14 07:45:00,0,0,100,0,0.406730845,0.410844081,0,17825,,,1
23083,2023-09-14 08:00:00,0,0,100,0,0.400850156,0.404142722,0,17825,19.24294124,70.0897015,1
23083,2023-09-14 08:15:00,0,0,100,0,0.400367841,0.403544097,0,17825,,,1
23083,2023-09-14 08:30:00,0,0,25.59123313,0,0.018255527,1.601218777,2145.589615,17825,,,1
23083,2023-09-14 08:45:00,0,0,26.37835772,390.7734905,1.940778036,1.665459715,6682.645808,17825,,,1
23083,2023-09-14 09:00:00,0,0,25.3829247,537.6601111,3.210149317,1.61634067,6678.246542,17825,19.71948885,65.46290608,1
23083,2023-09-14 09:15:00,0,0,26.4415494,531.1939132,3.220379641,1.695478492,6679.081453,17825,,,1
23083,2023-09-14 09:30:00,0,0,26.16189091,529.0458085,3.186274907,1.690219664,6671.948722,17825,,,1
23083,2023-09-14 09:45:00,0,0,25.76147737,525.6241822,3.190503369,1.599472111,6667.546759,17825,,,1
23083,2023-09-14 10:00:00,0,0,26.22453838,523.5621544,3.207450618,1.89441648,6667.525775,17825,18.15546036,70.09946449,1
23083,2023-09-14 10:15:00,0,0,25.81240721,521.2330422,3.18738275,1.282986756,6679.208566,17825,,,1
23083,2023-09-14 10:30:00,0,0,25.94632814,516.2611894,3.173608924,1.333562776,6677.734407,17825,,,1
23083,2023-09-14 10:45:00,0,0,26.17004043,513.4668314,3.170079077,1.351395345,6678.311045,17825,,,1
23083,2023-09-14 11:00:00,0,0,25.65128149,507.0487826,3.19562496,1.450870652,6678.884723,17825,19.82555424,74.26551038,1
23083,2023-09-14 12:15:00,0,0,32,0,0.021243389,2.019425591,2998.958903,17825,,,2
23083,2023-09-14 12:30:00,0,0,100,0,0.001948764,0.037184824,0,17825,,,2
23083,2023-09-14 12:45:00,0,0,100,0,0.000925922,0.034170015,0,17825,,,2
23083,2023-09-14 13:00:00,0,0,25.73866593,0,0.017429451,1.587013454,2470.714141,17825,19.35331345,65.3270795,2
23083,2023-09-14 13:15:00,0,0,25.20176862,253.5408979,3.108069292,1.642871589,6677.772211,17825,,,2
23083,2023-09-14 13:30:00,0,0,26.096639,253.8992207,3.106362132,1.604850056,6678.253371,17825,,,2
23083,2023-09-14 13:45:00,0,0,24.62268233,256.4453593,3.047763246,1.606931888,6678.533351,17825,,,2
23084,2023-09-14 10:00:00,0,0,27.44628664,0,0.025120711,1.561687583,2119.641433,14246,18.15546036,70.09946449,1
23084,2023-09-14 10:15:00,0,0,27.0972265,654.3847016,3.200596148,1.591753326,6681.026992,14246,,,1
23084,2023-09-14 10:30:00,0,0,27.22226517,651.9019095,3.164343011,1.591729965,6677.544931,14246,,,1
23084,2023-09-14 10:45:00,0,0,25.58092672,517.6354235,3.202514333,1.614796062,6678.385781,14246,,,1
23084,2023-09-14 11:00:00,0,0,25.48021169,511.5788119,3.170248837,1.591545066,6678.021253,14246,19.82555424,74.26551038,1
23084,2023-09-14 11:15:00,0,0,25.47274958,507.8133905,3.203933922,1.592234898,6678.417412,14246,,,1
23084,2023-09-14 11:30:00,0,0,25.64887711,503.6253121,3.192954198,1.585849153,6678.276824,14246,,,1
23084,2023-09-14 11:45:00,0,0,25.37659514,500.7998761,3.223965164,1.6050897,6678.157335,14246,,,1
23084,2023-09-14 12:00:00,0,0,26.21701562,498.5875238,3.192798966,1.620731882,6677.72065,14246,19.78057098,67.94587796,1
23084,2023-09-14 12:15:00,0,0,25.55528294,495.0916857,3.195995951,1.57978729,6679.032945,14246,,,1
23084,2023-09-14 12:30:00,0,0,25.72146783,491.2329695,3.17300741,1.578117171,6678.050878,14246,,,1
23084,2023-09-14 12:45:00,0,0,26.22757184,482.3278607,3.200547198,1.614353173,6678.281262,14246,,,1
23084,2023-09-14 13:00:00,0,0,27.16632931,475.1399399,3.157160485,1.593735275,6679.231814,14246,19.35331345,65.3270795,1
23084,2023-09-14 14:15:00,0,0,100,0,0.007447981,0.426554485,0,14246,,,2
23084,2023-09-14 14:30:00,0,0,100,0,0.007404658,0.563859135,0,14246,,,2
23084,2023-09-14 14:45:00,0,0,100,0,0.007156701,0.590185468,0,14246,,,2
23084,2023-09-14 15:00:00,0,0,26.88696693,0,0.019921324,1.573780393,3237.079189,14246,19.31418496,67.56095931,2
23084,2023-09-14 15:15:00,0,0,25.3095475,254.7342884,3.499546204,1.591529765,6678.571027,14246,,,2
23084,2023-09-14 15:30:00,0,0,24.97934982,254.9641957,2.965498265,1.59829848,6676.969618,14246,,,2
23084,2023-09-14 15:45:00,0,0,25.17262873,254.8641643,3.404336619,1.596691998,6675.5908,14246,,,2
23085,2023-09-27 08:45:00,0,0,100,0,0.432349491,0.427177002,0,14246,,,1
23085,2023-09-27 09:00:00,0,0,100,0,0.432928276,0.42755005,0,14246,19.15877139,70.59429193,1
23085,2023-09-27 09:15:00,0,0,100,0,0.433506966,0.428483457,0,14246,,,1
23085,2023-09-27 09:30:00,0,0,100,0,0.432775041,0.427696119,0,14246,,,1
23085,2023-09-27 09:45:00,0,0,25.83173027,0,0.021364905,1.61192203,4511.592303,14246,,,1
23085,2023-09-27 10:00:00,0,0,26.33811217,521.6460227,3.274972749,1.569620482,6680.93788,14246,18.58930342,68.15459373,1
23085,2023-09-27 10:15:00,0,0,25.62871118,504.1343521,3.182501209,1.596484892,6680.767047,14246,,,1
23085,2023-09-27 10:30:00,0,0,25.90738549,503.373582,3.199755659,1.630934705,6679.993162,14246,,,1
23085,2023-09-27 10:45:00,0,0,25.85284711,500.6494909,3.229299934,1.604171034,6680.37532,14246,,,1
23085,2023-09-27 11:00:00,0,0,25.32190954,497.4328278,3.2176261,1.609763638,6677.72481,14246,18.53389168,70.12266051,1
23085,2023-09-27 11:15:00,0,0,27.02797731,496.6547559,3.234623396,1.556893354,6679.179207,14246,,,1
23085,2023-09-27 11:30:00,0,0,25.63753347,493.017993,3.193965936,1.555182898,6680.025083,14246,,,1
23085,2023-09-27 11:45:00,0,0,26.35620355,490.9347418,3.205789983,1.588331119,6679.02935,14246,,,1
23085,2023-09-27 12:00:00,0,0,25.75907127,487.9777018,3.202740442,1.69604051,6680.201488,14246,20.00468983,72.32101097,1
23085,2023-09-27 12:15:00,0,0,26.32956539,484.7525973,3.180588005,1.605715914,6678.979574,14246,,,1
23085,2023-09-27 13:15:00,0,2,25.92034094,0,0.017043554,1.589132636,3537.111584,14246,,,2
23085,2023-09-27 13:30:00,0,0,100,0,0.007715468,0.383501164,0,14246,,,2
23085,2023-09-27 13:45:00,0,0,100,0,0.007581043,0.529535861,0,14246,,,2
23085,2023-09-27 14:00:00,0,0,100,0,0.007429551,0.53503673,0,14246,19.85511708,67.10714722,2
23085,2023-09-27 14:15:00,0,0,24.91190566,0,0.022401221,1.606638276,6497.936029,14246,,,2
23085,2023-09-27 14:30:00,0,0,25.29775055,257.8211178,3.150885421,1.692038637,6675.535185,14246,,,2
23085,2023-09-27 14:45:00,0,0,25.05876734,255.2439357,3.201836392,1.611584963,6676.871967,14246,,,2
23086,2023-09-27 09:30:00,0,0,100,0,0.408350427,0.410743335,0,17825,,,1
23086,2023-09-27 09:45:00,0,0,100,0,0.407465267,0.411019522,0,17825,,,1
23086,2023-09-27 10:00:00,0,0,100,0,0.407740464,0.410846472,0,17825,18.58930342,68.15459373,1
23086,2023-09-27 10:15:00,0,0,26.50701048,0,0.023831898,1.78159428,458.7386741,17825,,,1
23086,2023-09-27 10:30:00,0,0,26.07870829,353.7553881,0.650887682,1.520373177,6686.241913,17825,,,1
23086,2023-09-27 10:45:00,0,0,25.15941063,514.0687774,3.102493555,1.60941706,6680.809888,17825,,,1
23086,2023-09-27 11:00:00,0,0,26.6141665,513.1990906,3.165445482,1.604019431,6677.174981,17825,18.53389168,70.12266051,1
23086,2023-09-27 11:15:00,0,0,25.89159215,495.781689,3.18804927,1.581308129,6679.088287,17825,,,1
23086,2023-09-27 11:30:00,0,0,25.2879824,491.5081678,3.166490035,1.604435628,6677.601152,17825,,,1
23086,2023-09-27 11:45:00,0,0,25.06231434,488.9106509,3.190909963,1.612469652,6678.21928,17825,,,1
23086,2023-09-27 12:00:00,0,0,26.51702791,485.81317,3.188552136,1.636938868,6677.838973,17825,20.00468983,72.32101097,1
23086,2023-09-27 12:15:00,0,0,26.58523958,482.3789991,3.247574116,1.592297462,6678.993175,17825,,,1
23086,2023-09-27 12:30:00,0,0,26.50486897,478.4614063,3.219963341,1.656522915,6678.000182,17825,,,1
23086,2023-09-27 12:45:00,0,0,26.40853738,483.7404314,3.169644022,1.563826096,6677.601536,17825,,,1
23086,2023-09-27 14:15:00,0,0,32,0,0.022753821,2.021792352,2171.923061,17825,,,2
23086,2023-09-27 14:30:00,0,0,100,0,0.001329458,0.040104198,0,17825,,,2
23086,2023-09-27 14:45:00,0,0,100,0,0.0019481,0.025486752,0,17825,,,2
23086,2023-09-27 15:00:00,0,0,100,0,0.001951547,0.030634613,0,17825,20.58625984,69.36024501,2
23086,2023-09-27 15:15:00,0,0,25.96531089,0,0.019952404,1.608140391,5877.961364,17825,,,2
23086,2023-09-27 15:30:00,0,0,25.96930308,256.1950334,3.176490543,1.617026943,6678.86737,17825,,,2
23086,2023-09-27 15:45:00,0,0,26.29145701,256.6749368,3.229803498,1.599337827,6673.854146,17825,,,2
23086,2023-09-27 16:00:00,0,0,25.4430673,254.7801056,3.217419197,1.625086883,6678.418814,17825,19.4509716,65.6208443,2
23086,2023-09-27 16:15:00,0,0,25.15978887,254.6172216,3.259343,1.680399069,6678.890429,17825,,,2
23087,2023-09-28 09:45:00,0,0,100,0,0.432349491,0.42658134,0,14246,,,1
23087,2023-09-28 10:00:00,0,0,100,0,0.432044936,0.426123921,0,14246,19.96071029,72.35155339,1
23087,2023-09-28 10:15:00,0,0,100,0,0.43203725,0.425479634,0,14246,,,1
23087,2023-09-28 10:30:00,0,0,27.21823904,0,0.017512077,1.607279674,5332.649247,14246,,,1
23087,2023-09-28 10:45:00,0,0,25.6379304,503.3107592,3.208823438,1.594927281,6683.721533,14246,,,1
23087,2023-09-28 11:00:00,0,0,25.83487082,512.3678181,3.210942622,1.587358927,6681.888967,14246,19.71366448,72.06853679,1
23087,2023-09-28 11:15:00,0,0,25.55486629,506.2811616,3.208148611,1.5875,6682.362266,14246,,,1
23087,2023-09-28 11:30:00,0,0,25.67881232,499.3956656,3.205834497,1.627041865,6680.870301,14246,,,1
23087,2023-09-28 11:45:00,0,0,26.96906694,501.7094605,3.225258063,1.598321309,6679.449818,14246,,,1
23087,2023-09-28 12:00:00,0,0,25.74289098,499.0140805,3.199190835,1.592055309,6676.626185,14246,20.0857563,69.66655346,1
23087,2023-09-28 12:15:00,0,0,26.01147573,498.0734068,3.1851383,1.595896183,6679.362554,14246,,,1
23087,2023-09-28 12:30:00,0,0,26.67916268,493.1368232,3.208131929,1.617336103,6678.224107,14246,,,1
23087,2023-09-28 12:45:00,0,0,25.39904896,490.6988413,3.221458725,1.49437628,6678.563322,14246,,,1
23087,2023-09-28 13:00:00,0,0,25.98933341,487.8064227,3.20779168,1.586898296,6677.979646,14246,19.69650663,64.76831592,1
23087,2023-09-28 14:00:00,0,2,26.52157082,0,0.020064206,1.582440635,5581.820754,14246,19.48669562,65.38112324,2
23087,2023-09-28 14:15:00,0,0,27,0,0.032433305,2.100301205,647.7361065,14246,,,2
23087,2023-09-28 14:30:00,0,0,100,0,0.007565085,0.564129528,0,14246,,,2
23087,2023-09-28 14:45:00,0,0,100,0,0.007993162,0.60292149,0,14246,,,2
23087,2023-09-28 15:00:00,0,0,26.82326845,0,0.025499329,1.58561425,2914.479715,14246,19.20682335,66.60143935,2
23087,2023-09-28 15:15:00,0,0,25.56879574,255.6723521,3.41976222,1.674007343,6676.988017,14246,,,2
23087,2023-09-28 15:30:00,0,0,26.27913314,255.7729119,3.241849597,1.606755011,6677.430313,14246,,,2
23087,2023-09-28 15:45:00,0,0,25.16580955,258.3267071,3.049219022,1.597977552,6677.036952,14246,,,2
23088,2023-09-28 10:30:00,0,0,100,0,0.401812638,0.405902767,0,17825,,,1
23088,2023-09-28 10:45:00,0,0,100,0,0.40254631,0.405300568,0,17825,,,1
23088,2023-09-28 11:00:00,0,0,100,0,0.401809733,0.404845257,0,17825,19.71366448,72.06853679,1
23088,2023-09-28 11:15:00,0,0,25.58550623,0,0.020931706,1.59919824,1683.639887,17825,,,1
23088,2023-09-28 11:30:00,0,0,29.74402121,0,0.019915177,1.929591344,6687.820228,17825,,,1
23088,2023-09-28 11:45:00,0,0,25.07149171,420.92546,3.304805663,1.59397221,6677.428951,17825,,,1
23088,2023-09-28 12:00:00,0,0,25.06726749,516.9136517,3.191306639,1.574808006,6678.019675,17825,20.0857563,69.66655346,1
23088,2023-09-28 12:15:00,0,0,25.73970446,514.0287568,3.202797838,1.607561896,6677.664781,17825,,,1
23088,2023-09-28 12:30:00,0,0,25.80896003,510.2117273,3.18699546,1.686460771,6678.63996,17825,,,1
23088,2023-09-28 12:45:00,0,0,26.07428377,507.901669,3.239624328,1.596475143,6677.544705,17825,,,1
23088,2023-09-28 13:00:00,0,0,24.98973631,504.6989469,3.171345878,1.613838099,6672.715216,17825,19.69650663,64.76831592,1
23088,2023-09-28 13:15:00,0,0,25.84242064,502.1177345,3.195069061,1.607351948,6673.270004,17825,,,1
23088,2023-09-28 13:30:00,0,0,25.0174546,497.6042267,3.19807104,1.619561572,6671.943069,17825,,,1
23088,2023-09-28 13:45:00,0,0,25.81998028,494.437466,3.199037846,1.599303606,6678.260949,17825,,,1
23088,2023-09-28 15:00:00,0,1,26.68691279,175.6944458,-0.008748303,1.600481004,6365.764063,17825,19.20682335,66.60143935,2
23088,2023-09-28 15:15:00,0,0,32,0,0.035620893,2.104036075,842.4627913,17825,,,2
23088,2023-09-28 15:30:00,0,0,100,0,0.000962738,0.046354198,0,17825,,,2
23088,2023-09-28 15:45:00,0,0,100,0,0.001661605,0.030852944,0,17825,,,2
23088,2023-09-28 16:00:00,0,0,25.23790523,0,0.020805659,1.592127422,1451.958392,17825,18.71700096,69.77185983,2
23088,2023-09-28 16:15:00,0,0,24.94578344,257.6770022,2.690241697,1.644343071,6679.165031,17825,,,2
23088,2023-09-28 16:30:00,0,0,25.21745002,254.6415462,3.405430809,1.584603031,6677.63208,17825,,,2
23088,2023-09-28 16:45:00,0,0,26.26813572,255.2182895,3.107943772,1.569242113,6678.070524,17825,,,2
23089,2023-10-04 08:15:00,0,0,100,0,0.405150509,0.409232708,0,17825,,,1
23089,2023-10-04 08:30:00,0,0,100,0,0.40579737,0.409375,0,17825,,,1
23089,2023-10-04 08:45:00,0,0,100,0,0.405594849,0.408612335,0,17825,,,1
23089,2023-10-04 09:00:00,0,0,26.13628409,0,0.018213567,1.584150541,3545.29001,17825,18.74141693,68.17864624,1
23089,2023-10-04 09:15:00,0,0,25.01115678,307.8445208,2.64567573,1.599365042,6680.422613,17825,,,1
23089,2023-10-04 09:30:00,0,0,26.89062315,511.2522944,3.157997466,1.587216425,6678.260147,17825,,,1
23089,2023-10-04 09:45:00,0,0,26.8866343,507.0286088,3.206743293,1.603502317,6677.655747,17825,,,1
23089,2023-10-04 10:00:00,0,0,26.37376186,504.0672241,3.203511753,1.624014749,6677.9151,17825,18.80718594,68.21302576,1
23089,2023-10-04 10:15:00,0,0,26.52966916,500.5346328,3.209803833,1.584582936,6678.021203,17825,,,1
23089,2023-10-04 10:30:00,0,0,25.37543029,496.9564941,3.19269282,1.613274929,6674.817781,17825,,,1
23089,2023-10-04 10:45:00,0,0,25.83707744,494.2179664,3.200605458,1.585583733,6676.142119,17825,,,1
23089,2023-10-04 11:00:00,0,0,25.4242497,490.8249396,3.188875969,1.609690895,6677.104307,17825,19.5974617,65.62219358,1
23089,2023-10-04 11:15:00,0,0,26.57079555,487.3821912,3.197387666,1.568864923,6678.598778,17825,,,1
23089,2023-10-04 11:30:00,0,0,25.66960364,482.4641257,3.190704968,1.584400409,6678.049375,17825,,,1
23089,2023-10-04 11:45:00,0,0,25.59552922,476.9859741,3.20835176,1.599708197,6678.363181,17825,,,1
23089,2023-10-04 12:45:00,0,1,26.22610131,0,0.025647243,1.747905353,2645.864097,17825,,,2
23089,2023-10-04 13:00:00,0,0,100,0,0.00210704,0.289916338,0,17825,19.75552407,67.01135542,2
23089,2023-10-04 13:15:00,0,0,100,0,0.001327824,0.051549656,0,17825,,,2
23089,2023-10-04 13:30:00,0,0,100,0,0.001504612,0.027604198,0,17825,,,2
23089,2023-10-04 13:45:00,0,0,24.63579366,0,0.018360477,1.542933618,3067.335069,17825,,,2
23089,2023-10-04 14:00:00,0,0,26.45793679,255.5549555,3.427742853,1.591911221,6677.950337,17825,19.35331345,67.45745182,2
23089,2023-10-04 14:15:00,0,0,25.2957736,254.3938517,3.145441249,1.602014765,6677.516161,17825,,,2
23090,2023-10-04 09:15:00,0,0,100,0,0.406751029,0.401758013,0,12912,,,1
23090,2023-10-04 09:30:00,0,0,100,0,0.406766169,0.401490226,0,12912,,,1
23090,2023-10-04 09:45:00,0,0,100,0,0.406874005,0.401819128,0,12912,,,1
23090,2023-10-04 10:00:00,0,0,100,0,-0.005439806,3.203236448,0,12912,18.80718594,68.21302576,1
23090,2023-10-04 10:15:00,0,0,33.48122256,0,-0.000603105,1.685616356,6685.340785,12912,,,1
23090,2023-10-04 10:30:00,0,0,34.57489884,357.9488686,3.410209057,1.577292916,6672.459048,12912,,,1
23090,2023-10-04 10:45:00,0,0,33.56959671,510.6585595,3.279599498,1.574358874,6671.472945,12912,,,1
23090,2023-10-04 11:00:00,0,0,34.09464983,507.0617171,3.298787906,1.591547975,6671.126083,12912,19.5974617,65.62219358,1
23090,2023-10-04 11:15:00,0,0,33.16069195,502.1690323,3.336508957,1.618243824,6671.914593,12912,,,1
23090,2023-10-04 11:30:00,0,0,34.35354429,498.7385309,3.247631776,1.536503913,6669.903384,12912,,,1
23090,2023-10-04 11:45:00,0,0,32.89883166,495.8048018,3.28732644,1.600179519,6670.399131,12912,,,1
23090,2023-10-04 12:00:00,0,0,34.166967,491.9440587,3.290569949,1.604595824,6668.732861,12912,18.85749118,68.51713969,1
23090,2023-10-04 12:15:00,0,0,33.08544514,487.766692,3.333303415,1.597438699,6670.274975,12912,,,1
23090,2023-10-04 12:30:00,0,0,32.87989189,478.4790078,3.210950319,1.640243827,6668.989909,12912,,,1
23090,2023-10-04 12:45:00,0,0,33.71666143,478.6062315,3.201464685,1.568050049,6669.64817,12912,,,1
23090,2023-10-04 14:00:00,0,3,33,0,-0.009459256,1.612110356,5735.293706,12912,19.35331345,67.45745182,2
23090,2023-10-04 14:15:00,0,0,100,0,-0.006033108,3.007065532,0,12912,,,2
23090,2023-10-04 14:30:00,0,0,100,0,-0.005439806,2.205217751,0,12912,,,2
23090,2023-10-04 14:45:00,0,0,33,0,-0.005305609,0.885679624,0,12912,,,2
23090,2023-10-04 15:00:00,0,0,34.40746539,0,0.015275602,1.627683132,6678.336035,12912,20.21634214,69.24530014,2
23090,2023-10-04 15:15:00,0,0,34.34163887,241.3696171,3.237172337,1.577927737,6669.51329,12912,,,2
23090,2023-10-04 15:30:00,0,0,33.21798009,237.8048622,3.298021821,1.659752405,6665.041206,12912,,,2
23090,2023-10-04 15:45:00,0,0,33.42861682,239.2486078,3.265748492,1.705660437,6670.502804,12912,,,2
23091,2023-10-05 08:45:00,0,0,100,0,0.43161916,0.426405607,0,14246,,,1
23091,2023-10-05 09:00:00,0,0,100,0,0.431947267,0.427176494,0,14246,20.12241464,70.99063409,1
23091,2023-10-05 09:15:00,0,0,100,0,0.43261168,0.427224325,0,14246,,,1
23091,2023-10-05 09:30:00,0,0,25.69014996,0,0.022916698,1.623921738,3263.536803,14246,,,1
23091,2023-10-05 09:45:00,0,0,26.44319993,407.1200782,3.122436091,1.610430956,6683.593729,14246,,,1
23091,2023-10-05 10:00:00,0,0,27.18050286,524.4464719,3.2412754,1.607122115,6678.679477,14246,18.74141693,67.79721302,1
23091,2023-10-05 10:15:00,0,0,25.61450766,520.0491712,3.21648639,1.588636851,6678.252001,14246,,,1
23091,2023-10-05 10:30:00,0,0,25.35903331,517.1123,3.212382367,1.594561939,6679.257223,14246,,,1
23091,2023-10-05 10:45:00,0,0,26.64055953,514.2471712,3.206024558,1.571026573,6680.112963,14246,,,1
23091,2023-10-05 11:00:00,0,0,26.89649631,510.7624818,3.226134015,1.614387859,6678.970207,14246,18.28974342,70.89144897,1
23091,2023-10-05 11:15:00,0,0,26.28090738,509.6560446,3.135060007,1.581529662,6678.944185,14246,,,1
23091,2023-10-05 11:30:00,0,0,26.78416065,505.8413682,3.176190716,1.611016214,6679.769233,14246,,,1
23091,2023-10-05 11:45:00,0,0,26.39336677,503.4963271,3.235297225,1.608639585,6678.307368,14246,,,1
23091,2023-10-05 12:00:00,0,0,25.51651369,494.7406311,3.208406778,1.625188745,6676.602734,14246,20.42688311,67.93518714,1
23091,2023-10-05 13:15:00,0,0,27,0,0.029238094,1.768842269,5620.260851,14246,,,2
23091,2023-10-05 13:30:00,0,0,100,0,0.007562517,0.575816741,0,14246,,,2
23091,2023-10-05 13:45:00,0,0,100,0,0.007734954,0.630902767,0,14246,,,2
23091,2023-10-05 14:00:00,0,0,100,0,0.007581043,0.636990405,0,14246,20.53743172,69.23186602,2
23091,2023-10-05 14:15:00,0,0,24.98478272,261.8093832,3.427040201,1.627870896,6676.423631,14246,,,2
23091,2023-10-05 14:30:00,0,0,24.898585,254.1753115,3.598431652,1.605359276,6676.796441,14246,,,2
23091,2023-10-05 14:45:00,0,0,24.83451348,253.9135417,3.685555994,1.615338433,6673.896613,14246,,,2
23092,2023-10-05 10:00:00,0,0,100,0,0.402701823,0.406516907,0,17825,18.74141693,67.79721302,1
23092,2023-10-05 10:15:00,0,0,100,0,0.402970993,0.405869162,0,17825,,,1
23092,2023-10-05 10:30:00,0,0,100,0,0.402241383,0.406076431,0,17825,,,1
23092,2023-10-05 10:45:00,0,0,24.76734091,0,0.01973381,1.643047935,1611.621441,17825,,,1
23092,2023-10-05 11:00:00,0,0,27.03859362,0,-0.000382253,1.746350681,6687.720557,17825,18.28974342,70.89144897,1
23092,2023-10-05 11:15:00,0,0,25.08249432,529.5563881,3.239608008,1.647991335,6677.816638,17825,,,1
23092,2023-10-05 11:30:00,0,0,25.71518959,528.4497609,3.197901033,1.534931838,6678.542672,17825,,,1
23092,2023-10-05 11:45:00,0,0,25.30900784,523.9561374,3.205254832,1.587448844,6672.177362,17825,,,1
23092,2023-10-05 12:00:00,0,0,25.05505709,520.2105822,3.205125369,1.627143483,6671.99326,17825,20.42688311,67.93518714,1
23092,2023-10-05 12:15:00,0,0,25.19655223,517.7057755,3.199369258,1.622592703,6678.003472,17825,,,1
23092,2023-10-05 12:30:00,0,0,25.98792917,516.1702632,3.18528913,1.619576954,6679.014005,17825,,,1
23092,2023-10-05 12:45:00,0,0,25.3424531,514.3526237,3.190940442,1.619896023,6678.233477,17825,,,1
23092,2023-10-05 13:00:00,0,0,25.28338581,509.1230475,3.198971411,1.499200637,6678.750241,17825,18.88621945,68.0942144,1
23092,2023-10-05 13:15:00,0,0,25.78224938,502.5755727,3.195458439,1.565959202,6677.848901,17825,,,1
23092,2023-10-05 13:30:00,0,0,25.71774526,498.2797952,3.189503477,1.617024176,6678.674554,17825,,,1
23092,2023-10-05 14:30:00,0,1,25.55695323,0,0.007387266,1.546922143,5063.21994,17825,,,2
23092,2023-10-05 14:45:00,0,0,100,0,0.001504612,0.09552889,0,17825,,,2
23092,2023-10-05 15:00:00,0,0,100,0,0.001658022,0.034803776,0,17825,18.64375687,71.44524181,2
23092,2023-10-05 15:15:00,0,0,100,0,0.001050271,0.042510345,0,17825,,,2
23092,2023-10-05 15:30:00,0,0,26.16092692,269.4943295,2.790763246,1.602764021,6678.201284,17825,,,2
23092,2023-10-05 15:45:00,0,0,25.4796541,254.8407837,3.064654869,1.548485603,6678.660806,17825,,,2
23092,2023-10-05 16:00:00,0,0,24.98694789,255.0353587,3.537758781,1.61957001,6681.040868,17825,20.48860168,67.18037012,2
23092,2023-10-05 16:15:00,0,0,25.06628351,255.1540598,3.211925353,1.573872567,6678.959346,17825,,,2
23093,2023-09-29 12:15:00,0,0,100,0,0.432483729,0.426854386,0,14246,,,1
23093,2023-09-29 12:30:00,0,0,100,0,0.431462772,0.426366464,0,14246,,,1
23093,2023-09-29 12:45:00,0,0,100,0,0.431953911,0.426547128,0,14246,,,1
23093,2023-09-29 13:00:00,0,0,27.11604939,0,0.015473825,1.595191389,5805.962188,14246,19.69511986,64.98306274,1
23093,2023-09-29 13:15:00,0,0,27.17408695,504.9514523,3.196972547,1.607315323,6681.462852,14246,,,1
23093,2023-09-29 13:30:00,0,0,27.10072995,499.3203154,3.170060515,1.604710769,6681.288884,14246,,,1
