IPC_CF_LOTE,IPC_CF_FECHA,IPC_CF_TURBIDEZ,IPC_CF_VIABILIDAD,IPC_CF_GLUCOSA_G/L,IPC_CF_FECHA_APROX,IPC_CF_TH_07781_TI1501.PV,IPC_CF_TH_07781_MI1501.PV
23044,2023-06-07 15:00:00,24.48,47866666.67,1.74,2023-06-07 15:00:00,20.3614006,52.89195374
23044,2023-06-07 20:15:00,31.2,90133333.33,1.72,2023-06-07 20:15:00,20.18727823,52.57380244
23044,2023-06-08 06:30:00,42.4,134133333.3,1.42,2023-06-08 06:30:00,20.25198936,51.64603984
23044,2023-06-08 08:30:00,45.36,147466666.7,1.54,2023-06-08 08:30:00,20.36139965,51.72345161
23044,2023-06-08 11:00:00,50.4,150933333.3,1.34,2023-06-08 11:00:00,20.3614006,51.2442131
23044,2023-06-08 13:00:00,53.44,163200000,1.36,2023-06-08 13:00:00,20.10460091,53.00604909
23044,2023-06-08 13:40:00,53.84,156000000,1.34,2023-06-08 13:45:00,20.24701548,54.36769998
23044,2023-06-08 15:40:00,56.48,129866666.7,1.15,2023-06-08 15:45:00,20.22395706,52.79095263
23043,2023-06-12 08:00:00,16.24,4328000,2.34,2023-06-12 08:00:00,20.29267883,51.92419052
23043,2023-06-12 12:00:00,16.4,6781333.33,2.33,2023-06-12 12:00:00,20.3614006,52.81063548
23043,2023-06-12 16:30:00,17.92,11253333.33,2.11,2023-06-12 16:30:00,20.531394,53.41435051
23043,2023-06-12 20:30:00,19.84,17253333.33,2.02,2023-06-12 20:30:00,20.11906815,50.14256083
23043,2023-06-13 07:30:00,30.48,51146666.67,2.14,2023-06-13 07:30:00,20.09013271,52.20088196
23043,2023-06-13 12:00:00,37.36,68293333.33,1.97,2023-06-13 12:00:00,20.22395706,52.734375
23043,2023-06-13 16:00:00,44.32,78533333.33,1.58,2023-06-13 16:00:00,19.92831916,51.2442131
23043,2023-06-13 20:00:00,50.72,67146666.67,1.39,2023-06-13 20:00:00,20.08651543,52.70802745
23043,2023-06-14 06:30:00,57.2,176533333.3,0.46,2023-06-14 06:30:00,20.42107964,51.46757226
23043,2023-06-14 07:30:00,62.8,168533333.3,1.04,2023-06-14 07:30:00,20.3586874,51.59778123
23043,2023-06-14 08:30:00,64,177600000,0.94,2023-06-14 08:30:00,20.22395706,51.64930534
23043,2023-06-14 09:30:00,64.8,184533333.3,0.91,2023-06-14 09:30:00,20.15523624,50.29839325
23043,2023-06-14 10:30:00,64.96,188000000,0.88,2023-06-14 10:30:00,20.25650978,47.73582077
23045,2023-06-12 08:00:00,16.72,4754666.67,2.14,2023-06-12 08:00:00,20.29267883,51.92419052
23045,2023-06-12 12:00:00,18,7506666.67,2.28,2023-06-12 12:00:00,20.3614006,52.81063548
23045,2023-06-12 16:30:00,18.08,11520000,2.02,2023-06-12 16:30:00,20.531394,53.41435051
23045,2023-06-12 20:30:00,20.64,20293333.33,2.2,2023-06-12 20:30:00,20.11906815,50.14256083
23045,2023-06-13 07:30:00,35.2,68293333.33,2.02,2023-06-13 07:30:00,20.09013271,52.20088196
23045,2023-06-13 12:00:00,46.32,95733333.33,1.58,2023-06-13 12:00:00,20.22395706,52.734375
23045,2023-06-13 16:00:00,54.16,114400000,1.68,2023-06-13 16:00:00,19.92831916,51.2442131
23045,2023-06-13 20:00:00,62.24,143733333.3,1.47,2023-06-13 20:00:00,20.08651543,52.70802745
23045,2023-06-14 06:30:00,69.44,186400000,0.7,2023-06-14 06:30:00,20.42107964,51.46757226
23045,2023-06-14 07:30:00,70.16,174400000,0.6,2023-06-14 07:30:00,20.3586874,51.59778123
23045,2023-06-14 08:30:00,72.8,174400000,0.55,2023-06-14 08:30:00,20.22395706,51.64930534
23046,2023-06-13 08:00:00,14.08,4386666.67,2.18,2023-06-13 08:00:00,20.15885353,52.73799133
23046,2023-06-13 12:00:00,14.16,6821333.33,2.16,2023-06-13 12:00:00,20.22395706,52.734375
23046,2023-06-13 16:00:00,15.2,10666666.67,2.06,2023-06-13 16:00:00,19.92831916,51.2442131
23046,2023-06-13 20:00:00,17.04,19600000,1.85,2023-06-13 20:00:00,20.08651543,52.70802745
23046,2023-06-14 06:30:00,28.8,69226666.67,1.9,2023-06-14 06:30:00,20.42107964,51.46757226
23046,2023-06-14 11:40:00,39.12,108533333.3,1.95,2023-06-14 11:45:00,20.42650414,49.27674359
23046,2023-06-15 06:00:00,71.6,188000000,0.62,2023-06-15 06:00:00,20.42650414,53.97497177
23046,2023-06-15 07:15:00,70.72,189600000,0.62,2023-06-15 07:15:00,20.29132223,51.27306469
23046,2023-06-15 08:15:00,69.12,203466666.7,0.58,2023-06-15 08:15:00,20.42605257,51.88801861
23046,2023-06-15 09:15:00,69.68,164800000,0.48,2023-06-15 09:15:00,20.27459383,52.56890011
23047,2023-06-13 08:00:00,18.72,4312000,1.54,2023-06-13 08:00:00,20.15885353,52.73799133
23047,2023-06-13 12:00:00,19.04,6242666.67,1.91,2023-06-13 12:00:00,20.22395706,52.734375
23047,2023-06-13 16:00:00,19.6,10773333.33,1.94,2023-06-13 16:00:00,19.92831916,51.2442131
23047,2023-06-13 20:00:00,22.56,20533333.33,2.18,2023-06-13 20:00:00,20.08651543,52.70802745
23047,2023-06-14 06:30:00,31.36,61760000,2.03,2023-06-14 06:30:00,20.42107964,51.46757226
23047,2023-06-14 11:40:00,40.88,93600000,1.96,2023-06-14 11:45:00,20.42650414,49.27674359
23047,2023-06-14 15:40:00,50.96,107733333.3,1.78,2023-06-14 15:45:00,20.15523672,50.76157105
23047,2023-06-14 19:40:00,59.28,142933333.3,1.52,2023-06-14 19:45:00,20.13980951,51.92780495
23047,2023-06-15 06:00:00,70.56,172533333.3,0.84,2023-06-15 06:00:00,20.42650414,53.97497177
23047,2023-06-15 07:15:00,71.84,168533333.3,0.82,2023-06-15 07:15:00,20.29132223,51.27306469
23047,2023-06-15 08:15:00,72.08,162133333.3,0.74,2023-06-15 08:15:00,20.42605257,51.88801861
23048,2023-06-20 08:30:00,16,5746666.67,1.82,2023-06-20 08:30:00,20.42921638,50.36711311
23048,2023-06-20 12:30:00,16.4,8293333.33,2.32,2023-06-20 12:30:00,20.26270946,51.28878911
23048,2023-06-20 16:30:00,17.44,12986666.67,2.02,2023-06-20 16:30:00,20.1244936,50.06221532
23048,2023-06-20 20:30:00,19.2,19146666.67,2.07,2023-06-20 20:30:00,20.26193523,50.10308075
23048,2023-06-21 07:00:00,32.4,61440000,1.69,2023-06-21 07:00:00,20.09013367,50.88734724
23048,2023-06-21 12:15:00,41.6,89866666.67,1.66,2023-06-21 12:15:00,20.37722349,50.07158944
23048,2023-06-21 16:15:00,51.28,112000000,1.42,2023-06-21 16:15:00,20.10731363,52.06524754
23048,2023-06-21 20:15:00,57.6,113333333.3,1.37,2023-06-21 20:15:00,20.35778379,52.66512041
23048,2023-06-22 06:20:00,63.2,170133333.3,0.75,2023-06-22 06:15:00,20.17512941,52.8194565
23048,2023-06-22 07:20:00,63.6,184800000,0.44,2023-06-22 07:15:00,20.22395706,52.45047904
23048,2023-06-22 08:20:00,67.04,165866666.7,0.58,2023-06-22 08:15:00,20.17332077,50.4404877
23049,2023-06-20 08:30:00,14.96,6400000,1.62,2023-06-20 08:30:00,20.42921638,50.36711311
23049,2023-06-20 12:30:00,15.28,8746666.67,1.96,2023-06-20 12:30:00,20.26270946,51.28878911
23049,2023-06-20 16:30:00,16.4,13253333.33,1.98,2023-06-20 16:30:00,20.1244936,50.06221532
23049,2023-06-20 20:30:00,18.56,21760000,2.14,2023-06-20 20:30:00,20.26193523,50.10308075
23049,2023-06-21 07:00:00,30.56,53893333.33,1.64,2023-06-21 07:00:00,20.09013367,50.88734724
23049,2023-06-21 12:15:00,40.88,110133333.3,1.69,2023-06-21 12:15:00,20.37722349,50.07158944
23049,2023-06-21 16:15:00,51.28,112000000,1.42,2023-06-21 16:15:00,20.10731363,52.06524754
23049,2023-06-21 20:15:00,58.4,132800000,1.42,2023-06-21 20:15:00,20.35778379,52.66512041
23049,2023-06-22 06:20:00,68.64,160800000,0.64,2023-06-22 06:15:00,20.17512941,52.8194565
23049,2023-06-22 07:20:00,67.12,170400000,0.59,2023-06-22 07:15:00,20.22395706,52.45047904
23049,2023-06-22 08:20:00,68.8,163466666.7,0.57,2023-06-22 08:15:00,20.17332077,50.4404877
23050,2023-06-21 08:45:00,16.16,3741333.33,1.87,2023-06-21 08:45:00,20.13896036,50.25663166
23050,2023-06-21 12:30:00,16.72,6128000,1.88,2023-06-21 12:30:00,20.32613468,50.37466233
23050,2023-06-21 16:30:00,17.44,10426666.67,2.14,2023-06-21 16:30:00,20.1244936,52.33651543
23050,2023-06-21 20:30:00,18.8,23066666.67,2.27,2023-06-21 20:30:00,20.24565983,53.12393437
23050,2023-06-22 07:00:00,29.12,51840000,1.92,2023-06-22 07:00:00,20.22395706,53.053003
23050,2023-06-22 11:00:00,36.8,53493333.33,1.82,2023-06-22 11:00:00,20.35416603,49.49363327
23050,2023-06-22 15:00:00,50.4,83226666.67,1.71,2023-06-22 15:00:00,20.294487,50.31105423
23050,2023-06-22 19:00:00,57.76,94400000,1.48,2023-06-22 19:00:00,20.29629517,47.73476692
23050,2023-06-23 06:15:00,73.6,174400000,0.8,2023-06-23 06:15:00,20.11273766,52.65781254
23050,2023-06-23 07:30:00,75.28,129600000,0.62,2023-06-23 07:30:00,20.1914053,50.21579636
23050,2023-06-23 10:00:00,74.56,190666666.7,0.58,2023-06-23 10:00:00,20.08651543,52.19907379
23051,2023-06-21 08:45:00,14.8,3554666.67,2.14,2023-06-21 08:45:00,20.13896036,50.25663166
23051,2023-06-21 12:30:00,15.12,6970666.67,2.23,2023-06-21 12:30:00,20.32613468,50.37466233
23051,2023-06-21 16:30:00,16.48,11946666.67,2.19,2023-06-21 16:30:00,20.1244936,52.33651543
23051,2023-06-21 20:30:00,18.08,19226666.67,2.09,2023-06-21 20:30:00,20.24565983,53.12393437
23051,2023-06-22 07:00:00,28.4,64560000,1.93,2023-06-22 07:00:00,20.22395706,53.053003
23051,2023-06-22 11:00:00,35.84,73786666.67,1.81,2023-06-22 11:00:00,20.35416603,49.49363327
23051,2023-06-22 15:00:00,46.8,100400000,,2023-06-22 15:00:00,20.294487,50.31105423
23051,2023-06-22 19:00:00,50.56,112800000,1.58,2023-06-22 19:00:00,20.29629517,47.73476692
23051,2023-06-23 06:15:00,51.76,194666666.7,1.3,2023-06-23 06:15:00,20.11273766,52.65781254
23051,2023-06-23 07:30:00,52.24,184533333.3,1.16,2023-06-23 07:30:00,20.1914053,50.21579636
23051,2023-06-23 08:30:00,50.56,214933333.3,1.06,2023-06-23 08:30:00,20.31528473,50.03797531
23051,2023-06-23 10:00:00,50,216800000,1.18,2023-06-23 10:00:00,20.08651543,52.19907379
23051,2023-06-23 10:40:00,49.76,211466666.7,1.22,2023-06-23 10:45:00,20.44458818,49.07639063
23051,2023-06-23 12:20:00,53.28,265866666.7,0.98,2023-06-23 12:15:00,20.40932369,51.24602032
23053,2023-06-26 08:00:00,16.64,4544000,2.1,2023-06-26 08:00:00,20.22395706,51.93142319
23053,2023-06-26 12:00:00,17.04,7666666.67,2.09,2023-06-26 12:00:00,20.1660881,53.88537156
23053,2023-06-26 16:00:00,17.92,10026666.67,2.16,2023-06-26 16:00:00,20.15885353,50.7089119
23053,2023-06-26 20:00:00,20.08,20186666.67,2.17,2023-06-26 20:00:00,20.49884224,52.06886673
23053,2023-06-27 07:15:00,32.48,60373333.33,1.07,2023-06-27 07:15:00,20.24882364,51.88572295
23053,2023-06-27 11:30:00,39.52,81146666.67,2,2023-06-27 11:30:00,20.09013271,51.82063526
23053,2023-06-27 15:30:00,48.4,97866666.67,1.54,2023-06-27 15:30:00,20.26193523,51.0941124
23053,2023-06-27 19:30:00,56.8,106666666.7,1.54,2023-06-27 19:30:00,20.15975857,50.28522266
23053,2023-06-28 06:15:00,67.28,160266666.7,0.87,2023-06-28 06:15:00,20.43102551,52.43417168
23053,2023-06-28 07:15:00,70.72,195466666.7,0.63,2023-06-28 07:15:00,20.22667074,52.53182697
23053,2023-06-28 09:30:00,72.64,167733333.3,0.61,2023-06-28 09:30:00,20.39123917,52.42810507
23054,2023-06-27 08:15:00,17.04,3992000,1.81,2023-06-27 08:15:00,20.35971869,49.81830621
23054,2023-06-27 11:30:00,17.2,6058666.67,1.81,2023-06-27 11:30:00,20.09013271,51.82063526
23054,2023-06-27 15:30:00,18.08,8989333.33,1.8,2023-06-27 15:30:00,20.26193523,51.0941124
23054,2023-06-27 19:30:00,20.88,149066666.7,1.99,2023-06-27 19:30:00,20.15975857,50.28522266
23054,2023-06-28 07:00:00,31.36,45733333.33,1.98,2023-06-28 07:00:00,20.2275753,53.13946533
23054,2023-06-28 11:30:00,40.72,70373333.33,1.6,2023-06-28 11:30:00,20.2248621,51.59027968
23054,2023-06-28 15:30:00,50.56,113066666.7,1.62,2023-06-28 15:30:00,20.19068297,49.99840956
23054,2023-06-28 19:30:00,57.92,123733333.3,1.54,2023-06-28 19:30:00,20.19140625,50.64019012
23054,2023-06-29 06:30:00,66.88,166400000,0.81,2023-06-29 06:30:00,20.29267883,50.17036567
23054,2023-06-29 07:35:00,65.92,165600000,0.7,2023-06-29 07:30:00,20.36049557,50.64779601
23054,2023-06-29 08:15:00,65.28,192800000,0.72,2023-06-29 08:15:00,20.48392296,53.17674779
23055,2023-06-27 08:15:00,17.12,3952000,1.92,2023-06-27 08:15:00,20.35971869,49.81830621
23055,2023-06-27 11:30:00,17.04,5642666.67,0.92,2023-06-27 11:30:00,20.09013271,51.82063526
23055,2023-06-27 15:30:00,18.16,9280000,1.84,2023-06-27 15:30:00,20.26193523,51.0941124
23055,2023-06-27 19:30:00,20.08,9253333.33,1.96,2023-06-27 19:30:00,20.15975857,50.28522266
23055,2023-06-28 07:00:00,29.44,41493333.33,2.06,2023-06-28 07:00:00,20.2275753,53.13946533
23055,2023-06-28 11:30:00,38,51413333.33,1.78,2023-06-28 11:30:00,20.2248621,51.59027968
23055,2023-06-28 15:30:00,48.56,71013333.33,1.74,2023-06-28 15:30:00,20.19068297,49.99840956
23055,2023-06-28 19:30:00,59.68,133333333.3,1.54,2023-06-28 19:30:00,20.19140625,50.64019012
23055,2023-06-29 06:30:00,76.4,163466666.7,0.81,2023-06-29 06:30:00,20.29267883,50.17036567
23055,2023-06-29 07:35:00,79.52,141600000,0.69,2023-06-29 07:30:00,20.36049557,50.64779601
23055,2023-06-29 08:15:00,81.6,169066666.7,0.77,2023-06-29 08:15:00,20.48392296,53.17674779
23056,2023-07-03 09:00:00,18.72,7312000,2.06,2023-07-03 09:00:00,20.36320877,49.68705628
23056,2023-07-03 13:00:00,19.2,10026666.67,1.99,2023-07-03 13:00:00,20.49884224,50.49789703
23056,2023-07-03 17:00:00,20.8,14293333.33,2.18,2023-07-03 17:00:00,20.47352409,51.43489271
23056,2023-07-03 21:00:00,22.48,25173333.33,2.07,2023-07-03 21:00:00,20.4283123,51.51909637
23056,2023-07-04 08:00:00,38,48480000,1.94,2023-07-04 08:00:00,20.08651543,50.91050003
23056,2023-07-04 12:00:00,47.92,104000000,1.72,2023-07-04 12:00:00,20.42650414,50.17361069
23056,2023-07-04 16:00:00,57.36,98933333.33,1.53,2023-07-04 16:00:00,20.0214119,51.79397964
23056,2023-07-04 20:00:00,67.6,92266666.67,1.18,2023-07-04 20:00:00,20.16084022,48.64158406
23056,2023-07-05 06:00:00,78,154933333.3,0.6,2023-07-05 06:00:00,20.42650414,52.87905121
23056,2023-07-05 08:00:00,81.6,205600000,0.47,2023-07-05 08:00:00,20.42650414,49.15795115
23056,2023-07-05 10:00:00,89.6,91200000,0.38,2023-07-05 10:00:00,20.49884224,51.92419052
23057,2023-07-03 09:00:00,18.64,7589333.33,2.06,2023-07-03 09:00:00,20.36320877,49.68705628
23057,2023-07-03 13:00:00,18.16,10506666.67,1.95,2023-07-03 13:00:00,20.49884224,50.49789703
23057,2023-07-03 17:00:00,20.4,16426666.67,2.18,2023-07-03 17:00:00,20.47352409,51.43489271
23057,2023-07-03 21:00:00,21.92,20106666.67,2.14,2023-07-03 21:00:00,20.4283123,51.51909637
23057,2023-07-04 08:00:00,33.44,53013333.33,2.05,2023-07-04 08:00:00,20.08651543,50.91050003
23057,2023-07-04 12:00:00,42.08,100800000,1.72,2023-07-04 12:00:00,20.42650414,50.17361069
23057,2023-07-04 16:00:00,49.76,82373333.33,1.56,2023-07-04 16:00:00,20.0214119,51.79397964
23057,2023-07-04 20:00:00,60.96,100533333.3,1.42,2023-07-04 20:00:00,20.16084022,48.64158406
23057,2023-07-05 06:00:00,71.68,148266666.7,0.87,2023-07-05 06:00:00,20.42650414,52.87905121
23057,2023-07-05 08:00:00,73.6,173066666.7,0.74,2023-07-05 08:00:00,20.42650414,49.15795115
23057,2023-07-05 09:00:00,73.2,173600000,0.75,2023-07-05 09:00:00,20.19683075,51.1175535
23057,2023-07-05 11:15:00,73.04,142133333.3,0.56,2023-07-05 11:15:00,20.28063487,52.11729133
23060,2023-07-04 08:00:00,15.04,4672000,1.98,2023-07-04 08:00:00,20.08651543,50.91050003
23060,2023-07-04 12:00:00,15.68,4666666.67,2.06,2023-07-04 12:00:00,20.42650414,50.17361069
23060,2023-07-04 16:00:00,16.88,11493333.33,2.14,2023-07-04 16:00:00,20.0214119,51.79397964
23060,2023-07-04 20:00:00,18.56,18506666.67,1.98,2023-07-04 20:00:00,20.16084022,48.64158406
23060,2023-07-05 06:15:00,26.96,58906666.67,1.93,2023-07-05 06:15:00,20.40841961,52.96919339
23060,2023-07-05 10:30:00,32.72,76373333.33,1.92,2023-07-05 10:30:00,20.41003544,52.19726563
23060,2023-07-05 14:15:00,40.24,90666666.67,1.79,2023-07-05 14:15:00,20.17012766,47.85974055
23060,2023-07-05 18:15:00,50.48,104533333.3,1.56,2023-07-05 18:15:00,20.23616552,51.27384819
23060,2023-07-06 06:00:00,70.64,168266666.7,0.98,2023-07-06 06:00:00,20.49884224,49.89872742
23060,2023-07-06 07:00:00,71.28,163466666.7,0.9,2023-07-06 07:00:00,20.09013367,46.90914435
23060,2023-07-06 08:00:00,71.76,140800000,0.87,2023-07-06 08:00:00,20.09194183,49.23321533
23060,2023-07-06 10:30:00,74.32,167466666.7,0.79,2023-07-06 10:30:00,20.1244936,49.69110877
23061,2023-07-04 08:00:00,17.84,5088000,2.03,2023-07-04 08:00:00,20.08651543,50.91050003
23061,2023-07-04 12:00:00,18.4,4794666.67,2.07,2023-07-04 12:00:00,20.42650414,50.17361069
23061,2023-07-04 16:00:00,19.52,12906666.67,1.95,2023-07-04 16:00:00,20.0214119,51.79397964
23061,2023-07-04 20:00:00,21.2,22480000,1.87,2023-07-04 20:00:00,20.16084022,48.64158406
23061,2023-07-05 06:15:00,30.96,65626666.67,2.48,2023-07-05 06:15:00,20.40841961,52.96919339
23061,2023-07-05 10:30:00,39.44,100000000,1.75,2023-07-05 10:30:00,20.41003544,52.19726563
23061,2023-07-05 14:15:00,47.44,94933333.33,1.54,2023-07-05 14:15:00,20.17012766,47.85974055
23061,2023-07-05 18:15:00,56.4,112800000,1.27,2023-07-05 18:15:00,20.23616552,51.27384819
23061,2023-07-06 06:00:00,73.2,139200000,0.7,2023-07-06 06:00:00,20.49884224,49.89872742
23061,2023-07-06 07:00:00,75.04,145333333.3,0.68,2023-07-06 07:00:00,20.09013367,46.90914435
23061,2023-07-06 08:00:00,73.36,145333333.3,0.55,2023-07-06 08:00:00,20.09194183,49.23321533
23061,2023-07-06 10:30:00,75.52,157600000,0.42,2023-07-06 10:30:00,20.1244936,49.69110877
23063,2023-07-10 08:00:00,17.6,4856000,1.98,2023-07-10 08:00:00,20.0214119,49.36342621
23063,2023-07-10 12:00:00,18.48,8248000,1.97,2023-07-10 12:00:00,20.14190831,49.08853912
23063,2023-07-10 16:00:00,18.96,9413333.33,2.02,2023-07-10 16:00:00,20.08832359,49.36342621
23063,2023-07-10 20:00:00,19.84,16106666.67,2.05,2023-07-10 20:00:00,20.09375,49.84064413
23063,2023-07-11 06:45:00,26,44666666.67,1.84,2023-07-11 06:45:00,20.0557723,48.92397213
23063,2023-07-11 11:00:00,30.56,65840000,1.84,2023-07-11 11:00:00,20.56394577,51.71867262
23063,2023-07-11 15:00:00,37.12,73786666.67,1.74,2023-07-11 15:00:00,20.4174614,51.11400223
23063,2023-07-11 19:00:00,45.04,76080000,1.67,2023-07-11 19:00:00,20.33427429,51.79397964
23063,2023-07-12 06:00:00,60.32,141333333.3,1.11,2023-07-12 06:00:00,20.0214119,52.01908598
23063,2023-07-12 07:45:00,63.36,134133333.3,1.06,2023-07-12 07:45:00,20.22576618,49.52573962
23063,2023-07-12 08:45:00,65.04,138133333.3,1.01,2023-07-12 08:45:00,20.26193476,49.8510801
23063,2023-07-12 10:00:00,66.32,169600000,0.94,2023-07-12 10:00:00,19.95630836,50.57870102
23063,2023-07-12 11:15:00,68.32,113866666.7,0.9,2023-07-12 11:15:00,20.15523672,47.94744947
23063,2023-07-12 13:00:00,66.24,152800000,0.81,2023-07-12 13:00:00,20.294487,48.95833206
23064,2023-07-11 08:00:00,16.48,5514666.67,1.97,2023-07-11 08:00:00,20.15885353,47.74305344
23064,2023-07-11 12:00:00,16.56,9706666.67,1.94,2023-07-11 12:00:00,20.56394577,53.57614271
23064,2023-07-11 16:00:00,17.68,11626666.67,2.11,2023-07-11 16:00:00,20.294487,51.11034456
23064,2023-07-11 20:00:00,18.08,17866666.67,2.17,2023-07-11 20:00:00,20.60373306,53.26777008
23064,2023-07-12 06:30:00,27.28,41840000,1.96,2023-07-12 06:30:00,20.22395802,51.21119924
23064,2023-07-12 10:40:00,32.8,67520000,1.95,2023-07-12 10:45:00,20.05396366,47.85282837
23064,2023-07-12 14:30:00,45.28,92266666.67,1.67,2023-07-12 14:30:00,20.36139965,48.68525696
23064,2023-07-12 18:30:00,55.04,183200000,1.43,2023-07-12 18:30:00,20.36139965,50.61969758
23064,2023-07-13 06:15:00,77.6,138400000,0.78,2023-07-13 06:15:00,20.16111469,51.69722939
23064,2023-07-13 07:15:00,80.8,172533333.3,0.68,2023-07-13 07:15:00,20.3966651,50.18159485
23064,2023-07-13 08:00:00,81.6,118133333.3,0.61,2023-07-13 08:00:00,20.49703407,51.42082977
23064,2023-07-13 10:00:00,81.6,183200000,0.48,2023-07-13 10:00:00,20.22395706,48.81140728
23065,2023-07-11 08:00:00,18.88,4741333.33,1.99,2023-07-11 08:00:00,20.15885353,47.74305344
23065,2023-07-11 12:00:00,19.04,9360000,1.86,2023-07-11 12:00:00,20.56394577,53.57614271
23065,2023-07-11 16:00:00,19.92,13896000,1.96,2023-07-11 16:00:00,20.294487,51.11034456
23065,2023-07-11 20:00:00,21.2,15866666.67,2.02,2023-07-11 20:00:00,20.60373306,53.26777008
23065,2023-07-12 06:30:00,28.4,51760000,2.01,2023-07-12 06:30:00,20.22395802,51.21119924
23065,2023-07-12 10:40:00,34.72,48933333.33,1.98,2023-07-12 10:45:00,20.05396366,47.85282837
23065,2023-07-12 14:30:00,42.72,84960000,1.73,2023-07-12 14:30:00,20.36139965,48.68525696
23065,2023-07-12 18:30:00,52.96,157600000,1.6,2023-07-12 18:30:00,20.36139965,50.61969758
23065,2023-07-13 06:15:00,74.8,117866666.7,0.88,2023-07-13 06:15:00,20.16111469,51.69722939
23065,2023-07-13 07:15:00,75.12,136533333.3,0.83,2023-07-13 07:15:00,20.3966651,50.18159485
23065,2023-07-13 09:00:00,74.88,150133333.3,0.68,2023-07-13 09:00:00,20.49884224,52.83558816
23065,2023-07-13 11:00:00,75.04,160533333.3,0.55,2023-07-13 11:00:00,20.49884224,50.17361069
23067,2023-07-17 08:00:00,18.08,6874666.67,1.74,2023-07-17 08:00:00,20.49884224,49.63830948
23067,2023-07-17 12:00:00,18.16,11680000,1.94,2023-07-17 12:00:00,20.56394577,47.59837723
23067,2023-07-17 16:00:00,19.2,15546666.67,1.91,2023-07-17 16:00:00,20.4283123,47.74305344
23067,2023-07-17 20:00:00,19.36,27386666.67,2.1,2023-07-17 20:00:00,20.29629517,53.45897821
23067,2023-07-18 07:00:00,27.52,80320000,1.82,2023-07-18 07:00:00,20.15885353,47.90219879
23067,2023-07-18 11:00:00,33.52,85866666.67,1.72,2023-07-18 11:00:00,20.49884224,51.40078038
23067,2023-07-18 15:00:00,40.56,122400000,1.71,2023-07-18 15:00:00,20.31825591,48.28920746
23067,2023-07-18 19:00:00,47.12,218666666.7,1.35,2023-07-18 19:00:00,26.19907379,45.76822662
23067,2023-07-19 06:00:00,60.48,227733333.3,0.93,2023-07-19 06:00:00,20.31980515,51.38888931
23067,2023-07-19 07:15:00,60.32,144000000,0.68,2023-07-19 07:15:00,20.12630177,50.02408858
23067,2023-07-19 08:30:00,61.2,188533333.3,0.83,2023-07-19 08:30:00,20.15885353,48.69068146
23067,2023-07-19 09:30:00,60.72,153333333.3,0.75,2023-07-19 09:30:00,20.29629612,47.08502004
23067,2023-07-19 11:30:00,60.56,154666666.7,0.68,2023-07-19 11:30:00,20.1914225,48.34461653
23068,2023-07-18 08:10:00,16.4,7181333.33,1.81,2023-07-18 08:15:00,20.39576101,48.82088947
23068,2023-07-18 12:10:00,15.44,11840000,2.02,2023-07-18 12:15:00,20.2094903,48.78743267
23068,2023-07-18 16:10:00,16.96,18026666.67,1.95,2023-07-18 16:15:00,20.4423275,49.09215927
23068,2023-07-18 20:10:00,18.08,28960000,1.98,2023-07-18 20:15:00,23.29023356,50.80656815
23068,2023-07-19 06:30:00,25.68,88266666.67,2.07,2023-07-19 06:30:00,20.20677757,50.68156859
23068,2023-07-19 10:30:00,32.32,83920000,1.89,2023-07-19 10:30:00,20.36320877,47.28756712
23068,2023-07-19 14:30:00,43.36,87466666.67,1.68,2023-07-19 14:30:00,20.37496376,47.7285862
23068,2023-07-19 18:30:00,50.08,193066666.7,1.37,2023-07-19 18:30:00,20.21375069,48.59002594
23068,2023-07-20 06:15:00,69.44,195733333.3,0.65,2023-07-20 06:15:00,20.4120369,50.69552627
23068,2023-07-20 07:15:00,72.96,158400000,0.73,2023-07-20 07:15:00,20.49703312,50.08643959
23068,2023-07-20 09:45:00,75.68,141866666.7,0.54,2023-07-20 09:45:00,20.15885353,49.66905308
23069,2023-07-18 08:10:00,17.04,6834666.67,1.95,2023-07-18 08:15:00,20.39576101,48.82088947
23069,2023-07-18 12:10:00,16.48,11866666.67,1.81,2023-07-18 12:15:00,20.2094903,48.78743267
23069,2023-07-18 16:10:00,18.24,15813333.33,1.84,2023-07-18 16:15:00,20.4423275,49.09215927
23069,2023-07-18 20:10:00,19.28,22506666.67,2.02,2023-07-18 20:15:00,23.29023356,50.80656815
23069,2023-07-19 06:30:00,25.6,81333333.33,1.95,2023-07-19 06:30:00,20.20677757,50.68156859
23069,2023-07-19 10:30:00,28.88,82266666.67,1.81,2023-07-19 10:30:00,20.36320877,47.28756712
23069,2023-07-19 14:30:00,39.28,56986666.67,1.63,2023-07-19 14:30:00,20.37496376,47.7285862
23069,2023-07-19 18:30:00,46.32,160266666.7,1.54,2023-07-19 18:30:00,20.21375069,48.59002594
23069,2023-07-20 06:15:00,62.96,194933333.3,0.94,2023-07-20 06:15:00,20.4120369,50.69552627
23069,2023-07-20 07:15:00,63.6,153333333.3,0.82,2023-07-20 07:15:00,20.49703312,50.08643959
23069,2023-07-20 09:45:00,64.8,128266666.7,0.7,2023-07-20 09:45:00,20.15885353,49.66905308
23070,2023-07-24 09:15:00,17.52,6085333.33,2.07,2023-07-24 09:15:00,20.14076996,50.21755823
23070,2023-07-24 13:00:00,18.72,11146666.67,1.98,2023-07-24 13:00:00,20.22395706,48.55324173
