Lote;Material;Lote interno;Lote Proveedor;Qty;Fecha recepción;Fecha traslado
23075;100011;0000737873;0002246451;80;17/1/23;22/5/23
23076;100001;0000767413;100977;72;8/6/23;14/7/23
23076;100002;0000764791;K54491535;72;25/5/23;7/7/23
23076;100003;0000648033;0005161269;4800;21/10/21;20/7/23
23076;100013;0000776545;2157422;7872;21/7/23;28/7/23
23076;100004;0000665434;2430699;316,8;14/1/22;17/7/23
23076;100005;0000723171;M3889;96,8;4/11/22;3/3/23
23076;100006;0000676218;C4837;179,2;7/3/22;4/7/23
23076;100007;0000759578;2202239;6552,032;2/5/23;18/7/23
23076;100007;0000763537;2202239;1799,968;19/5/23;26/7/23
23076;100008;0000749053;A1682379;144,8;10/3/23;21/7/23
23076;100001;0000767413;100977;58,16;8/6/23;14/7/23
23076;100009;0000764083;0002307383;7728;23/5/23;19/7/23
23076;100002;0000764791;K54491535;384,8;25/5/23;7/7/23
23076;100010;0000652422;0001994545;96,8;11/11/21;18/7/23
23076;100011;0000772470;0002318998;3200;3/7/23;21/7/23
23076;100013;0000776545;2157422;1377,6;21/7/23;24/7/23
23076;100004;0000665434;2430699;52,8;14/1/22;17/7/23
23076;100004;0000665436;2430700;3,2;14/1/22;12/7/23
23076;100005;0000723171;M3889;8,344;4/11/22;3/3/23
23076;100006;0000676218;C4837;15,68;7/3/22;4/7/23
23076;100007;0000759578;2202239;1044;2/5/23;18/7/23
23076;100007;0000752415;2202239;417,6;24/3/23;19/6/23
23076;100008;0000761698;A1682479;9,08;11/5/23;7/7/23
23076;100008;0000729570;A1673579;3,592;30/11/22;17/7/23
23076;100001;0000767413;100977;5,016;8/6/23;14/7/23
23076;100009;0000764083;0002307383;480;23/5/23;19/7/23
23076;100009;0000719593;0002231404;192;17/10/22;19/5/23
23076;100002;0000762483;K54491535;33,752;16/5/23;19/6/23
23076;100010;0000652422;0001994545;8,352;11/11/21;18/7/23
23076;100011;0000755519;0002267264;200,8;12/4/23;20/7/23
23076;100011;0000737873;0002246451;80;17/1/23;22/5/23
23077;100001;0000767413;100977;76,464;8/6/23;5/9/23
23077;100002;0000764791;K54491535;76,808;25/5/23;7/7/23
23077;100013;0000776545;2157422;7872;21/7/23;3/8/23
23077;100004;0000665451;2430701;261,6;14/1/22;2/8/23
23077;100004;0000665452;2430701;58,4;14/1/22;20/7/23
23077;100005;0000723171;M3889;96,16;4/11/22;3/3/23
23077;100006;0000676218;C4837;177,6;7/3/22;4/7/23
23077;100007;0000763537;2202239;8352;19/5/23;26/7/23
23077;100008;0000761698;A1682479;144,16;11/5/23;7/7/23
23077;100001;0000767413;100977;58,032;8/6/23;28/8/23
23077;100009;0000764083;0002307383;7680;23/5/23;9/8/23
23077;100002;0000764791;K54491535;385,36;25/5/23;7/7/23
23077;100010;0000652422;0001994545;95,64;11/11/21;18/7/23
23077;100011;0000772470;0002318998;3200;3/7/23;21/7/23
23077;100013;0000776545;2157422;2125,44;21/7/23;3/8/23
23077;100004;0000665451;2430701;76,8;14/1/22;2/8/23
23077;100004;0000665454;2430703;3,2;14/1/22;2/8/23
23077;100004;0000665433;2430698;3,2;14/1/22;29/6/23
23077;100004;0000655974;2414142;3,2;25/11/21;23/3/23
23077;100005;0000723171;M3889;12,96;4/11/22;3/3/23
23077;100006;0000676218;C4837;24,192;7/3/22;4/7/23
23077;100007;0000763537;2202239;2255,096;19/5/23;26/7/23
23077;100008;0000761698;A1682479;19,44;11/5/23;7/7/23
23077;100001;0000767413;100977;7,776;8/6/23;28/8/23
23077;100009;0000764083;0002307383;1036,8;23/5/23;9/8/23
23077;100002;0000764791;K54491535;51,84;25/5/23;7/7/23
23077;100010;0000652422;0001994545;12,96;11/11/21;18/7/23
23077;100011;0000772470;0002318998;432,088;3/7/23;21/7/23
23078;100001;0000767413;100977;77,04;8/6/23;5/9/23
23078;100002;0000764791;K54491535;77,36;25/5/23;7/7/23
23078;100003;0000670641;0005554998;4336,8;8/2/22;21/8/23
23078;100003;0000657399;0005359962;463,2;2/12/21;7/7/23
23078;100013;0000776545;2157422;7872;21/7/23;3/8/23
23078;100004;0000665452;2430701;194,8;14/1/22;20/7/23
23078;100004;0000665454;2430703;125,2;14/1/22;2/8/23
23078;100005;0000723171;M3889;96,184;4/11/22;3/3/23
23078;100006;0000676218;C4837;177,6;7/3/22;4/7/23
23078;100007;0000763537;2202239;8356;19/5/23;26/7/23
23078;100008;0000761698;A1682479;144,552;11/5/23;7/7/23
23078;100001;0000767413;100977;57,6;8/6/23;28/8/23
23078;100009;0000764083;0002307383;7688;23/5/23;9/8/23
23078;100002;0000764791;K54491535;384,8;25/5/23;7/7/23
23078;100010;0000652422;0001994545;96;11/11/21;18/7/23
23078;100011;0000772470;0002318998;3200;3/7/23;21/7/23
23078;100013;0000776545;2157422;2125,44;21/7/23;3/8/23
23078;100004;0000665451;2430701;76,8;14/1/22;2/8/23
23078;100004;0000665454;2430703;3,2;14/1/22;2/8/23
23078;100004;0000665433;2430698;3,2;14/1/22;29/6/23
23078;100004;0000655974;2414142;3,2;25/11/21;23/3/23
23078;100005;0000723171;M3889;12,96;4/11/22;3/3/23
23078;100006;0000676218;C4837;24,192;7/3/22;4/7/23
23078;100007;0000763537;2202239;2255,096;19/5/23;26/7/23
23078;100008;0000761698;A1682479;19,44;11/5/23;7/7/23
23078;100001;0000767413;100977;7,776;8/6/23;28/8/23
23078;100009;0000764083;0002307383;1036,8;23/5/23;9/8/23
23078;100002;0000764791;K54491535;51,84;25/5/23;7/7/23
23078;100010;0000652422;0001994545;12,96;11/11/21;18/7/23
23078;100011;0000772470;0002318998;432,088;3/7/23;21/7/23
23079;100001;0000767413;100977;72;8/6/23;5/9/23
23079;100002;0000764791;K54491535;72;25/5/23;7/7/23
23079;100003;0000670641;0005554998;4800;8/2/22;21/8/23
23079;100013;0000776545;2157422;7872;21/7/23;3/8/23
23079;100004;0000665455;2430703;320;14/1/22;2/8/23
23079;100005;0000723171;M3889;96,16;4/11/22;3/3/23
23079;100006;0000676218;C4837;177,784;7/3/22;4/7/23
23079;100007;0000763537;2202239;8352;19/5/23;26/7/23
23079;100008;0000761698;A1682479;143,736;11/5/23;7/7/23
23079;100001;0000767413;100977;57,608;8/6/23;28/8/23
23079;100009;0000764083;0002307383;7680;23/5/23;9/8/23
23079;100002;0000764791;K54491535;384,24;25/5/23;7/7/23
23079;100010;0000652422;0001994545;96,016;11/11/21;18/7/23
23079;100011;0000772470;0002318998;3200;3/7/23;21/7/23
23079;100013;0000776545;2157422;2125,44;21/7/23;3/8/23
23079;100004;0000665451;2430701;76,8;14/1/22;2/8/23
23079;100004;0000665454;2430703;3,2;14/1/22;2/8/23
23079;100004;0000665433;2430698;3,2;14/1/22;29/6/23
23079;100004;0000655974;2414142;3,2;25/11/21;23/3/23
23079;100005;0000723171;M3889;12,96;4/11/22;3/3/23
23079;100006;0000676218;C4837;24,192;7/3/22;4/7/23
23079;100007;0000763537;2202239;2255,096;19/5/23;26/7/23
23079;100008;0000761698;A1682479;19,44;11/5/23;7/7/23
23079;100001;0000767413;100977;7,776;8/6/23;28/8/23
23079;100009;0000764083;0002307383;1036,8;23/5/23;9/8/23
23079;100002;0000764791;K54491535;51,84;25/5/23;7/7/23
23079;100010;0000652422;0001994545;12,96;11/11/21;18/7/23
23079;100011;0000772470;0002318998;432,088;3/7/23;21/7/23
23080;100001;0000767413;100977;71,912;8/6/23;5/9/23
23080;100002;0000764791;K54491535;71,312;25/5/23;7/7/23
23080;100003;0000670641;0005554998;4800;8/2/22;21/8/23
23080;100013;0000776545;2157422;7872;21/7/23;3/8/23
23080;100004;0000665455;2430703;316,8;14/1/22;2/8/23
23080;100005;0000723171;M3889;96,264;4/11/22;3/3/23
23080;100006;0000676218;C4837;178;7/3/22;4/7/23
23080;100007;0000763537;2202239;8352;19/5/23;26/7/23
23080;100008;0000761698;A1682479;144,088;11/5/23;7/7/23
23080;100001;0000767413;100977;58,08;8/6/23;28/8/23
23080;100009;0000764083;0002307383;7680;23/5/23;9/8/23
23080;100002;0000764791;K54491535;384;25/5/23;7/7/23
23080;100010;0000652422;0001994545;96,24;11/11/21;18/7/23
23080;100011;0000772470;0002318998;3200;3/7/23;21/7/23
23080;100013;0000776545;2157422;2125,44;21/7/23;3/8/23
23080;100004;0000665451;2430701;76,8;14/1/22;2/8/23
23080;100004;0000665454;2430703;3,2;14/1/22;2/8/23
23080;100004;0000665433;2430698;3,2;14/1/22;29/6/23
23080;100004;0000655974;2414142;3,2;25/11/21;23/3/23
23080;100005;0000723171;M3889;12,96;4/11/22;3/3/23
23080;100006;0000676218;C4837;24,192;7/3/22;4/7/23
23080;100007;0000763537;2202239;2255,096;19/5/23;26/7/23
23080;100008;0000761698;A1682479;19,44;11/5/23;7/7/23
23080;100001;0000767413;100977;7,776;8/6/23;28/8/23
23080;100009;0000764083;0002307383;1036,8;23/5/23;9/8/23
23080;100002;0000764791;K54491535;51,84;25/5/23;7/7/23
23080;100010;0000652422;0001994545;12,96;11/11/21;18/7/23
23080;100011;0000772470;0002318998;432,088;3/7/23;21/7/23
23081;100001;0000767413;100977;72;8/6/23;12/9/23
23081;100002;0000764791;K54491535;72,24;25/5/23;7/7/23
23081;100003;0000657399;0005359962;4800;2/12/21;4/9/23
23081;100013;0000776545;2157422;7872;21/7/23;3/8/23
23081;100004;0000738291;2463416;320;19/1/23;4/9/23
23081;100005;0000723171;M3889;95,896;4/11/22;3/3/23
23081;100006;0000676218;C4837;177,568;7/3/22;4/7/23
23081;100007;0000759578;2202239;8352;2/5/23;4/9/23
23081;100008;0000761698;A1682479;143,848;11/5/23;7/7/23
23081;100001;0000767413;100977;57,592;8/6/23;5/9/23
23081;100009;0000764083;0002307383;7680;23/5/23;4/9/23
23081;100002;0000764791;K54491535;384;25/5/23;7/7/23
23081;100010;0000652422;0001994545;95,8;11/11/21;18/7/23
23081;100011;0000772470;0002318998;1668,04;3/7/23;4/9/23
23081;100011;0000755519;0002267264;1531,96;12/4/23;4/9/23
23081;100013;0000776545;2157422;2125,44;21/7/23;3/8/23
23081;100004;0000738291;2463416;86,4;19/1/23;4/9/23
23081;100005;0000723171;M3889;13,008;4/11/22;3/3/23
23081;100006;0000676218;C4837;24,176;7/3/22;4/7/23
23081;100007;0000759578;2202239;1506,704;2/5/23;4/9/23
23081;100007;0000763537;2202239;748,336;19/5/23;26/7/23
23081;100008;0000761698;A1682479;19,408;11/5/23;7/7/23
23081;100001;0000767413;100977;7,824;8/6/23;5/9/23
23081;100009;0000764083;0002307383;1037,288;23/5/23;4/9/23
23081;100002;0000764791;K54491535;51,728;25/5/23;7/7/23
23081;100010;0000652422;0001994545;13,016;11/11/21;18/7/23
23081;100011;0000755519;0002267264;432,16;12/4/23;4/9/23
23082;100001;0000767413;100977;72,64;8/6/23;12/9/23
23082;100002;0000764791;K54491535;72;25/5/23;7/7/23
23082;100003;0000657399;0005359962;4800;2/12/21;4/9/23
23082;100013;0000776545;2157422;7872;21/7/23;3/8/23
23082;100004;0000738291;2463416;320;19/1/23;4/9/23
23082;100005;0000723171;M3889;96;4/11/22;3/3/23
23082;100006;0000676218;C4837;177,6;7/3/22;4/7/23
23082;100007;0000759578;2202239;8352;2/5/23;4/9/23
23082;100008;0000761698;A1682479;144;11/5/23;7/7/23
23082;100001;0000767413;100977;57,6;8/6/23;12/9/23
23082;100009;0000764083;0002307383;7680;23/5/23;4/9/23
23082;100002;0000764791;K54491535;384,8;25/5/23;7/7/23
23082;100010;0000652422;0001994545;96,8;11/11/21;18/7/23
23082;100011;0000772470;0002318998;3200;3/7/23;4/9/23
23082;100013;0000776545;2157422;2125,44;21/7/23;3/8/23
23082;100004;0000738291;2463416;86,4;19/1/23;4/9/23
23082;100005;0000723171;M3889;13,008;4/11/22;3/3/23
23082;100006;0000676218;C4837;24,176;7/3/22;4/7/23
23082;100007;0000759578;2202239;1506,704;2/5/23;4/9/23
23082;100007;0000763537;2202239;748,336;19/5/23;26/7/23
23082;100008;0000761698;A1682479;19,408;11/5/23;7/7/23
23082;100001;0000767413;100977;7,824;8/6/23;5/9/23
23082;100009;0000764083;0002307383;1037,288;23/5/23;4/9/23
23082;100002;0000764791;K54491535;51,728;25/5/23;7/7/23
23082;100010;0000652422;0001994545;13,016;11/11/21;18/7/23
23082;100011;0000755519;0002267264;432,16;12/4/23;4/9/23
23083;100001;0000767413;100977;72,08;8/6/23;12/9/23
23083;100002;0000764791;K54491535;72,168;25/5/23;7/7/23
23083;100013;0000776545;2157422;7872;21/7/23;3/8/23
23083;100004;0000738291;2463416;352;19/1/23;4/9/23
23083;100005;0000723171;M3889;95,624;4/11/22;3/3/23
23083;100006;0000676218;C4837;178,32;7/3/22;4/7/23
23083;100007;0000759578;2202239;8000;2/5/23;4/9/23
23083;100007;0000763537;2202239;352;19/5/23;26/7/23
23083;100008;0000761698;A1682479;143,696;11/5/23;7/7/23
23083;100001;0000767413;100977;57,656;8/6/23;5/9/23
23083;100009;0000764083;0002307383;7680;23/5/23;4/9/23
23083;100002;0000764791;K54491535;384,176;25/5/23;7/7/23
23083;100010;0000652422;0001994545;95,736;11/11/21;18/7/23
23083;100011;0000755519;0002267264;3200;12/4/23;4/9/23
23083;100013;0000776545;2157422;2125,44;21/7/23;3/8/23
23083;100004;0000738291;2463416;86,4;19/1/23;4/9/23
23083;100005;0000723171;M3889;13,008;4/11/22;3/3/23
23083;100006;0000676218;C4837;24,176;7/3/22;4/7/23
23083;100007;0000759578;2202239;1506,704;2/5/23;4/9/23
23083;100007;0000763537;2202239;748,336;19/5/23;26/7/23
23083;100008;0000761698;A1682479;19,408;11/5/23;7/7/23
23083;100001;0000767413;100977;7,824;8/6/23;5/9/23
23083;100009;0000764083;0002307383;1037,288;23/5/23;4/9/23
23083;100002;0000764791;K54491535;51,728;25/5/23;7/7/23
23083;100010;0000652422;0001994545;13,016;11/11/21;18/7/23
23083;100011;0000755519;0002267264;432,16;12/4/23;4/9/23
23084;100001;0000767413;100977;72;8/6/23;12/9/23
23084;100002;0000764791;K54491535;72,56;25/5/23;7/7/23
23084;100003;0000657399;0005359962;4336,8;2/12/21;4/9/23
23084;100003;0000670641;0005554998;463,2;8/2/22;21/8/23
23084;100013;0000776545;2157422;7872;21/7/23;3/8/23
23084;100004;0000665455;2430703;307,6;14/1/22;2/8/23
23084;100004;0000738291;2463416;12,4;19/1/23;4/9/23
23084;100005;0000723171;M3889;96,24;4/11/22;3/3/23
23084;100006;0000676218;C4837;178,136;7/3/22;4/7/23
23084;100007;0000759578;2202239;8000;2/5/23;4/9/23
23084;100007;0000763537;2202239;352;19/5/23;26/7/23
23084;100008;0000761698;A1682479;144,072;11/5/23;7/7/23
23084;100001;0000767413;100977;57,64;8/6/23;5/9/23
23084;100009;0000764083;0002307383;7680;23/5/23;4/9/23
23084;100002;0000764791;K54491535;383,384;25/5/23;7/7/23
23084;100010;0000652422;0001994545;95,872;11/11/21;18/7/23
23084;100011;0000755519;0002267264;3200;12/4/23;4/9/23
23084;100013;0000776545;2157422;2125,44;21/7/23;3/8/23
23084;100004;0000738291;2463416;86,4;19/1/23;4/9/23
23084;100005;0000723171;M3889;13,008;4/11/22;3/3/23
23084;100006;0000676218;C4837;24,176;7/3/22;4/7/23
23084;100007;0000759578;2202239;1506,704;2/5/23;4/9/23
23084;100007;0000763537;2202239;748,336;19/5/23;26/7/23
23084;100008;0000761698;A1682479;19,408;11/5/23;7/7/23
23084;100001;0000767413;100977;7,824;8/6/23;5/9/23
23084;100009;0000764083;0002307383;1037,288;23/5/23;4/9/23
23084;100002;0000764791;K54491535;51,728;25/5/23;7/7/23
23084;100010;0000652422;0001994545;13,016;11/11/21;18/7/23
23084;100011;0000755519;0002267264;432,16;12/4/23;4/9/23
23085;100001;0000767413;100977;72,24;8/6/23;12/9/23
23085;100002;0000764791;K54491535;71,888;25/5/23;7/7/23
23085;100003;0000657399;0005359962;4800;2/12/21;14/9/23
23085;100013;0000776545;2157422;7872;21/7/23;13/9/23
23085;100004;0000738291;2463416;320;19/1/23;4/9/23
23085;100005;0000723171;M3889;96,056;4/11/22;3/3/23
23085;100006;0000676218;C4837;177,576;7/3/22;4/7/23
23085;100007;0000759578;2202239;8356;2/5/23;13/9/23
23085;100008;0000761698;A1682479;144,512;11/5/23;7/7/23
23085;100001;0000767413;100977;57,984;8/6/23;12/9/23
23085;100009;0000764083;0002307383;7688;23/5/23;13/9/23
23085;100002;0000764791;K54491535;384;25/5/23;7/7/23
23085;100010;0000652422;0001994545;95,8;11/11/21;18/7/23
23085;100011;0000772470;0002318998;2615,368;3/7/23;4/9/23
23085;100011;0000775441;0002327424;584,632;14/7/23;8/9/23
23085;100013;0000776545;2157422;2125,44;21/7/23;13/9/23
23085;100004;0000738296;2463418;86,4;19/1/23;14/9/23
23085;100005;0000723171;M3889;12,864;4/11/22;3/3/23
23085;100006;0000676218;C4837;24,192;7/3/22;4/7/23
23085;100007;0000759578;2202239;2255,04;2/5/23;13/9/23
23085;100008;0000761698;A1682479;19,464;11/5/23;7/7/23
23085;100001;0000767413;100977;7,776;8/6/23;12/9/23
23085;100009;0000783722;0002327476;1037,152;4/9/23;18/9/23
23085;100002;0000764791;K54491535;51,84;25/5/23;7/7/23
23085;100010;0000652422;0001994545;12,96;11/11/21;18/7/23
23085;100011;0000775441;0002327424;432,168;14/7/23;18/9/23
23087;100001;0000767413;100977;72,72;8/6/23;12/9/23
23087;100002;0000764791;K54491535;72;25/5/23;7/7/23
23087;100013;0000776545;2157422;7872;21/7/23;13/9/23
23087;100004;0000738296;2463418;305,2;19/1/23;14/9/23
23087;100004;0000738291;2463416;14,8;19/1/23;4/9/23
23087;100005;0000723171;M3889;96;4/11/22;3/3/23
23087;100006;0000676218;C4837;177,384;7/3/22;4/7/23
23087;100007;0000759578;2202239;8352;2/5/23;13/9/23
23087;100008;0000761698;A1682479;144,208;11/5/23;7/7/23
23087;100001;0000767413;100977;57,576;8/6/23;12/9/23
23087;100009;0000764083;0002307383;7680;23/5/23;13/9/23
23087;100002;0000764791;K54491535;384;25/5/23;7/7/23
23087;100010;0000652422;0001994545;96,8;11/11/21;18/7/23
23087;100011;0000775441;0002327424;3203,136;14/7/23;15/9/23
23087;100013;0000776545;2157422;2125,44;21/7/23;13/9/23
23087;100004;0000738296;2463418;86,4;19/1/23;14/9/23
23087;100005;0000723171;M3889;12,864;4/11/22;3/3/23
23087;100006;0000676218;C4837;24,192;7/3/22;4/7/23
23087;100007;0000759578;2202239;2255,04;2/5/23;13/9/23
23087;100008;0000761698;A1682479;19,464;11/5/23;7/7/23
23087;100001;0000767413;100977;7,776;8/6/23;12/9/23
23087;100009;0000783722;0002327476;1037,152;4/9/23;18/9/23
23087;100002;0000764791;K54491535;51,84;25/5/23;7/7/23
23087;100010;0000652422;0001994545;12,96;11/11/21;18/7/23
23087;100011;0000775441;0002327424;432,168;14/7/23;18/9/23
23088;100001;0000767413;100977;72;8/6/23;12/9/23
23088;100002;0000764791;K54491535;72;25/5/23;7/7/23
23088;100003;0000657399;0005359962;4800;2/12/21;18/9/23
23088;100013;0000776545;2157422;7872;21/7/23;13/9/23
23088;100004;0000738296;2463418;316,8;19/1/23;14/9/23
23088;100005;0000723171;M3889;96;4/11/22;3/3/23
23088;100006;0000676218;C4837;176,8;7/3/22;4/7/23
23088;100007;0000759578;2202239;8352;2/5/23;13/9/23
23088;100008;0000761698;A1682479;144,8;11/5/23;7/7/23
23088;100001;0000767413;100977;57,6;8/6/23;12/9/23
23088;100009;0000764083;0002307383;4588,368;23/5/23;13/9/23
23088;100009;0000783722;0002327476;3091,632;4/9/23;18/9/23
23088;100002;0000764791;K54491535;380,8;25/5/23;7/7/23
23088;100010;0000652422;0001994545;96,8;11/11/21;18/7/23
23088;100011;0000775441;0002327424;3208;14/7/23;18/9/23
23088;100013;0000776545;2157422;2125,44;21/7/23;13/9/23
23088;100004;0000738296;2463418;86,4;19/1/23;14/9/23
23088;100005;0000723171;M3889;12,864;4/11/22;3/3/23
23088;100006;0000676218;C4837;24,192;7/3/22;4/7/23
23088;100007;0000759578;2202239;2255,04;2/5/23;13/9/23
23088;100008;0000761698;A1682479;19,464;11/5/23;7/7/23
23088;100001;0000767413;100977;7,776;8/6/23;12/9/23
23088;100009;0000783722;0002327476;1037,152;4/9/23;18/9/23
23088;100002;0000764791;K54491535;51,84;25/5/23;7/7/23
23088;100010;0000652422;0001994545;12,96;11/11/21;18/7/23
23088;100011;0000775441;0002327424;432,168;14/7/23;18/9/23
23089;100001;0000767413;100977;71,976;8/6/23;12/9/23
23089;100002;0000764791;K54491535;72,144;25/5/23;7/7/23
23089;100003;0000657399;0005359962;4800;2/12/21;28/9/23
23089;100013;0000776545;2157422;7872;21/7/23;28/9/23
23089;100004;0000738296;2463418;320;19/1/23;14/9/23
23089;100005;0000723171;M3889;95,376;4/11/22;3/3/23
23089;100006;0000676218;C4837;177,64;7/3/22;4/7/23
23089;100007;0000763537;2202239;8000;19/5/23;18/9/23
23089;100007;0000759578;2202239;352;2/5/23;13/9/23
23089;100008;0000761698;A1682479;144,96;11/5/23;7/7/23
23089;100001;0000767413;100977;57,6;8/6/23;12/9/23
23089;100009;0000783722;0002327476;7680;4/9/23;28/9/23
23089;100002;0000764791;K54491535;384;25/5/23;7/7/23
23089;100010;0000736921;0002235436;95,648;11/1/23;7/7/23
23089;100011;0000775441;0002327424;3199,84;14/7/23;25/9/23
23089;100013;0000776545;2157422;2046,72;21/7/23;26/9/23
23089;100004;0000738296;2463418;83,2;19/1/23;14/9/23
23089;100005;0000723171;M3889;12,48;4/11/22;3/3/23
23089;100006;0000676218;C4837;23,296;7/3/22;4/7/23
23089;100007;0000759578;2202239;2171,52;2/5/23;13/9/23
23089;100008;0000761698;A1682479;18,72;11/5/23;7/7/23
23089;100001;0000767413;100977;7,44;8/6/23;12/9/23
23089;100009;0000783722;0002327476;996;4/9/23;18/9/23
23089;100002;0000764791;K54491535;49,92;25/5/23;7/7/23
23089;100010;0000736921;0002235436;12,48;11/1/23;7/7/23
23089;100011;0000775441;0002327424;416;14/7/23;25/9/23
23090;100001;0000767413;100977;71,84;8/6/23;12/9/23
23090;100002;0000764791;K54491535;71,784;25/5/23;7/7/23
23090;100003;0000657399;0005359962;4800;2/12/21;28/9/23
23090;100013;0000776545;2157422;7872;21/7/23;28/9/23
23090;100004;0000738296;2463418;316,8;19/1/23;14/9/23
23090;100005;0000723171;M3889;96;4/11/22;3/3/23
23090;100006;0000676218;C4837;178,4;7/3/22;4/7/23
23090;100007;0000763537;2202239;8000;19/5/23;18/9/23
23090;100007;0000759578;2202239;352;2/5/23;13/9/23
23090;100008;0000761698;A1682479;144,8;11/5/23;7/7/23
23090;100001;0000767413;100977;57,6;8/6/23;12/9/23
23090;100009;0000783722;0002327476;7712;4/9/23;28/9/23
23090;100002;0000764791;K54491535;384,8;25/5/23;7/7/23
23090;100010;0000736921;0002235436;96,8;11/1/23;7/7/23
23090;100011;0000775441;0002327424;3232;14/7/23;25/9/23
23090;100013;0000776545;2157422;2046,72;21/7/23;26/9/23
23090;100004;0000738296;2463418;83,2;19/1/23;14/9/23
23090;100005;0000723171;M3889;12,48;4/11/22;3/3/23
23090;100006;0000676218;C4837;23,296;7/3/22;4/7/23
23090;100007;0000759578;2202239;2171,52;2/5/23;13/9/23
23090;100008;0000761698;A1682479;18,72;11/5/23;7/7/23
23090;100001;0000767413;100977;7,44;8/6/23;12/9/23
23090;100009;0000783722;0002327476;996;4/9/23;18/9/23
23090;100002;0000764791;K54491535;49,92;25/5/23;7/7/23
23090;100010;0000736921;0002235436;12,48;11/1/23;7/7/23
23090;100011;0000775441;0002327424;416;14/7/23;25/9/23
23091;100001;0000767413;100977;72;8/6/23;12/9/23
23091;100002;0000772206;K55094235;68,9472;30/6/23;13/9/23
23091;100002;0000764791;K54491535;3,0528;25/5/23;7/7/23
23091;100003;0000657399;0005359962;4800;2/12/21;28/9/23
23091;100013;0000776545;2157422;7872;21/7/23;28/9/23
23091;100004;0000738300;2463419;320;19/1/23;14/9/23
23091;100005;0000723171;M3889;96,128;4/11/22;3/3/23
23091;100006;0000676218;C4837;178,64;7/3/22;4/7/23
23091;100007;0000778649;3159265;8000;1/8/23;28/9/23
23091;100007;0000759578;2202239;352;2/5/23;13/9/23
23091;100008;0000761698;A1682479;144,6;11/5/23;7/7/23
23091;100001;0000767413;100977;57,856;8/6/23;12/9/23
23091;100009;0000783722;0002327476;7680;4/9/23;28/9/23
23091;100002;0000764791;K54491535;384,8;25/5/23;7/7/23
23091;100010;0000736921;0002235436;96,8;11/1/23;7/7/23
23091;100011;0000775441;0002327424;3200;14/7/23;2/10/23
23091;100013;0000776545;2157422;2046,72;21/7/23;26/9/23
23091;100004;0000738296;2463418;83,2;19/1/23;14/9/23
23091;100005;0000723171;M3889;12,48;4/11/22;3/3/23
23091;100006;0000676218;C4837;23,296;7/3/22;4/7/23
23091;100007;0000759578;2202239;2171,52;2/5/23;13/9/23
23091;100008;0000761698;A1682479;18,72;11/5/23;7/7/23
23091;100001;0000767413;100977;7,44;8/6/23;12/9/23
23091;100009;0000783722;0002327476;996;4/9/23;18/9/23
23091;100002;0000764791;K54491535;49,92;25/5/23;7/7/23
23091;100010;0000736921;0002235436;12,48;11/1/23;7/7/23
23091;100011;0000775441;0002327424;416;14/7/23;25/9/23
23092;100001;0000767413;100977;72,176;8/6/23;12/9/23
23092;100002;0000772206;K55094235;72,184;30/6/23;13/9/23
23092;100003;0000657399;0005359962;4800;2/12/21;28/9/23
23092;100013;0000776545;2157422;7872;21/7/23;28/9/23
23092;100004;0000738300;2463419;216,4;19/1/23;14/9/23
23092;100004;0000738296;2463418;103,6;19/1/23;14/9/23
23092;100005;0000723171;M3889;96;4/11/22;3/3/23
23092;100006;0000676218;C4837;177,6;7/3/22;4/7/23
23092;100007;0000778649;3159265;8000;1/8/23;28/9/23
23092;100007;0000759578;2202239;352;2/5/23;13/9/23
23092;100008;0000761698;A1682479;144;11/5/23;7/7/23
23092;100001;0000767413;100977;57,6;8/6/23;12/9/23
23092;100009;0000783722;0002327476;7720;4/9/23;28/9/23
23092;100002;0000764791;K54491535;384,16;25/5/23;7/7/23
23092;100010;0000736921;0002235436;96,8;11/1/23;7/7/23
23092;100011;0000775441;0002327424;3200;14/7/23;25/9/23
23092;100013;0000776545;2157422;2046,72;21/7/23;26/9/23
23092;100004;0000738296;2463418;83,2;19/1/23;14/9/23
23092;100005;0000723171;M3889;12,48;4/11/22;3/3/23
23092;100006;0000676218;C4837;23,296;7/3/22;4/7/23
23092;100007;0000759578;2202239;2171,52;2/5/23;13/9/23
23092;100008;0000761698;A1682479;18,72;11/5/23;7/7/23
23092;100001;0000767413;100977;7,44;8/6/23;12/9/23
23092;100009;0000783722;0002327476;996;4/9/23;18/9/23
23092;100002;0000764791;K54491535;49,92;25/5/23;7/7/23
23092;100010;0000736921;0002235436;12,48;11/1/23;7/7/23
23092;100011;0000775441;0002327424;416;14/7/23;25/9/23
23093;100001;0000767413;100977;72,24;8/6/23;12/9/23
23093;100002;0000764791;K54491535;71,888;25/5/23;7/7/23
23093;100003;0000657399;0005359962;4800;2/12/21;14/9/23
23093;100013;0000776545;2157422;7872;21/7/23;13/9/23
23093;100004;0000738291;2463416;320;19/1/23;4/9/23
23093;100005;0000723171;M3889;96,056;4/11/22;3/3/23
23093;100006;0000676218;C4837;177,576;7/3/22;4/7/23
23093;100007;0000759578;2202239;8356;2/5/23;13/9/23
23093;100008;0000761698;A1682479;144,512;11/5/23;7/7/23
23093;100001;0000767413;100977;57,984;8/6/23;12/9/23
23093;100009;0000764083;0002307383;7688;23/5/23;13/9/23
23093;100002;0000764791;K54491535;384;25/5/23;7/7/23
