LOTE,MATERIAL,LOTE_INTERNO,LOTE_PROVEEDOR,QTY,FECHA_RECEPCION,FECHA_TRASLADO
23046,100011,741497,0002246572,3208.0,2023-02-03 00:00:00,2023-06-12 00:00:00
23046,100012,746149,3009264,5238.832,2023-02-27 00:00:00,2023-06-12 00:00:00
23046,100012,746165,3009264,2616.0,2023-02-27 00:00:00,2023-06-07 00:00:00
23046,100004,665418,2430702,89.60000000000001,2022-01-14 00:00:00,2023-06-05 00:00:00
23046,100005,723171,M3889,13.448,2022-11-04 00:00:00,2023-03-03 00:00:00
23046,100006,676218,C4837,25.136000000000003,2022-03-07 00:00:00,2023-05-19 00:00:00
23046,100007,752415,2202239,2338.56,2023-03-24 00:00:00,2023-05-26 00:00:00
23046,100008,729570,A1673579,20.168000000000003,2022-11-30 00:00:00,2023-06-07 00:00:00
23046,100001,738609,AM1798471,8.016,2023-01-20 00:00:00,2023-05-30 00:00:00
23046,100001,751297,88844,0.048,2023-03-21 00:00:00,2023-04-18 00:00:00
23046,100009,730930,0002246013,891.424,2022-12-12 00:00:00,2023-06-02 00:00:00
23046,100009,719593,0002231404,183.776,2022-10-17 00:00:00,2023-05-19 00:00:00
23046,100002,676155,K53821835,53.392,2022-03-07 00:00:00,2023-04-06 00:00:00
23046,100010,736921,0002235436,13.52,2023-01-11 00:00:00,2023-05-15 00:00:00
23046,100011,741497,0002246572,448.0,2023-02-03 00:00:00,2023-06-05 00:00:00
23046,100012,746165,3009264,2204.16,2023-02-27 00:00:00,2023-06-07 00:00:00
23047,100001,738609,AM1798471,72.16000000000001,2023-01-20 00:00:00,2023-05-30 00:00:00
23047,100002,676155,K53821835,72.72000000000001,2022-03-07 00:00:00,2023-04-06 00:00:00
23047,100003,644272,0005070897,4800.0,2021-10-04 00:00:00,2023-05-15 00:00:00
23047,100004,657941,2414156,316.8,2021-12-07 00:00:00,2023-05-23 00:00:00
23047,100005,723171,M3889,95.992,2022-11-04 00:00:00,2023-03-03 00:00:00
23047,100006,676218,C4837,177.8,2022-03-07 00:00:00,2023-05-19 00:00:00
23047,100007,752415,2202239,8352.0,2023-03-24 00:00:00,2023-05-26 00:00:00
23047,100008,729570,A1673579,143.192,2022-11-30 00:00:00,2023-06-07 00:00:00
23047,100001,738609,AM1798471,57.616,2023-01-20 00:00:00,2023-05-30 00:00:00
23047,100009,730930,0002246013,7688.0,2022-12-12 00:00:00,2023-06-09 00:00:00
23047,100002,676155,K53821835,385.152,2022-03-07 00:00:00,2023-04-06 00:00:00
23047,100010,736921,0002235436,96.168,2023-01-11 00:00:00,2023-05-15 00:00:00
23047,100011,741497,0002246572,3197.784,2023-02-03 00:00:00,2023-06-12 00:00:00
23047,100012,767981,3114562,4843.9776,2023-06-12 00:00:00,2023-06-12 00:00:00
23047,100012,746165,3009264,3028.0224,2023-02-27 00:00:00,2023-06-07 00:00:00
23047,100004,665418,2430702,89.60000000000001,2022-01-14 00:00:00,2023-06-05 00:00:00
23047,100005,723171,M3889,13.448,2022-11-04 00:00:00,2023-03-03 00:00:00
23047,100006,676218,C4837,25.136000000000003,2022-03-07 00:00:00,2023-05-19 00:00:00
23047,100007,752415,2202239,2338.56,2023-03-24 00:00:00,2023-05-26 00:00:00
23047,100008,729570,A1673579,20.168000000000003,2022-11-30 00:00:00,2023-06-07 00:00:00
23047,100001,738609,AM1798471,8.016,2023-01-20 00:00:00,2023-05-30 00:00:00
23047,100001,751297,88844,0.048,2023-03-21 00:00:00,2023-04-18 00:00:00
23047,100009,730930,0002246013,891.424,2022-12-12 00:00:00,2023-06-02 00:00:00
23047,100009,719593,0002231404,183.776,2022-10-17 00:00:00,2023-05-19 00:00:00
23047,100002,676155,K53821835,53.392,2022-03-07 00:00:00,2023-04-06 00:00:00
23047,100010,736921,0002235436,13.52,2023-01-11 00:00:00,2023-05-15 00:00:00
23047,100011,741497,0002246572,448.0,2023-02-03 00:00:00,2023-06-05 00:00:00
23047,100012,746165,3009264,2204.16,2023-02-27 00:00:00,2023-06-07 00:00:00
23048,100001,738609,AM1798471,71.896,2023-01-20 00:00:00,2023-05-30 00:00:00
23048,100002,756817,K54491535,72.016,2023-04-18 00:00:00,2023-06-21 00:00:00
23048,100003,644272,0005070897,4800.0,2021-10-04 00:00:00,2023-05-15 00:00:00
23048,100004,665418,2430702,316.8,2022-01-14 00:00:00,2023-06-05 00:00:00
23048,100004,655974,2414142,0.0,2021-11-25 00:00:00,2023-03-23 00:00:00
23048,100005,723171,M3889,96.216,2022-11-04 00:00:00,2023-03-03 00:00:00
23048,100006,676218,C4837,177.66400000000002,2022-03-07 00:00:00,2023-05-19 00:00:00
23048,100007,675156,1292700,8352.0,2022-03-01 00:00:00,2023-06-13 00:00:00
23048,100008,729570,A1673579,143.848,2022-11-30 00:00:00,2023-06-14 00:00:00
23048,100001,738609,AM1798471,57.752,2023-01-20 00:00:00,2023-05-30 00:00:00
23048,100009,730930,0002246013,7696.0,2022-12-12 00:00:00,2023-06-14 00:00:00
23048,100002,676155,K53821835,384.0,2022-03-07 00:00:00,2023-04-06 00:00:00
23048,100010,736921,0002235436,95.81040000000002,2023-01-11 00:00:00,2023-05-15 00:00:00
23048,100011,741497,0002246572,3199.936,2023-02-03 00:00:00,2023-06-14 00:00:00
23048,100012,767981,3114562,7872.0,2023-06-12 00:00:00,2023-06-15 00:00:00
23049,100001,738609,AM1798471,72.24,2023-01-20 00:00:00,2023-05-30 00:00:00
23049,100002,756817,K54491535,71.864,2023-04-18 00:00:00,2023-06-21 00:00:00
23049,100003,644272,0005070897,4800.0,2021-10-04 00:00:00,2023-05-15 00:00:00
23049,100004,665418,2430702,316.8,2022-01-14 00:00:00,2023-06-05 00:00:00
23049,100005,723171,M3889,96.8,2022-11-04 00:00:00,2023-03-03 00:00:00
23049,100006,676218,C4837,178.24,2022-03-07 00:00:00,2023-05-19 00:00:00
23049,100007,675156,1292700,8000.0,2022-03-01 00:00:00,2023-06-13 00:00:00
23049,100007,752415,2202239,352.0,2023-03-24 00:00:00,2023-06-19 00:00:00
23049,100008,729570,A1673579,144.4,2022-11-30 00:00:00,2023-06-14 00:00:00
23049,100001,738609,AM1798471,57.68,2023-01-20 00:00:00,2023-05-30 00:00:00
23049,100009,730930,0002246013,7688.0,2022-12-12 00:00:00,2023-06-19 00:00:00
23049,100002,676155,K53821835,199.1384,2022-03-07 00:00:00,2023-04-06 00:00:00
23049,100002,756817,K54491535,184.8616,2023-04-18 00:00:00,2023-05-26 00:00:00
23049,100010,736921,0002235436,96.48,2023-01-11 00:00:00,2023-05-15 00:00:00
23049,100011,741497,0002246572,3200.0,2023-02-03 00:00:00,2023-06-19 00:00:00
23049,100012,767981,3114562,7872.0,2023-06-12 00:00:00,2023-06-15 00:00:00
23050,100001,738609,AM1798471,71.67999999999999,2023-01-20 00:00:00,2023-05-30 00:00:00
23050,100002,756817,K54491535,71.57600000000001,2023-04-18 00:00:00,2023-06-21 00:00:00
23050,100003,644272,0005070897,4800.0,2021-10-04 00:00:00,2023-05-15 00:00:00
23050,100004,665423,2430692,244.8,2022-01-14 00:00:00,2023-06-14 00:00:00
23050,100004,665418,2430702,72.0,2022-01-14 00:00:00,2023-06-05 00:00:00
23050,100005,723171,M3889,96.128,2022-11-04 00:00:00,2023-03-03 00:00:00
23050,100006,676218,C4837,177.568,2022-03-07 00:00:00,2023-05-19 00:00:00
23050,100007,675156,1292700,8000.0,2022-03-01 00:00:00,2023-06-13 00:00:00
23050,100007,752415,2202239,352.0,2023-03-24 00:00:00,2023-06-19 00:00:00
23050,100008,729570,A1673579,143.96,2022-11-30 00:00:00,2023-06-14 00:00:00
23050,100001,738609,AM1798471,57.49600000000001,2023-01-20 00:00:00,2023-05-30 00:00:00
23050,100009,730930,0002246013,7680.0,2022-12-12 00:00:00,2023-06-19 00:00:00
23050,100002,756817,K54491535,383.8,2023-04-18 00:00:00,2023-05-26 00:00:00
23050,100010,736921,0002235436,96.144,2023-01-11 00:00:00,2023-05-15 00:00:00
23050,100011,741497,0002246572,3200.0,2023-02-03 00:00:00,2023-06-19 00:00:00
23050,100012,767981,3114562,7872.0,2023-06-12 00:00:00,2023-06-15 00:00:00
23050,100004,665423,2430692,116.8,2022-01-14 00:00:00,2023-06-14 00:00:00
23050,100005,723171,M3889,17.056,2022-11-04 00:00:00,2023-03-03 00:00:00
23050,100006,676218,C4837,32.96,2022-03-07 00:00:00,2023-05-19 00:00:00
23050,100007,675156,1292700,3047.528,2022-03-01 00:00:00,2023-06-13 00:00:00
23050,100008,729570,A1673579,26.4,2022-11-30 00:00:00,2023-06-14 00:00:00
23050,100001,738609,AM1798471,10.512,2023-01-20 00:00:00,2023-05-30 00:00:00
23050,100009,730930,0002246013,1399.784,2022-12-12 00:00:00,2023-06-14 00:00:00
23050,100002,756817,K54491535,70.64,2023-04-18 00:00:00,2023-05-26 00:00:00
23050,100010,736921,0002235436,17.680000000000003,2023-01-11 00:00:00,2023-05-15 00:00:00
23050,100011,741497,0002246572,585.6,2023-02-03 00:00:00,2023-06-14 00:00:00
23050,100012,767981,3114562,2871.84,2023-06-12 00:00:00,2023-06-15 00:00:00
23051,100001,738609,AM1798471,71.96000000000001,2023-01-20 00:00:00,2023-05-30 00:00:00
23051,100002,756817,K54491535,72.23200000000001,2023-04-18 00:00:00,2023-06-21 00:00:00
23051,100003,644272,0005070897,4800.0,2021-10-04 00:00:00,2023-05-15 00:00:00
23051,100004,665423,2430692,316.8,2022-01-14 00:00:00,2023-06-14 00:00:00
23051,100005,723171,M3889,96.016,2022-11-04 00:00:00,2023-03-03 00:00:00
23051,100006,676218,C4837,177.81600000000003,2022-03-07 00:00:00,2023-05-19 00:00:00
23051,100007,675156,1292700,8352.0,2022-03-01 00:00:00,2023-06-13 00:00:00
23051,100008,729570,A1673579,144.048,2022-11-30 00:00:00,2023-06-14 00:00:00
23051,100001,738609,AM1798471,57.83200000000001,2023-01-20 00:00:00,2023-05-30 00:00:00
23051,100009,730930,0002246013,7680.0,2022-12-12 00:00:00,2023-06-19 00:00:00
23051,100002,756817,K54491535,384.144,2023-04-18 00:00:00,2023-05-26 00:00:00
23051,100010,736921,0002235436,96.256,2023-01-11 00:00:00,2023-05-15 00:00:00
23051,100011,741497,0002246572,3200.0,2023-02-03 00:00:00,2023-06-19 00:00:00
23051,100012,767981,3114562,7872.0,2023-06-12 00:00:00,2023-06-15 00:00:00
23051,100004,665423,2430692,116.8,2022-01-14 00:00:00,2023-06-14 00:00:00
23051,100005,723171,M3889,17.056,2022-11-04 00:00:00,2023-03-03 00:00:00
23051,100006,676218,C4837,32.96,2022-03-07 00:00:00,2023-05-19 00:00:00
23051,100007,675156,1292700,3047.528,2022-03-01 00:00:00,2023-06-13 00:00:00
23051,100008,729570,A1673579,26.4,2022-11-30 00:00:00,2023-06-14 00:00:00
23051,100001,738609,AM1798471,10.512,2023-01-20 00:00:00,2023-05-30 00:00:00
23051,100009,730930,0002246013,1399.784,2022-12-12 00:00:00,2023-06-14 00:00:00
23051,100002,756817,K54491535,70.64,2023-04-18 00:00:00,2023-05-26 00:00:00
23051,100010,736921,0002235436,17.680000000000003,2023-01-11 00:00:00,2023-05-15 00:00:00
23051,100011,741497,0002246572,585.6,2023-02-03 00:00:00,2023-06-14 00:00:00
23051,100012,767981,3114562,2871.84,2023-06-12 00:00:00,2023-06-15 00:00:00
23052,100001,738609,AM1798471,71.888,2023-01-20 00:00:00,2023-05-30 00:00:00
23052,100002,756817,K54491535,72.016,2023-04-18 00:00:00,2023-06-21 00:00:00
23052,100003,644272,0005070897,4800.0,2021-10-04 00:00:00,2023-05-15 00:00:00
23052,100004,665423,2430692,316.8,2022-01-14 00:00:00,2023-06-14 00:00:00
23052,100005,723171,M3889,96.152,2022-11-04 00:00:00,2023-03-03 00:00:00
23052,100006,676218,C4837,177.79200000000003,2022-03-07 00:00:00,2023-05-19 00:00:00
23052,100007,675156,1292700,8000.0,2022-03-01 00:00:00,2023-06-13 00:00:00
23052,100007,752415,2202239,352.0,2023-03-24 00:00:00,2023-06-19 00:00:00
23052,100008,729570,A1673579,144.096,2022-11-30 00:00:00,2023-06-14 00:00:00
23052,100001,738609,AM1798471,57.816,2023-01-20 00:00:00,2023-05-30 00:00:00
23052,100009,730930,0002246013,7680.0,2022-12-12 00:00:00,2023-06-26 00:00:00
23052,100002,756817,K54491535,383.92800000000005,2023-04-18 00:00:00,2023-06-21 00:00:00
23052,100010,736921,0002235436,96.2,2023-01-11 00:00:00,2023-05-15 00:00:00
23052,100011,741497,0002246572,3201.512,2023-02-03 00:00:00,2023-06-19 00:00:00
23052,100012,767981,3114562,7872.0,2023-06-12 00:00:00,2023-06-21 00:00:00
23052,100004,665423,2430692,116.8,2022-01-14 00:00:00,2023-06-14 00:00:00
23052,100005,723171,M3889,17.056,2022-11-04 00:00:00,2023-03-03 00:00:00
23052,100006,676218,C4837,32.96,2022-03-07 00:00:00,2023-05-19 00:00:00
23052,100007,675156,1292700,3047.528,2022-03-01 00:00:00,2023-06-13 00:00:00
23052,100008,729570,A1673579,26.4,2022-11-30 00:00:00,2023-06-14 00:00:00
23052,100001,738609,AM1798471,10.512,2023-01-20 00:00:00,2023-05-30 00:00:00
23052,100009,730930,0002246013,1399.784,2022-12-12 00:00:00,2023-06-14 00:00:00
23052,100002,756817,K54491535,70.64,2023-04-18 00:00:00,2023-05-26 00:00:00
23052,100010,736921,0002235436,17.680000000000003,2023-01-11 00:00:00,2023-05-15 00:00:00
23052,100011,741497,0002246572,585.6,2023-02-03 00:00:00,2023-06-14 00:00:00
23052,100012,767981,3114562,2871.84,2023-06-12 00:00:00,2023-06-15 00:00:00
23053,100001,738609,AM1798471,72.016,2023-01-20 00:00:00,2023-05-30 00:00:00
23053,100002,756817,K54491535,72.62400000000001,2023-04-18 00:00:00,2023-06-21 00:00:00
23053,100003,648033,0005161269,3664.8,2021-10-21 00:00:00,2023-06-26 00:00:00
23053,100003,644272,0005070897,1135.2,2021-10-04 00:00:00,2023-05-15 00:00:00
23053,100004,665423,2430692,316.8,2022-01-14 00:00:00,2023-06-14 00:00:00
23053,100005,723171,M3889,96.4,2022-11-04 00:00:00,2023-03-03 00:00:00
23053,100006,676218,C4837,177.904,2022-03-07 00:00:00,2023-05-19 00:00:00
23053,100007,675156,1292700,8000.0,2022-03-01 00:00:00,2023-06-13 00:00:00
23053,100007,752415,2202239,352.0,2023-03-24 00:00:00,2023-06-19 00:00:00
23053,100008,729570,A1673579,144.8,2022-11-30 00:00:00,2023-06-14 00:00:00
23053,100001,738609,AM1798471,57.64,2023-01-20 00:00:00,2023-05-30 00:00:00
23053,100009,730930,0002246013,7680.0,2022-12-12 00:00:00,2023-06-26 00:00:00
23053,100002,756817,K54491535,383.6,2023-04-18 00:00:00,2023-06-21 00:00:00
23053,100010,736921,0002235436,96.8,2023-01-11 00:00:00,2023-05-15 00:00:00
23053,100011,741497,0002246572,3208.0,2023-02-03 00:00:00,2023-06-19 00:00:00
23053,100012,767981,3114562,7872.0,2023-06-12 00:00:00,2023-06-21 00:00:00
23053,100004,665423,2430692,116.8,2022-01-14 00:00:00,2023-06-14 00:00:00
23053,100005,723171,M3889,17.056,2022-11-04 00:00:00,2023-03-03 00:00:00
23053,100006,676218,C4837,32.96,2022-03-07 00:00:00,2023-05-19 00:00:00
23053,100007,675156,1292700,3047.528,2022-03-01 00:00:00,2023-06-13 00:00:00
23053,100008,729570,A1673579,26.4,2022-11-30 00:00:00,2023-06-14 00:00:00
23053,100001,738609,AM1798471,10.512,2023-01-20 00:00:00,2023-05-30 00:00:00
23053,100009,730930,0002246013,1399.784,2022-12-12 00:00:00,2023-06-14 00:00:00
23053,100002,756817,K54491535,70.64,2023-04-18 00:00:00,2023-05-26 00:00:00
23053,100010,736921,0002235436,17.680000000000003,2023-01-11 00:00:00,2023-05-15 00:00:00
23053,100011,741497,0002246572,585.6,2023-02-03 00:00:00,2023-06-14 00:00:00
23053,100012,767981,3114562,2871.84,2023-06-12 00:00:00,2023-06-15 00:00:00
23054,100001,738609,AM1798471,72.712,2023-01-20 00:00:00,2023-05-30 00:00:00
23054,100002,756817,K54491535,72.016,2023-04-18 00:00:00,2023-06-21 00:00:00
23054,100003,648033,0005161269,4800.0,2021-10-21 00:00:00,2023-06-26 00:00:00
23054,100004,665425,2430693,320.0,2022-01-14 00:00:00,2023-06-21 00:00:00
23054,100005,723171,M3889,96.0,2022-11-04 00:00:00,2023-03-03 00:00:00
23054,100006,676218,C4837,177.08800000000002,2022-03-07 00:00:00,2023-05-19 00:00:00
23054,100007,675156,1292700,8352.0,2022-03-01 00:00:00,2023-06-13 00:00:00
23054,100008,729570,A1673579,144.0,2022-11-30 00:00:00,2023-06-14 00:00:00
23054,100001,738609,AM1798471,57.92000000000001,2023-01-20 00:00:00,2023-05-30 00:00:00
23054,100009,730930,0002246013,7680.0,2022-12-12 00:00:00,2023-06-26 00:00:00
23054,100002,756817,K54491535,384.0,2023-04-18 00:00:00,2023-06-21 00:00:00
23054,100010,736921,0002235436,96.0,2023-01-11 00:00:00,2023-05-15 00:00:00
23054,100011,741497,0002246572,3200.0,2023-02-03 00:00:00,2023-06-19 00:00:00
23054,100012,767981,3114562,7872.0,2023-06-12 00:00:00,2023-06-21 00:00:00
23054,100004,665423,2430692,78.4,2022-01-14 00:00:00,2023-06-14 00:00:00
23054,100004,665418,2430702,6.4,2022-01-14 00:00:00,2023-06-05 00:00:00
23054,100005,723171,M3889,7.68,2022-11-04 00:00:00,2023-03-03 00:00:00
23054,100006,676218,C4837,14.376,2022-03-07 00:00:00,2023-05-19 00:00:00
23054,100007,752415,2202239,1335.2,2023-03-24 00:00:00,2023-06-19 00:00:00
23054,100008,729570,A1673579,11.52,2022-11-30 00:00:00,2023-06-14 00:00:00
23054,100001,738609,AM1798471,4.6000000000000005,2023-01-20 00:00:00,2023-05-30 00:00:00
23054,100009,730930,0002246013,614.24,2022-12-12 00:00:00,2023-06-19 00:00:00
23054,100002,756817,K54491535,30.64,2023-04-18 00:00:00,2023-06-21 00:00:00
23054,100010,736921,0002235436,7.720000000000001,2023-01-11 00:00:00,2023-05-15 00:00:00
23054,100011,741497,0002246572,256.192,2023-02-03 00:00:00,2023-06-19 00:00:00
23054,100012,767981,3114562,1258.4,2023-06-12 00:00:00,2023-06-21 00:00:00
23055,100001,738609,AM1798471,72.0,2023-01-20 00:00:00,2023-05-30 00:00:00
23055,100002,756817,K54491535,72.128,2023-04-18 00:00:00,2023-06-21 00:00:00
23055,100003,648033,0005161269,4800.0,2021-10-21 00:00:00,2023-06-26 00:00:00
23055,100004,665425,2430693,320.0,2022-01-14 00:00:00,2023-06-21 00:00:00
23055,100005,723171,M3889,96.64,2022-11-04 00:00:00,2023-03-03 00:00:00
23055,100006,676218,C4837,178.86400000000003,2022-03-07 00:00:00,2023-05-19 00:00:00
23055,100007,675156,1292700,8352.0,2022-03-01 00:00:00,2023-06-13 00:00:00
23055,100008,729570,A1673579,144.096,2022-11-30 00:00:00,2023-06-14 00:00:00
23055,100001,738609,AM1798471,57.96000000000001,2023-01-20 00:00:00,2023-05-30 00:00:00
23055,100009,730930,0002246013,7680.0,2022-12-12 00:00:00,2023-06-26 00:00:00
23055,100002,756817,K54491535,385.52,2023-04-18 00:00:00,2023-06-21 00:00:00
23055,100010,736921,0002235436,96.56,2023-01-11 00:00:00,2023-05-15 00:00:00
23055,100011,741497,0002246572,3205.112,2023-02-03 00:00:00,2023-06-19 00:00:00
23055,100012,767981,3114562,7872.0,2023-06-12 00:00:00,2023-06-21 00:00:00
23055,100004,665423,2430692,78.4,2022-01-14 00:00:00,2023-06-14 00:00:00
23055,100004,665418,2430702,6.4,2022-01-14 00:00:00,2023-06-05 00:00:00
23055,100005,723171,M3889,7.68,2022-11-04 00:00:00,2023-03-03 00:00:00
23055,100006,676218,C4837,14.376,2022-03-07 00:00:00,2023-05-19 00:00:00
23055,100007,752415,2202239,1335.2,2023-03-24 00:00:00,2023-06-19 00:00:00
23055,100008,729570,A1673579,11.52,2022-11-30 00:00:00,2023-06-14 00:00:00
23055,100001,738609,AM1798471,4.6000000000000005,2023-01-20 00:00:00,2023-05-30 00:00:00
23055,100009,730930,0002246013,614.24,2022-12-12 00:00:00,2023-06-19 00:00:00
23055,100002,756817,K54491535,30.64,2023-04-18 00:00:00,2023-06-21 00:00:00
23055,100010,736921,0002235436,7.720000000000001,2023-01-11 00:00:00,2023-05-15 00:00:00
23055,100011,741497,0002246572,256.192,2023-02-03 00:00:00,2023-06-19 00:00:00
23055,100012,767981,3114562,1258.4,2023-06-12 00:00:00,2023-06-21 00:00:00
23056,100001,738609,AM1798471,72.0,2023-01-20 00:00:00,2023-05-30 00:00:00
23056,100002,756817,K54491535,72.256,2023-04-18 00:00:00,2023-06-21 00:00:00
23056,100003,648033,0005161269,4800.0,2021-10-21 00:00:00,2023-06-28 00:00:00
23056,100004,665432,2430696,316.8,2022-01-14 00:00:00,2023-06-29 00:00:00
23056,100005,723171,M3889,96.0,2022-11-04 00:00:00,2023-03-03 00:00:00
23056,100006,676218,C4837,178.24,2022-03-07 00:00:00,2023-05-19 00:00:00
23056,100007,716418,1292700,8352.0,2022-09-30 00:00:00,2023-06-14 00:00:00
23056,100008,729570,A1673579,144.08800000000002,2022-11-30 00:00:00,2023-06-14 00:00:00
23056,100001,738609,AM1798471,57.6,2023-01-20 00:00:00,2023-05-30 00:00:00
23056,100009,730930,0002246013,7680.0,2022-12-12 00:00:00,2023-06-26 00:00:00
23056,100002,756817,K54491535,384.0,2023-04-18 00:00:00,2023-06-21 00:00:00
23056,100010,736921,0002235436,96.4,2023-01-11 00:00:00,2023-05-15 00:00:00
23056,100011,755519,0002267264,3199.6400000000003,2023-04-12 00:00:00,2023-06-26 00:00:00
23056,100012,769205,3114562,7872.0,2023-06-16 00:00:00,2023-06-26 00:00:00
23056,100004,665425,2430693,83.2,2022-01-14 00:00:00,2023-06-21 00:00:00
23056,100005,723171,M3889,12.56,2022-11-04 00:00:00,2023-03-03 00:00:00
23056,100006,676218,C4837,23.272,2022-03-07 00:00:00,2023-05-19 00:00:00
23056,100007,716418,1292700,2171.52,2022-09-30 00:00:00,2023-06-14 00:00:00
23056,100008,729570,A1673579,18.752,2022-11-30 00:00:00,2023-06-14 00:00:00
23056,100001,738609,AM1798471,7.52,2023-01-20 00:00:00,2023-05-30 00:00:00
23056,100009,730930,0002246013,996.0,2022-12-12 00:00:00,2023-06-26 00:00:00
23056,100002,756817,K54491535,50.2,2023-04-18 00:00:00,2023-06-21 00:00:00
23056,100010,736921,0002235436,12.392,2023-01-11 00:00:00,2023-05-15 00:00:00
23056,100011,755519,0002267264,416.0,2023-04-12 00:00:00,2023-06-26 00:00:00
23056,100012,769205,3114562,2046.7200000000005,2023-06-16 00:00:00,2023-06-26 00:00:00
23057,100001,738609,AM1798471,72.0,2023-01-20 00:00:00,2023-05-30 00:00:00
23057,100002,756817,K54491535,72.0,2023-04-18 00:00:00,2023-06-21 00:00:00
23057,100003,648033,0005161269,4800.0,2021-10-21 00:00:00,2023-06-28 00:00:00
23057,100004,665425,2430693,320.0,2022-01-14 00:00:00,2023-06-21 00:00:00
23057,100005,723171,M3889,96.056,2022-11-04 00:00:00,2023-03-03 00:00:00
23057,100006,676218,C4837,177.848,2022-03-07 00:00:00,2023-05-19 00:00:00
23057,100007,716418,1292700,8352.0,2022-09-30 00:00:00,2023-06-14 00:00:00
23057,100008,729570,A1673579,143.744,2022-11-30 00:00:00,2023-06-14 00:00:00
23057,100001,738609,AM1798471,57.304,2023-01-20 00:00:00,2023-05-30 00:00:00
23057,100009,764083,0002307383,7664.0,2023-05-23 00:00:00,2023-06-26 00:00:00
23057,100002,756817,K54491535,384.0,2023-04-18 00:00:00,2023-06-21 00:00:00
23057,100010,736921,0002235436,96.016,2023-01-11 00:00:00,2023-05-15 00:00:00
23057,100011,755519,0002267264,3201.9040000000005,2023-04-12 00:00:00,2023-06-26 00:00:00
23057,100012,769205,3114562,7872.0,2023-06-16 00:00:00,2023-06-26 00:00:00
23057,100004,665425,2430693,83.2,2022-01-14 00:00:00,2023-06-21 00:00:00
23057,100005,723171,M3889,12.56,2022-11-04 00:00:00,2023-03-03 00:00:00
23057,100006,676218,C4837,23.272,2022-03-07 00:00:00,2023-05-19 00:00:00
23057,100007,716418,1292700,2171.52,2022-09-30 00:00:00,2023-06-14 00:00:00
23057,100008,729570,A1673579,18.752,2022-11-30 00:00:00,2023-06-14 00:00:00
23057,100001,738609,AM1798471,7.52,2023-01-20 00:00:00,2023-05-30 00:00:00
23057,100009,730930,0002246013,996.0,2022-12-12 00:00:00,2023-06-26 00:00:00
23057,100002,756817,K54491535,50.2,2023-04-18 00:00:00,2023-06-21 00:00:00
23057,100010,736921,0002235436,12.392,2023-01-11 00:00:00,2023-05-15 00:00:00
23057,100011,755519,0002267264,416.0,2023-04-12 00:00:00,2023-06-26 00:00:00
23057,100012,769205,3114562,2046.7200000000005,2023-06-16 00:00:00,2023-06-26 00:00:00
23060,100001,738609,AM1798471,72.128,2023-01-20 00:00:00,2023-05-30 00:00:00
23060,100002,762483,K54491535,71.736,2023-05-16 00:00:00,2023-06-19 00:00:00
23060,100003,648033,0005161269,4800.0,2021-10-21 00:00:00,2023-06-28 00:00:00
23060,100004,665432,2430696,316.8,2022-01-14 00:00:00,2023-06-29 00:00:00
23060,100005,723171,M3889,96.0,2022-11-04 00:00:00,2023-03-03 00:00:00
23060,100006,676218,C4837,177.36800000000002,2022-03-07 00:00:00,2023-05-19 00:00:00
23060,100007,716418,1292700,6842.744000000001,2022-09-30 00:00:00,2023-06-14 00:00:00
23060,100007,752415,2202239,1509.256,2023-03-24 00:00:00,2023-06-19 00:00:00
23060,100008,729570,A1673579,144.20000000000002,2022-11-30 00:00:00,2023-06-14 00:00:00
23060,100001,738609,AM1798471,57.328,2023-01-20 00:00:00,2023-05-30 00:00:00
23060,100009,730930,0002246013,7688.0,2022-12-12 00:00:00,2023-06-26 00:00:00
23060,100002,756817,K54491535,387.088,2023-04-18 00:00:00,2023-06-21 00:00:00
23060,100010,736921,0002235436,96.352,2023-01-11 00:00:00,2023-05-15 00:00:00
23060,100011,755519,0002267264,3200.0,2023-04-12 00:00:00,2023-06-26 00:00:00
23060,100012,769205,3114562,7872.0,2023-06-16 00:00:00,2023-06-26 00:00:00
23060,100004,665425,2430693,83.2,2022-01-14 00:00:00,2023-06-21 00:00:00
23060,100005,723171,M3889,12.56,2022-11-04 00:00:00,2023-03-03 00:00:00
23060,100006,676218,C4837,23.272,2022-03-07 00:00:00,2023-05-19 00:00:00
23060,100007,716418,1292700,2171.52,2022-09-30 00:00:00,2023-06-14 00:00:00
23060,100008,729570,A1673579,18.752,2022-11-30 00:00:00,2023-06-14 00:00:00
23060,100001,738609,AM1798471,7.52,2023-01-20 00:00:00,2023-05-30 00:00:00
23060,100009,730930,0002246013,996.0,2022-12-12 00:00:00,2023-06-26 00:00:00
23060,100002,756817,K54491535,50.2,2023-04-18 00:00:00,2023-06-21 00:00:00
23060,100010,736921,0002235436,12.392,2023-01-11 00:00:00,2023-05-15 00:00:00
23060,100011,755519,0002267264,416.0,2023-04-12 00:00:00,2023-06-26 00:00:00
23060,100012,769205,3114562,2046.7200000000005,2023-06-16 00:00:00,2023-06-26 00:00:00
23061,100001,738609,AM1798471,71.688,2023-01-20 00:00:00,2023-05-30 00:00:00
23061,100002,756817,K54491535,71.32000000000001,2023-04-18 00:00:00,2023-06-21 00:00:00
23061,100003,648033,0005161269,4800.0,2021-10-21 00:00:00,2023-06-28 00:00:00
23061,100004,665432,2430696,316.8,2022-01-14 00:00:00,2023-06-29 00:00:00
