LOTE,FECHA,TURBIDEZ,VIABILIDAD
24020,2024-01-26 11:30:00,15.8,8133333
24020,2024-01-26 15:30:00,16.5,11840000
24020,2024-01-26 19:15:00,17.2,23093333
24020,2024-01-27 06:20:00,30.6,95466666
24019,2024-02-02 08:00:00,14.3,6448000
24019,2024-02-03 06:00:00,19.4,11040000
24019,2024-02-03 07:00:00,26.5,101333333
24021,2024-02-02 08:00:00,15.5,6040000
24021,2024-02-03 06:00:00,26.5,101333333
24014,2024-02-09 08:00:00,12.2,7970666
24014,2024-02-10 07:00:00,17.7,37066666
24027,2024-02-09 08:00:00,12.2,7970666
24027,2024-02-10 07:00:00,17.7,37066666
24031,2024-02-16 07:45:00,15.0,7456000
24031,2024-02-17 06:45:00,26.2,57253333
24031,2024-02-17 07:45:00,29.0,66640000
24035,2024-03-01 07:20:00,14.1,9093333
24035,2024-03-02 06:45:00,20.9,88266666
24036,2024-03-01 07:20:00,14.1,9093333
24036,2024-03-02 06:45:00,20.9,88266666
24041,2024-03-08 07:30:00,13.3,6408000
24041,2024-03-09 07:20:00,23.7,141333333
24041,2024-03-09 07:55:00,24.6,134666666
24042,2024-03-08 07:30:00,13.3,6408000
24042,2024-03-09 07:20:00,23.7,141333333
24042,2024-03-09 07:55:00,24.6,134666666
24043,2024-03-11 07:35:00,13.8,6102284
24043,2024-03-11 20:00:00,16.2,26160000
24043,2024-03-12 07:00:00,23.2,109600000
24045,2024-03-11 07:35:00,13.8,6102284
24045,2024-03-11 20:00:00,16.2,26160000
24045,2024-03-12 07:00:00,23.2,109600000
24044,2024-03-15 07:25:00,14.8,6690666
24044,2024-03-16 07:17:00,25.2,101066666
24044,2024-03-16 08:15:00,25.3,104800000
24049,2024-03-15 07:25:00,14.8,6690666
24049,2024-03-16 07:17:00,25.2,101066666
24049,2024-03-16 08:15:00,25.3,104800000
24050,2024-03-22 07:15:00,14.7,5597333
24050,2024-03-23 07:00:00,25.3,98666666
24050,2024-03-23 08:00:00,25.9,102666666
24051,2024-03-22 07:15:00,14.7,5597333
24051,2024-03-23 07:00:00,25.3,98666666
24051,2024-03-23 08:00:00,25.9,102666666
24054,2024-04-15 07:30:00,13.3,6202666
24054,2024-04-16 06:45:00,23.2,115200000
24054,2024-04-16 07:30:00,24.2,121866666
24055,2024-04-12 07:10:00,13.5,6538666
24055,2024-04-13 06:45:00,23.8,138933333
24055,2024-04-13 07:30:00,25.6,159200000
24056,2024-04-12 07:10:00,13.5,6538666
24056,2024-04-13 06:45:00,23.8,138933333
24056,2024-04-13 07:30:00,25.6,159200000
24057,2024-04-15 07:30:00,13.3,6202666
24057,2024-04-16 06:45:00,23.2,115200000
24057,2024-04-16 07:30:00,24.2,121866666
24060,2024-04-19 07:30:00,14.9,7218666
24060,2024-04-20 07:30:00,24.2,109600000
24060,2024-04-20 08:00:00,26.6,125600000
24061,2024-04-19 07:30:00,14.9,7218666
24061,2024-04-20 07:30:00,24.2,109600000
24061,2024-04-20 08:00:00,26.6,125600000
24063,2024-04-22 07:30:00,14.2,5269333
24063,2024-04-23 06:30:00,19.6,57866666
24063,2024-04-23 08:00:00,20.8,66560000
24063,2024-04-23 09:00:00,21.0,77253333
24063,2024-04-23 09:45:00,20.8,72613333
24064,2024-04-22 07:30:00,14.2,5269333
24064,2024-04-23 06:30:00,19.6,57866666
24064,2024-04-23 08:00:00,20.8,66560000
24064,2024-04-23 09:00:00,21.0,77253333
24064,2024-04-23 09:45:00,20.8,72613333
24067,2024-04-26 07:45:00,17.0,598133
24067,2024-04-27 07:00:00,24.2,122933333
24067,2024-04-27 08:30:00,25.1,69466666
24067,2024-04-27 09:00:00,26.4,60053333
24067,2024-04-27 09:15:00,26.4,84800000
24067,2024-04-27 10:00:00,26.4,122933333
24070,2024-04-26 07:45:00,17.0,598133
24070,2024-04-27 07:00:00,24.2,48240000
24070,2024-04-27 08:30:00,25.1,69466666
24070,2024-04-27 09:00:00,26.4,60053333
24070,2024-04-27 09:15:00,26.4,84800000
24070,2024-04-27 10:00:00,26.4,122933333
24071,2024-04-29 07:50:00,17.8,837333
24071,2024-04-30 06:45:00,26.0,52186666
24071,2024-04-30 08:00:00,26.8,65600000
24071,2024-04-30 09:00:00,27.4,84213333
24072,2024-05-13 08:20:00,13.0,3898666
24072,2024-05-14 07:00:00,23.8,132800000
24072,2024-05-14 08:00:00,24.3,144533333
24073,2024-05-13 08:00:00,13.8,5808000
24073,2024-05-14 07:00:00,23.8,126400000
24073,2024-05-14 08:00:00,24.3,143466666
24075,2024-05-13 08:00:00,13.8,5808000
24075,2024-05-14 07:00:00,23.8,126400000
24075,2024-05-14 08:00:00,24.3,142666666
24074,2024-05-17 07:20:00,14.1,6144000
24074,2024-05-18 06:45:00,22.5,128533333
24074,2024-05-18 07:30:00,23.7,129866666
24076,2024-05-17 07:20:00,14.1,6144000
24076,2024-05-18 06:45:00,22.5,128533333
24076,2024-05-18 07:30:00,23.7,129866666
24077,2024-05-20 07:20:00,16.2,5184000
24077,2024-05-21 06:30:00,26.5,122666666
24078,2024-05-20 07:20:00,16.2,5184000
24078,2024-05-21 06:30:00,26.5,122666666
24083,2024-05-24 07:40:00,14.1,1672000
24083,2024-05-25 06:10:00,21.4,74960000
24083,2024-05-25 07:45:00,24.8,137066666
24083,2024-05-25 08:45:00,26.3,124533333
24084,2024-05-24 07:40:00,14.1,1672000
24084,2024-05-25 06:10:00,21.4,74960000
24084,2024-05-25 07:45:00,24.8,137066666
24084,2024-05-25 08:45:00,26.3,124533333
24085,2024-05-27 08:10:00,16.2,6637333
24085,2024-05-28 06:30:00,25.7,98666666
24085,2024-05-28 07:30:00,25.5,122133333
24081,2024-05-27 08:10:00,16.2,6637333
24081,2024-05-28 06:30:00,25.7,98666666
24081,2024-05-28 07:30:00,25.5,122133333
24088,2024-05-31 07:45:00,16.0,5090666
24088,2024-06-01 06:40:00,23.8,128800000
24088,2024-06-01 07:25:00,25.5,129600000
24089,2024-05-31 07:45:00,16.0,5090666
24089,2024-06-01 06:40:00,23.8,128800000
24089,2024-06-01 07:25:00,25.5,129600000
24091,2024-06-03 07:05:00,17.2,5626666
24091,2024-06-04 06:20:00,25.6,103733333
24092,2024-06-03 07:05:00,17.2,5626666
24092,2024-06-04 06:20:00,25.6,103733333
24095,2024-06-10 07:30:00,12.1,3525333
24095,2024-06-11 06:15:00,21.4,66373333
24095,2024-06-11 07:15:00,21.4,83200000
24097,2024-06-10 07:30:00,12.1,3525333
24097,2024-06-11 06:15:00,21.4,66373333
24097,2024-06-11 07:15:00,21.4,83200000
24098,2024-06-14 08:15:00,17.4,6914666
24098,2024-06-15 08:00:00,27.6,42666666
24098,2024-06-15 09:20:00,28.2,48800000
24098,2024-06-15 10:20:00,28.7,48666666
24098,2024-06-15 10:45:00,29.6,54213333
24101,2024-06-28 07:20:00,16.2,5608000
24101,2024-06-29 06:30:00,28.1,90933333
24103,2024-06-28 07:20:00,16.2,5608000
24103,2024-06-29 06:30:00,28.1,90933333
24105,2024-07-01 07:10:00,14.4,5808000
24105,2024-07-02 06:30:00,25.0,73573333
24105,2024-07-02 07:30:00,26.3,82133333
24104,2024-07-01 07:10:00,14.4,5808000
24104,2024-07-02 06:30:00,25.0,73573333
24104,2024-07-02 07:30:00,26.3,82133333
24111,2024-07-05 07:15:00,17.5,2173333
24111,2024-07-06 06:15:00,27.6,80400000
24111,2024-07-06 07:00:00,28.1,92800000
24108,2024-07-05 07:15:00,17.5,2173333
24108,2024-07-06 06:15:00,27.6,80400000
24108,2024-07-06 07:00:00,28.1,92800000
