EQUIPO;OPERACION;ORDEN;DATEVALUE
17825;Centrifugació 1 ini;200182448;07-05-2023 08:53:00
17825;Centrifugació 1 fi;200182448;07-05-2023 12:02:00
17825;Centrifugació 2 ini;200182448;07-05-2023 13:25:00
17825;Centrifugació 2 fi;200182448;07-05-2023 14:46:00
17825;Centrifugació 1 ini;200184532;07-12-2023 08:37:00
17825;Centrifugació 1 fi;200184532;07-12-2023 12:09:00
17825;Centrifugació 2 ini;200184532;07-12-2023 13:15:00
17825;Centrifugació 2 fi;200184532;07-12-2023 14:55:00
17825;Centrifugació 1 ini;200184533;06-01-2023 06:31:00
17825;Centrifugació 1 fi;200184533;06-01-2023 09:35:00
17825;Centrifugació 2 ini;200184533;06-01-2023 10:43:00
17825;Centrifugació 2 fi;200184533;06-01-2023 12:20:00
17825;Centrifugació 1 ini;200184534;06-02-2023 08:33:00
17825;Centrifugació 1 fi;200184534;06-02-2023 11:34:00
17825;Centrifugació 2 ini;200184534;06-02-2023 12:50:00
17825;Centrifugació 2 fi;200184534;06-02-2023 14:08:00
17825;Centrifugació 1 ini;200184604;06-08-2023 12:56:00
17825;Centrifugació 1 fi;200184604;06-08-2023 16:09:00
17825;Centrifugació 2 ini;200184604;06-08-2023 17:13:00
17825;Centrifugació 2 fi;200184604;06-08-2023 18:48:00
17825;Centrifugació 1 ini;200184605;06-14-2023 08:26:10
17825;Centrifugació 1 fi;200184605;06-14-2023 11:52:37
17825;Centrifugació 2 ini;200184605;06-14-2023 13:11:38
17825;Centrifugació 2 fi;200184605;06-14-2023 14:49:25
17825;Centrifugació 1 ini;200184607;06-15-2023 07:46:20
17825;Centrifugació 1 fi;200184607;06-15-2023 11:21:33
17825;Centrifugació 2 ini;200184607;06-15-2023 13:06:46
17825;Centrifugació 2 fi;200184607;06-15-2023 14:38:00
17825;Centrifugació 1 ini;200184608;06-16-2023 08:31:20
17825;Centrifugació 1 fi;200184608;06-16-2023 12:23:26
17825;Centrifugació 2 ini;200184608;06-16-2023 13:44:19
17825;Centrifugació 2 fi;200184608;06-16-2023 15:19:20
17825;Centrifugació 1 ini;200184610;06-22-2023 08:02:36
17825;Centrifugació 1 fi;200184610;06-22-2023 11:24:39
17825;Centrifugació 2 ini;200184610;06-22-2023 12:52:16
17825;Centrifugació 2 fi;200184610;06-22-2023 14:34:16
17825;Centrifugació 1 ini;200184611;06-23-2023 07:16:39
17825;Centrifugació 1 fi;200184611;06-23-2023 10:31:18
17825;Centrifugació 2 ini;200184611;06-23-2023 11:41:50
17825;Centrifugació 2 fi;200184611;06-23-2023 14:29:46
17825;Centrifugació 1 ini;200185570;05-25-2023 09:50:09
17825;Centrifugació 1 fi;200185570;05-25-2023 13:14:59
17825;Centrifugació 2 ini;200185570;05-25-2023 14:19:05
17825;Centrifugació 2 fi;200185570;05-25-2023 15:57:13
17825;Centrifugació 1 ini;200187023;06-28-2023 06:59:13
17825;Centrifugació 1 fi;200187023;06-28-2023 10:47:59
17825;Centrifugació 2 ini;200187023;06-28-2023 11:53:54
17825;Centrifugació 2 fi;200187023;06-28-2023 13:26:04
17825;Centrifugació 1 ini;200187025;06-29-2023 08:00:49
17825;Centrifugació 1 fi;200187025;06-29-2023 11:36:46
17825;Centrifugació 2 ini;200187025;06-29-2023 13:06:58
17825;Centrifugació 2 fi;200187025;06-29-2023 14:41:01
17825;Centrifugació 1 ini;200187030;07-13-2023 08:37:21
17825;Centrifugació 1 fi;200187030;07-13-2023 12:07:23
17825;Centrifugació 2 ini;200187030;07-13-2023 13:16:09
17825;Centrifugació 2 fi;200187030;07-13-2023 14:54:47
17825;Centrifugació 1 ini;200187031;07-26-2023 07:59:42
17825;Centrifugació 1 fi;200187031;07-26-2023 11:36:10
17825;Centrifugació 2 ini;200187031;07-26-2023 13:05:59
17825;Centrifugació 2 fi;200187031;07-26-2023 14:31:44
17825;Centrifugació 1 ini;200188840;07-20-2023 08:15:51
17825;Centrifugació 1 fi;200188840;07-20-2023 11:28:53
17825;Centrifugació 2 ini;200188840;07-20-2023 12:16:18
17825;Centrifugació 2 fi;200188840;07-20-2023 13:49:56
17825;Centrifugació 1 ini;200188843;07-27-2023 07:14:23
17825;Centrifugació 1 fi;200188843;07-27-2023 10:42:20
17825;Centrifugació 2 ini;200188843;07-27-2023 11:53:45
17825;Centrifugació 2 fi;200188843;07-27-2023 13:30:57
17825;Centrifugació 1 ini;200188846;08-02-2023 09:33:00
17825;Centrifugació 1 fi;200188846;08-02-2023 12:41:00
17825;Centrifugació 2 ini;200188846;08-02-2023 13:53:00
17825;Centrifugació 2 fi;200188846;08-02-2023 15:34:00
17825;Centrifugació 1 ini;200188847;08-03-2023 06:42:00
17825;Centrifugació 1 fi;200188847;08-03-2023 10:16:00
17825;Centrifugació 2 ini;200188847;08-03-2023 11:21:00
17825;Centrifugació 2 fi;200188847;08-03-2023 12:38:00
17825;Centrifugació 1 ini;200188849;09-06-2023 08:50:00
17825;Centrifugació 1 fi;200188849;09-06-2023 11:54:00
17825;Centrifugació 2 ini;200188849;09-06-2023 13:46:00
17825;Centrifugació 2 fi;200188849;09-06-2023 14:42:00
17825;Centrifugació 1 ini;200188851;09-07-2023 07:31:00
17825;Centrifugació 1 fi;200188851;09-07-2023 10:59:00
17825;Centrifugació 2 ini;200188851;09-07-2023 12:05:00
17825;Centrifugació 2 fi;200188851;09-07-2023 14:06:00
17825;Centrifugació 1 ini;200191078;09-15-2023 09:16:59
17825;Centrifugació 1 fi;200191078;09-15-2023 12:53:29
17825;Centrifugació 2 ini;200191078;09-15-2023 13:57:02
17825;Centrifugació 2 fi;200191078;09-15-2023 15:29:10
17825;Centrifugació 1 ini;200191080;09-14-2023 07:42:07
17825;Centrifugació 1 fi;200191080;09-14-2023 11:06:15
17825;Centrifugació 2 ini;200191080;09-14-2023 12:11:17
17825;Centrifugació 2 fi;200191080;09-14-2023 13:47:49
17825;Centrifugació 1 ini;200191083;09-27-2023 09:29:21
17825;Centrifugació 1 fi;200191083;09-27-2023 12:56:56
17825;Centrifugació 2 ini;200191083;09-27-2023 14:22:19
17825;Centrifugació 2 fi;200191083;09-27-2023 16:12:27
17825;Centrifugació 1 ini;200191085;09-28-2023 10:32:59
17825;Centrifugació 1 fi;200191085;09-28-2023 13:56:04
17825;Centrifugació 2 ini;200191085;09-28-2023 15:07:15
17825;Centrifugació 2 fi;200191085;09-28-2023 16:50:05
17825;Centrifugació 1 ini;200191086;10-04-2023 08:12:00
17825;Centrifugació 1 fi;200191086;10-04-2023 11:40:00
17825;Centrifugació 2 ini;200191086;10-04-2023 12:54:00
17825;Centrifugació 2 fi;200191086;10-04-2023 14:22:00
17825;Centrifugació 1 ini;200191385;10-05-2023 10:04:00
17825;Centrifugació 1 fi;200191385;10-05-2023 13:23:00
17825;Centrifugació 2 ini;200191385;10-05-2023 14:27:00
17825;Centrifugació 2 fi;200191385;10-05-2023 16:08:00
17825;Centrifugació 1 ini;200191386;10-11-2023 12:40:00
17825;Centrifugació 1 fi;200191386;10-11-2023 16:14:00
17825;Centrifugació 2 ini;200191386;10-11-2023 17:22:00
17825;Centrifugació 2 fi;200191386;10-11-2023 19:04:00
17825;Centrifugació 1 ini;200191390;10-19-2023 09:00:16
17825;Centrifugació 1 fi;200191390;10-19-2023 12:03:00
17825;Centrifugació 2 ini;200191390;10-19-2023 13:20:57
17825;Centrifugació 2 fi;200191390;10-19-2023 14:41:33
17825;Centrifugació 1 ini;200191392;10-25-2023 08:58:35
17825;Centrifugació 1 fi;200191392;10-25-2023 12:21:21
17825;Centrifugació 2 ini;200191392;10-25-2023 13:28:15
17825;Centrifugació 2 fi;200191392;10-25-2023 15:05:59
17825;Centrifugació 1 ini;200191396;11-02-2023 10:15:00
17825;Centrifugació 1 fi;200191396;11-02-2023 13:38:00
17825;Centrifugació 2 ini;200191396;11-02-2023 14:26:00
17825;Centrifugació 2 fi;200191396;11-02-2023 16:04:00
17825;Centrifugació 1 ini;200191399;10-27-2023 10:46:47
17825;Centrifugació 1 fi;200191399;10-27-2023 14:14:06
17825;Centrifugació 2 ini;200191399;10-27-2023 15:54:16
17825;Centrifugació 2 fi;200191399;10-27-2023 17:30:08
17825;Centrifugació 1 ini;200195713;11-09-2023 10:30:00
17825;Centrifugació 1 fi;200195713;11-09-2023 13:50:00
17825;Centrifugació 2 ini;200195713;11-09-2023 14:46:00
17825;Centrifugació 2 fi;200195713;11-09-2023 16:16:00
17825;Centrifugació 1 ini;200195718;11-15-2023 08:33:07
17825;Centrifugació 1 fi;200195718;11-15-2023 11:50:02
17825;Centrifugació 2 ini;200195718;11-15-2023 12:47:50
17825;Centrifugació 2 fi;200195718;11-15-2023 14:33:47
17825;Centrifugació 1 ini;200196318;11-10-2023 09:18:00
17825;Centrifugació 1 fi;200196318;11-10-2023 12:36:00
17825;Centrifugació 2 ini;200196318;11-10-2023 13:25:00
17825;Centrifugació 2 fi;200196318;11-10-2023 15:02:00
17825;Centrifugació 1 ini;200196441;11-23-2023 08:33:34
17825;Centrifugació 1 fi;200196441;11-23-2023 12:00:29
17825;Centrifugació 2 ini;200196441;11-23-2023 12:56:41
17825;Centrifugació 2 fi;200196441;11-23-2023 14:30:59
17825;Centrifugació 1 ini;200196587;11-17-2023 09:26:27
17825;Centrifugació 1 fi;200196587;11-17-2023 12:56:33
17825;Centrifugació 2 ini;200196587;11-17-2023 13:49:58
17825;Centrifugació 2 fi;200196587;11-17-2023 15:39:39
17825;Centrifugació 1 ini;200196794;11-29-2023 08:56:28
17825;Centrifugació 1 fi;200196794;11-29-2023 12:07:05
17825;Centrifugació 2 ini;200196794;11-29-2023 13:30:52
17825;Centrifugació 2 fi;200196794;11-29-2023 14:30:01
17825;Centrifugació 1 ini;200196877;12-06-2023 07:46:00
17825;Centrifugació 1 fi;200196877;12-06-2023 11:02:00
17825;Centrifugació 2 ini;200196877;12-06-2023 11:56:00
17825;Centrifugació 2 fi;200196877;12-06-2023 13:37:00
17825;Centrifugació 1 ini;200196882;12-21-2023 09:35:25
17825;Centrifugació 1 fi;200196882;12-21-2023 12:57:12
17825;Centrifugació 2 ini;200196882;12-21-2023 13:50:54
17825;Centrifugació 2 fi;200196882;12-21-2023 15:40:59
17825;Centrifugació 1 ini;200196887;01-19-2024 09:16:03
17825;Centrifugació 1 fi;200196887;01-19-2024 12:12:01
17825;Centrifugació 2 ini;200196887;01-19-2024 13:00:47
17825;Centrifugació 2 fi;200196887;01-19-2024 15:30:29
17825;Centrifugació 1 ini;200196891;01-22-2024 09:45:58
17825;Centrifugació 1 fi;200196891;01-22-2024 10:30:47
17825;Centrifugació 2 ini;200196891;01-22-2024 11:40:50
17825;Centrifugació 2 fi;200196891;01-22-2024 13:18:29
17825;Centrifugació 1 ini;200196895;01-24-2024 10:01:39
17825;Centrifugació 1 fi;200196895;01-24-2024 13:28:26
17825;Centrifugació 2 ini;200196895;01-24-2024 14:23:31
17825;Centrifugació 2 fi;200196895;01-24-2024 16:12:08
17825;Centrifugació 1 ini;200196898;01-29-2024 08:49:24
17825;Centrifugació 1 fi;200196898;01-29-2024 11:53:32
17825;Centrifugació 2 ini;200196898;01-29-2024 12:45:10
17825;Centrifugació 2 fi;200196898;01-29-2024 14:32:49
17825;Centrifugació 1 ini;200196902;02-05-2024 08:21:00
17825;Centrifugació 1 fi;200196902;02-05-2024 11:37:00
17825;Centrifugació 2 ini;200196902;02-05-2024 12:34:00
17825;Centrifugació 2 fi;200196902;02-05-2024 14:18:00
17825;Centrifugació 1 ini;200196903;01-31-2024 08:34:11
17825;Centrifugació 1 fi;200196903;01-31-2024 11:56:20
17825;Centrifugació 2 ini;200196903;01-31-2024 12:40:39
17825;Centrifugació 2 fi;200196903;01-31-2024 14:31:08
17825;Centrifugació 1 ini;200197370;12-01-2023 10:07:00
17825;Centrifugació 1 fi;200197370;12-01-2023 13:33:00
17825;Centrifugació 2 ini;200197370;12-01-2023 14:19:00
17825;Centrifugació 2 fi;200197370;12-01-2023 16:19:00
17825;Centrifugació 1 ini;200199616;02-07-2024 10:25:00
17825;Centrifugació 1 fi;200199616;02-07-2024 14:01:00
17825;Centrifugació 2 ini;200199616;02-07-2024 14:46:00
17825;Centrifugació 2 fi;200199616;02-07-2024 16:33:00
17825;Centrifugació 1 ini;200202553;04-29-2024 08:17:13
17825;Centrifugació 1 fi;200202553;04-29-2024 11:36:52
17825;Centrifugació 2 ini;200202553;04-29-2024 12:29:36
17825;Centrifugació 2 fi;200202553;04-29-2024 14:10:30
17825;Centrifugació 1 ini;200202558;05-16-2024 07:18:01
17825;Centrifugació 1 fi;200202558;05-16-2024 10:51:35
17825;Centrifugació 2 ini;200202558;05-16-2024 11:43:01
17825;Centrifugació 2 fi;200202558;05-16-2024 13:23:26
17825;Centrifugació 1 ini;200205525;06-06-2024 07:19:00
17825;Centrifugació 1 fi;200205525;06-06-2024 10:51:00
17825;Centrifugació 2 ini;200205525;06-06-2024 11:36:00
17825;Centrifugació 2 fi;200205525;06-06-2024 13:02:00
17825;Centrifugació 1 ini;200205527;05-23-2024 07:04:23
17825;Centrifugació 1 fi;200205527;05-23-2024 10:38:24
17825;Centrifugació 2 ini;200205527;05-23-2024 11:30:08
17825;Centrifugació 2 fi;200205527;05-23-2024 13:05:27
17825;Centrifugació 1 ini;200205528;05-22-2024 08:36:18
17825;Centrifugació 1 fi;200205528;05-22-2024 12:03:48
17825;Centrifugació 2 ini;200205528;05-22-2024 12:52:39
17825;Centrifugació 2 fi;200205528;05-22-2024 14:24:41
17825;Centrifugació 1 ini;200205530;05-27-2024 08:26:49
17825;Centrifugació 1 fi;200205530;05-27-2024 11:27:11
17825;Centrifugació 2 ini;200205530;05-27-2024 12:16:49
17825;Centrifugació 2 fi;200205530;05-27-2024 13:59:10
17825;Centrifugació 1 ini;200205531;05-30-2024 07:23:34
17825;Centrifugació 1 fi;200205531;05-30-2024 11:26:24
17825;Centrifugació 2 ini;200205531;05-30-2024 12:13:53
17825;Centrifugació 2 fi;200205531;05-30-2024 13:55:00
17825;Centrifugació 1 ini;200205684;06-13-2024 06:27:18
17825;Centrifugació 1 fi;200205684;06-13-2024 09:48:02
17825;Centrifugació 2 ini;200205684;06-13-2024 10:46:08
17825;Centrifugació 2 fi;200205684;06-13-2024 12:29:59
17825;Centrifugació 1 ini;200205689;07-08-2024 07:56:00
17825;Centrifugació 1 fi;200205689;07-08-2024 10:53:00
17825;Centrifugació 2 ini;200205689;07-08-2024 11:42:00
17825;Centrifugació 2 fi;200205689;07-08-2024 13:29:00
17825;Centrifugació 1 ini;200205694;07-04-2024 07:51:00
17825;Centrifugació 1 fi;200205694;07-04-2024 11:13:00
17825;Centrifugació 2 ini;200205694;07-04-2024 12:02:00
17825;Centrifugació 2 fi;200205694;07-04-2024 13:39:00
17825;Centrifugació 1 ini;200209964;07-18-2024 07:58:01
17825;Centrifugació 1 fi;200209964;07-18-2024 11:36:57
17825;Centrifugació 2 ini;200209964;07-18-2024 12:19:14
17825;Centrifugació 2 fi;200209964;07-18-2024 14:02:50
17825;Centrifugació 1 ini;200209970;07-22-2024 07:08:59
17825;Centrifugació 1 fi;200209970;07-22-2024 10:27:37
17825;Centrifugació 2 ini;200209970;07-22-2024 11:27:14
17825;Centrifugació 2 fi;200209970;07-22-2024 13:04:36
17825;Centrifugació 1 ini;200209983;07-29-2024 07:13:21
17825;Centrifugació 1 fi;200209983;07-29-2024 10:35:08
17825;Centrifugació 2 ini;200209983;07-29-2024 11:24:48
17825;Centrifugació 2 fi;200209983;07-29-2024 13:09:30
17825;Centrifugació 1 ini;200209985;07-31-2024 07:26:37
17825;Centrifugació 1 fi;200209985;07-31-2024 11:05:43
17825;Centrifugació 2 ini;200209985;07-31-2024 11:56:32
17825;Centrifugació 2 fi;200209985;07-31-2024 13:36:41
17825;Centrifugació 1 ini;200210971;07-24-2024 06:47:07
17825;Centrifugació 1 fi;200210971;07-24-2024 10:29:42
17825;Centrifugació 2 ini;200210971;07-24-2024 11:18:34
17825;Centrifugació 2 fi;200210971;07-24-2024 13:01:55
17825;Centrifugació 1 ini;200211467;08-01-2024 07:03:00
17825;Centrifugació 1 fi;200211467;08-01-2024 10:46:00
17825;Centrifugació 2 ini;200211467;08-01-2024 11:33:00
17825;Centrifugació 2 fi;200211467;08-01-2024 13:13:00
12912;Centrifugació 1 ini;10005236;11-30-2023 08:38:34
12912;Centrifugació 1 fi;10005236;11-30-2023 11:46:33
12912;Centrifugació 2 ini;10005236;11-30-2023 12:50:22
12912;Centrifugació 2 fi;10005236;11-30-2023 14:27:29
12912;Centrifugació 1 ini;10005261;02-02-2024 08:39:00
12912;Centrifugació 1 fi;10005261;02-02-2024 11:03:00
12912;Centrifugació 2 ini;10005261;02-02-2024 11:50:00
12912;Centrifugació 2 fi;10005261;02-02-2024 13:30:00
12912;Centrifugació 1 ini;200182428;03-24-2023 08:11:53
12912;Centrifugació 1 fi;200182428;03-24-2023 11:32:53
12912;Centrifugació 2 ini;200182428;03-24-2023 13:09:42
12912;Centrifugació 2 fi;200182428;03-24-2023 14:29:39
12912;Centrifugació 1 ini;200182436;04-20-2023 07:19:39
12912;Centrifugació 1 fi;200182436;04-20-2023 10:35:17
12912;Centrifugació 2 ini;200182436;04-20-2023 17:15:13
12912;Centrifugació 2 fi;200182436;04-20-2023 17:27:43
12912;Centrifugació 1 ini;200182442;04-27-2023 12:53:01
12912;Centrifugació 1 fi;200182442;04-27-2023 16:00:23
12912;Centrifugació 2 ini;200182442;04-27-2023 17:27:08
12912;Centrifugació 2 fi;200182442;04-27-2023 18:54:16
12912;Centrifugació 1 ini;200191087;10-04-2023 09:19:00
12912;Centrifugació 1 fi;200191087;10-04-2023 12:51:00
12912;Centrifugació 2 ini;200191087;10-04-2023 14:02:00
12912;Centrifugació 2 fi;200191087;10-04-2023 15:45:00
12912;Centrifugació 1 ini;200191387;10-11-2023 12:57:00
12912;Centrifugació 1 fi;200191387;10-11-2023 16:35:00
12912;Centrifugació 2 ini;200191387;10-11-2023 17:44:00
12912;Centrifugació 2 fi;200191387;10-11-2023 19:20:00
12912;Centrifugació 1 ini;200191389;10-19-2023 09:08:24
12912;Centrifugació 1 fi;200191389;10-19-2023 12:30:46
12912;Centrifugació 2 ini;200191389;10-19-2023 13:29:01
12912;Centrifugació 2 fi;200191389;10-19-2023 14:51:25
12912;Centrifugació 1 ini;200191391;10-25-2023 08:04:19
12912;Centrifugació 1 fi;200191391;10-25-2023 11:14:14
12912;Centrifugació 2 ini;200191391;10-25-2023 12:12:45
12912;Centrifugació 2 fi;200191391;10-25-2023 13:55:31
12912;Centrifugació 1 ini;200191394;10-26-2023 07:13:26
12912;Centrifugació 1 fi;200191394;10-26-2023 10:33:23
12912;Centrifugació 2 ini;200191394;10-26-2023 11:32:36
12912;Centrifugació 2 fi;200191394;10-26-2023 13:08:45
12912;Centrifugació 1 ini;200191397;11-02-2023 10:05:00
12912;Centrifugació 1 fi;200191397;11-02-2023 13:06:00
12912;Centrifugació 2 ini;200191397;11-02-2023 13:55:00
12912;Centrifugació 2 fi;200191397;11-02-2023 15:41:00
12912;Centrifugació 1 ini;200191400;11-08-2023 09:31:00
12912;Centrifugació 1 fi;200191400;11-08-2023 12:46:00
12912;Centrifugació 2 ini;200191400;11-08-2023 13:38:00
12912;Centrifugació 2 fi;200191400;11-08-2023 15:11:00
12912;Centrifugació 1 ini;200195717;11-09-2023 09:48:00
12912;Centrifugació 1 fi;200195717;11-09-2023 13:22:00
12912;Centrifugació 2 ini;200195717;11-09-2023 14:22:00
12912;Centrifugació 2 fi;200195717;11-09-2023 15:46:00
12912;Centrifugació 1 ini;200195909;11-15-2023 09:31:55
12912;Centrifugació 1 fi;200195909;11-15-2023 12:39:45
12912;Centrifugació 2 ini;200195909;11-15-2023 13:28:22
12912;Centrifugació 2 fi;200195909;11-15-2023 15:07:19
12912;Centrifugació 1 ini;200196317;11-10-2023 10:06:00
12912;Centrifugació 1 fi;200196317;11-10-2023 13:27:00
12912;Centrifugació 2 ini;200196317;11-10-2023 14:17:00
12912;Centrifugació 2 fi;200196317;11-10-2023 15:51:00
12912;Centrifugació 1 ini;200196400;11-16-2023 08:24:46
12912;Centrifugació 1 fi;200196400;11-16-2023 11:24:56
12912;Centrifugació 2 ini;200196400;11-16-2023 12:13:37
12912;Centrifugació 2 fi;200196400;11-16-2023 13:42:27
12912;Centrifugació 1 ini;200196440;11-22-2023 08:35:17
12912;Centrifugació 1 fi;200196440;11-22-2023 11:34:42
12912;Centrifugació 2 ini;200196440;11-22-2023 12:22:27
12912;Centrifugació 2 fi;200196440;11-22-2023 14:08:54
12912;Centrifugació 1 ini;200196590;11-17-2023 09:25:48
12912;Centrifugació 1 fi;200196590;11-17-2023 12:46:45
12912;Centrifugació 2 ini;200196590;11-17-2023 13:36:53
12912;Centrifugació 2 fi;200196590;11-17-2023 15:20:30
12912;Centrifugació 1 ini;200196875;11-24-2023 08:41:48
12912;Centrifugació 1 fi;200196875;11-24-2023 11:44:28
12912;Centrifugació 2 ini;200196875;11-24-2023 12:33:36
12912;Centrifugació 2 fi;200196875;11-24-2023 14:36:40
12912;Centrifugació 1 ini;200196876;12-06-2023 07:47:00
12912;Centrifugació 1 fi;200196876;12-06-2023 11:20:00
12912;Centrifugació 2 ini;200196876;12-06-2023 12:07:00
12912;Centrifugació 2 fi;200196876;12-06-2023 13:56:00
12912;Centrifugació 1 ini;200196879;12-20-2023 09:35:22
12912;Centrifugació 1 fi;200196879;12-20-2023 11:56:45
12912;Centrifugació 2 ini;200196879;12-20-2023 12:41:56
12912;Centrifugació 2 fi;200196879;12-20-2023 14:25:08
12912;Centrifugació 1 ini;200196881;12-21-2023 10:19:56
12912;Centrifugació 1 fi;200196881;12-21-2023 13:39:28
12912;Centrifugació 2 ini;200196881;12-21-2023 14:37:27
12912;Centrifugació 2 fi;200196881;12-21-2023 16:13:35
12912;Centrifugació 1 ini;200196886;01-19-2024 08:28:55
12912;Centrifugació 1 fi;200196886;01-19-2024 12:00:25
12912;Centrifugació 2 ini;200196886;01-19-2024 12:50:46
12912;Centrifugació 2 fi;200196886;01-19-2024 15:26:52
12912;Centrifugació 1 ini;200196888;01-25-2024 08:38:02
12912;Centrifugació 1 fi;200196888;01-25-2024 11:55:47
12912;Centrifugació 2 ini;200196888;01-25-2024 13:03:14
12912;Centrifugació 2 fi;200196888;01-25-2024 14:44:03
12912;Centrifugació 1 ini;200196889;01-29-2024 08:17:55
12912;Centrifugació 1 fi;200196889;01-29-2024 11:05:21
12912;Centrifugació 2 ini;200196889;01-29-2024 11:54:48
12912;Centrifugació 2 fi;200196889;01-29-2024 13:38:17
12912;Centrifugació 1 ini;200196893;01-22-2024 08:32:16
12912;Centrifugació 1 fi;200196893;01-22-2024 11:32:48
12912;Centrifugació 2 ini;200196893;01-22-2024 12:22:40
12912;Centrifugació 2 fi;200196893;01-22-2024 14:01:55
12912;Centrifugació 1 ini;200196897;02-07-2024 10:22:00
12912;Centrifugació 1 fi;200196897;02-07-2024 14:03:00
12912;Centrifugació 2 ini;200196897;02-07-2024 14:45:00
12912;Centrifugació 2 fi;200196897;02-07-2024 16:24:00
12912;Centrifugació 1 ini;200196899;02-12-2024 10:28:00
12912;Centrifugació 1 fi;200196899;02-12-2024 13:43:00
12912;Centrifugació 2 ini;200196899;02-12-2024 14:31:00
12912;Centrifugació 2 fi;200196899;02-12-2024 16:08:00
12912;Centrifugació 1 ini;200196904;01-31-2024 08:10:17
12912;Centrifugació 1 fi;200196904;01-31-2024 11:26:15
12912;Centrifugació 2 ini;200196904;01-31-2024 12:13:35
12912;Centrifugació 2 fi;200196904;01-31-2024 14:06:59
12912;Centrifugació 1 ini;200196906;01-24-2024 08:59:36
12912;Centrifugació 1 fi;200196906;01-24-2024 12:38:14
12912;Centrifugació 2 ini;200196906;01-24-2024 13:26:48
12912;Centrifugació 2 fi;200196906;01-24-2024 15:15:05
12912;Centrifugació 1 ini;200196907;02-09-2024 09:19:00
12912;Centrifugació 1 fi;200196907;02-09-2024 12:45:00
12912;Centrifugació 2 ini;200196907;02-09-2024 13:32:00
12912;Centrifugació 2 fi;200196907;02-09-2024 15:32:00
12912;Centrifugació 1 ini;200196908;02-05-2024 09:22:00
12912;Centrifugació 1 fi;200196908;02-05-2024 12:13:00
12912;Centrifugació 2 ini;200196908;02-05-2024 13:03:00
12912;Centrifugació 2 fi;200196908;02-05-2024 14:55:00
12912;Centrifugació 1 ini;200199660;02-14-2024 10:50:17
12912;Centrifugació 1 fi;200199660;02-14-2024 14:08:59
12912;Centrifugació 2 ini;200199660;02-14-2024 15:02:43
12912;Centrifugació 2 fi;200199660;02-14-2024 16:38:22
12912;Centrifugació 1 ini;200200219;03-06-2024 12:24:00
12912;Centrifugació 1 fi;200200219;03-06-2024 15:54:00
12912;Centrifugació 2 ini;200200219;03-06-2024 16:45:00
12912;Centrifugació 2 fi;200200219;03-06-2024 18:30:00
12912;Centrifugació 1 ini;200200225;02-16-2024 11:18:06
12912;Centrifugació 1 fi;200200225;02-16-2024 14:49:12
12912;Centrifugació 2 ini;200200225;02-16-2024 15:47:52
12912;Centrifugació 2 fi;200200225;02-16-2024 17:21:18
12912;Centrifugació 1 ini;200200226;03-04-2024 09:18:00
12912;Centrifugació 1 fi;200200226;03-04-2024 12:44:00
12912;Centrifugació 2 ini;200200226;03-04-2024 13:42:00
12912;Centrifugació 2 fi;200200226;03-04-2024 15:23:00
12912;Centrifugació 1 ini;200200229;06-05-2024 06:22:00
12912;Centrifugació 1 fi;200200229;06-05-2024 09:50:00
12912;Centrifugació 2 ini;200200229;06-05-2024 10:39:00
12912;Centrifugació 2 fi;200200229;06-05-2024 12:12:00
12912;Centrifugació 1 ini;200200372;03-11-2024 09:36:00
12912;Centrifugació 1 fi;200200372;03-11-2024 12:56:00
12912;Centrifugació 2 ini;200200372;03-11-2024 13:48:00
12912;Centrifugació 2 fi;200200372;03-11-2024 15:35:00
12912;Centrifugació 1 ini;200200374;03-14-2024 09:25:20
12912;Centrifugació 1 fi;200200374;03-14-2024 12:56:53
12912;Centrifugació 2 ini;200200374;03-14-2024 13:49:55
12912;Centrifugació 2 fi;200200374;03-14-2024 15:31:43
12912;Centrifugació 1 ini;200200375;04-19-2024 07:16:39
12912;Centrifugació 1 fi;200200375;04-19-2024 10:48:02
12912;Centrifugació 2 ini;200200375;04-19-2024 11:35:30
12912;Centrifugació 2 fi;200200375;04-19-2024 13:12:45
12912;Centrifugació 1 ini;200200377;04-15-2024 07:45:27
12912;Centrifugació 1 fi;200200377;04-15-2024 10:52:55
12912;Centrifugació 2 ini;200200377;04-15-2024 11:42:32
12912;Centrifugació 2 fi;200200377;04-15-2024 13:25:41
12912;Centrifugació 1 ini;200200380;03-18-2024 08:40:15
12912;Centrifugació 1 fi;200200380;03-18-2024 12:12:21
12912;Centrifugació 2 ini;200200380;03-18-2024 12:44:51
12912;Centrifugació 2 fi;200200380;03-18-2024 12:59:37
12912;Centrifugació 2 fi;200200380;03-18-2024 14:44:06
12912;Centrifugació 1 ini;200200383;04-25-2024 10:26:20
12912;Centrifugació 1 fi;200200383;04-25-2024 14:04:03
12912;Centrifugació 2 ini;200200383;04-25-2024 14:56:15
12912;Centrifugació 2 fi;200200383;04-25-2024 16:21:53
12912;Centrifugació 1 ini;200200384;04-17-2024 07:21:36
12912;Centrifugació 1 fi;200200384;04-17-2024 10:44:20
12912;Centrifugació 2 ini;200200384;04-17-2024 11:33:00
12912;Centrifugació 2 fi;200200384;04-17-2024 13:18:19
12912;Centrifugació 1 ini;200200385;03-25-2024 08:41:50
12912;Centrifugació 1 fi;200200385;03-25-2024 12:20:00
12912;Centrifugació 2 ini;200200385;03-25-2024 13:18:49
